queens_cooperatives_comparable_properties_boro_block_lot,queens_cooperatives_comparable_properties_address,comparable_rental_3_expense_per_sqft,comparable_rental_1_address,comparable_rental_2_market_value_per_sqft,comparable_rental_2_gross_sqft,comparable_rental_1_market_value_per_sqft,comparable_rental_1_gross_sqft,comparable_rental_1_year_built,comparable_rental_2_estimated_gross_income,latitude,comparable_rental_3_market_value_per_sqft,comparable_rental_3_full_market_value,longitude,comparable_rental_3_distance_from_coop_in_miles,comparable_rental_1_estimated_gross_income,comparable_rental_1_full_market_value,comparable_rental_3_address,comparable_rental_2_estimated_expense,comparable_rental_3_year_built,comparable_rental_1_total_units,census_tract,comparable_rental_2_full_market_value,comparable_rental_2_boro_block_lot,queens_cooperatives_comparable_properties_gross_sqft,comparable_rental_2_year_built,queens_cooperatives_comparable_properties_net_operating_income
4-09714-0018,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""141 PERSHING CRESCENT"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",7.83,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""141 PERSHING CRESCENT"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",38.5,92000.0,45.1,109500,1949,1281657.0,,53.59,"3,940,000",,0.18,1481617,4938000,135 82 DRIVE,342363.0,1952,108,,3542000.0,4-09649-0053,97094,1953.0,991329
4-00018-0001,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""4 48 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}", ,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""48 37 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",48.09,103850.0,50.85,97528,1961,1472357.0,, , ,, ,1482558,4959000, ,646861.0, ,120,,4994000.0,4-00583-0011,724475,1964.0,5064080
4-05137-0067,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""43 KISSENA BOULEVARD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",7.06,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""43 KISSENA BOULEVARD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",57.42,270499.0,57.68,267554,1962,4181556.0,,62.4,"19,800,000",,0,4130856,15433000,43 COLDEN STREET,1915291.0,1965,287,,15533000.0,4-05137-0012,226136,1962.0,1962860
4-03334-0058,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""75 AUSTIN STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4.89,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""111 76 ROAD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",75.18,51545.0,81.38,53455,1939,871260.0,,68.62,"3,406,000",,0.39,928106,4350000,41 KEW GARDENS ROAD,335400.0,1936,60,,3875000.0,4-03334-0292,99600,1929.0,1034844
4-01513-0028,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""88 ELMHURST AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}", ,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""88 ELMHURST AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",31.83,217000.0,30.66,99383,1938,2482167.0,, , ,, ,1114203,3047000, ,1365108.0, ,84,,6908000.0,4-01511-0001,92244,1950.0,525791
4-01268-0013,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""34 82 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",7.11,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""81 34 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",51.05,52422.0,57.9,57888,1951,749318.0,,47.19,"2,211,000",,0.15,860870,3352000,35 82 STREET,363052.0,1938,66,,2676000.0,4-01443-0033,97260,1936.0,698326
4-01254-0012,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""33 81 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",6.98,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""33 77 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",44.33,90950.0,54.19,176000,1951,1135622.0,,44.01,"5,484,000",,0.28,2767581,9537000,34 35 AVENUE,534178.0,1949,216,,4032000.0,4-01251-0030,186300,1950.0,1162512
4-06540-0003,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""150 MELBOURNE AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",6.48,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""150 72 DRIVE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",44.27,116784.0,44.65,116784,1950,1684258.0,,44.36,"5,181,000",,0.55,1700150,5214000,150 75 AVENUE,756580.0,1950,144,,5170000.0,4-06703-0002,218100,1950.0,1550691
4-09648-0024,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""84 VAN WYCK EXPRESSWAY"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",6.72,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""141 85 ROAD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",48.15,114000.0,59.15,103629,1951,1647301.0,,45.1,"4,938,000",,0.2,1653501,6130000,141 PERSHING CRESCENT,749105.0,1949,132,,5489000.0,4-09710-0037,80052,1951.0,630809
4-01238-0006,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""39 52 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",8.83,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""39 SKILLMAN AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",50.16,38813.0,32.3,54490,1953,563734.0,,57.57,"1,571,000",,0.17,652538,1760000,41 50 STREET,282174.0,1964,61,,1947000.0,4-01315-0078,207086,1930.0,488977
4-04602-0125,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""167 12 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",7.02,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""16 BELL BOULEVARD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",56.34,58380.0,78.2,147700,1973,929352.0,,60.06,"8,800,000",,1.38,2655707,11550000,23 WATERS EDGE DRIVE,317783.0,1969,152,,3289000.0,4-04157-0002,40692,1971.0,388608
4-11434-0050,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""88 155 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",7.26,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""100 92 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",37.53,85000.0,44.68,31023,1931,1057640.0,,38.24,"1,606,000",,1.98,434979,1386000,86 FOREST PARKWAY,375371.0,1928,26,,3190000.0,4-08847-0214,152100,1926.0,981045
4-06676-0019,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""147 71 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",6.48,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""139 JEWEL AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",45.35,77856.0,48.28,20920,1949,1136573.0,,44.39,"1,727,000",,0.34,334391,1010000,147 75 AVENUE,504385.0,1950,24,,3531000.0,4-06680-0001,6000,1950.0,49800
4-10535-0010,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""87 FRANCIS"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",6.46,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""212 HILLSIDE AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",43.84,100116.0,58.04,144995,1963,1314699.0,,20.75,"1,463,000",,0.79,2331689,8415000,91 193 STREET,558398.0,1928,180,,4389000.0,4-10499-0075,192616,1960.0,1454251
4-00210-0022,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""50 39 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",7.8,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""48 40 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",45.34,68281.0,48.11,61484,1958,970956.0,,50.85,"4,959,000",,0.17,930754,2958000,48 37 STREET,524398.0,1961,77,,3096000.0,4-00232-0018,38864,1960.0,273214
4-05016-0007,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""147 38 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",5.64,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""37 147 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",46.38,189748.0,46.92,80173,1962,2751764.0,,46.51,"7,018,000",,0.28,1215485,3762000,144 41 AVENUE,1318159.0,1961,95,,8800000.0,4-05025-0050,200466,1962.0,1513518
4-02162-0122,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""61 COLONIAL AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",6.74,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""99 66 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",55.57,312876.0,37.1,338016,1939,4430358.0,,40.27,"10,252,000",,0.79,4423544,12540000,96 57 AVENUE,1923485.0,1962,312,,17386000.0,4-02102-0001,428836,1938.0,2564439
4-02223-0001,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""70 108 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",5.7,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""108 71 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",61.6,104644.0,69.6,63074,1950,1652162.0,,59.12,"8,129,000",,0.28,990733,4390000,72 112 STREET,709250.0,1939,62,,6446000.0,4-02236-0012,141900,1951.0,1278519
4-05135-0057,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""137 FRANKLIN AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",6.53,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""140 FRANKLIN AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",47.95,33490.0,73.71,94559,1973,538591.0,,56.5,"5,764,000",,0.34,1705532,6970000,142 41 AVENUE,302949.0,1963,113,,1606000.0,4-05121-0050,89975,1968.0,855662
4-04411-0001,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""31 138 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}", ,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""34 PARSONS BOULEVARD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",39.01,190882.0,36.97,191330,1956,2552092.0,, , ,, ,2477724,7073000, ,1351445.0, ,172,,7447000.0,4-05040-0019,176086,1958.0,1207950
4-00157-0040,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""44 43 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",6.33,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""41 44 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",84.54,72700.0,47.27,71490,1930,1364302.0,,77.47,"6,022,000",,0.1,1040180,3379000,41 46 STREET,509153.0,1931,94,,6146000.0,4-00137-0013,68700,1931.0,482961
4-01456-0056,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""35 82 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}", ,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""37 84 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",,,40.85,180804,1926,,, , ,, ,2472383,7386000, ,, ,204,,,,19685,,121653
4-05750-0006,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""166 17 ROAD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}", ,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""13 147 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",56.34,58380.0,59.13,24927,1950,929352.0,, , ,, ,474128,1474000, ,317783.0, ,36,,3289000.0,4-04157-0002,169702,1971.0,1614715
4-08306-0004,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""245 62 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}", ,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""56 MARATHON PARKWAY"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",,,46.48,27690,1977,,, , ,, ,390932,1287000, ,, ,54,,,,115226,,1004771
4-01266-0038,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""79 35 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",7.11,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""81 34 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",30.22,95000.0,57.9,57888,1951,1035405.0,,47.19,"2,211,000",,0.2,860870,3352000,35 82 STREET,553582.0,1938,66,,2871000.0,4-01279-0001,50996,1950.0,366151
4-03355-0144,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""83 AUSTIN STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}", ,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""83 116 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",58.8,53252.0,63.8,140196,1950,899725.0,, , ,, ,2209851,8944000, ,466718.0, ,180,,3131000.0,4-09245-0300,133140,1955.0,1274150
4-03355-0129,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""83 TALBOT STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",5.48,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""84 AUSTIN STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",55.88,71436.0,58.8,53252,1955,1101846.0,,67.42,"5,052,000",,0.21,899725,3131000,84 AUSTIN STREET,519943.0,1955,68,,3992000.0,4-09230-0066,54404,1925.0,534247
4-01857-0038,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""90 56 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",6.13,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""56 94 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",45.64,107010.0,52.09,107390,1964,1443059.0,,59.28,"6,409,000",,0.25,1356599,5594000,56 56 AVENUE,593171.0,1964,112,,4884000.0,4-01842-0031,114642,1962.0,911404
4-03154-0025,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""96 67 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",6.49,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""65 WETHEROLE STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",53.17,61242.0,58.22,59532,1953,930184.0,,48.33,"1,276,000",,0.27,976920,3466000,65 SAUNDERS STREET,261496.0,1954,72,,3256000.0,4-03171-0001,61476,1954.0,671317
4-02150-0001,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""64 YELLOWSTONE BOULEVARD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",6.98,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""98 65 ROAD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",55.57,312876.0,38.63,255400,1938,4430358.0,,41.18,"8,414,000",,0.37,3608648,9867000,98 QUEENS BOULEVARD,1923485.0,1952,240,,17386000.0,4-02102-0001,273771,1938.0,2110774
4-09755-0050,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""155 90 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}", ,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""89 161 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",49.39,110538.0,26.19,75600,1941,1445473.0,40.688262, , ,-73.859301, ,786210,1980000, ,598410.0, ,84,8.0,5460000.0,4-09678-0112,119900,1941.0,773355
4-06656-0063,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""70 KISSENA BOULEVARD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",6.48,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""150 72 DRIVE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",44.27,116784.0,44.65,116784,1950,1684258.0,,44.36,"5,181,000",,0.41,1700150,5214000,150 75 AVENUE,756580.0,1950,144,,5170000.0,4-06703-0002,225968,1950.0,1606633
4-05185-0054,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""140 BEECH AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",7.79,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""140 ASH AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",59.78,87408.0,43.41,104000,1950,1451432.0,40.759432,49.41,"2,981,000",-73.811777,0.25,1422720,4515000,44 COLDEN STREET,537519.0,1962,126,1187.0,5225000.0,4-05134-0030,81923,1964.0,587388
4-03236-0035,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""70 YELLOWSTONE BOULEVARD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",8.43,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""98 67 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",84.35,174480.0,60.43,275197,1959,3520549.0,,70.86,"9,421,000",,0.19,4668060,16631000,68 YELLOWSTONE BOULEVARD,1461326.0,1941,286,,14718000.0,4-03234-0051,575600,1929.0,5663904
4-06690-0001,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""78 147 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",6.48,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""139 JEWEL AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",45.35,77856.0,48.28,20920,1949,1136573.0,,44.39,"1,727,000",,0.34,334391,1010000,147 75 AVENUE,504385.0,1950,24,,3531000.0,4-06680-0001,43345,1950.0,359763
4-04588-0051,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""162 9 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",7.02,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""19 PARSONS BOULEVARD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",78.2,147700.0,56.34,58380,1971,2655707.0,,60.06,"8,800,000",,1.53,929352,3289000,23 WATERS EDGE DRIVE,938256.0,1969,60,,11550000.0,4-05865-0112,40692,1973.0,388608
4-05134-0024,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""136 SANFORD AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",7.4,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""42 KISSENA BOULEVARD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",56.5,102023.0,59.78,87408,1964,1636401.0,,46.57,"3,179,000",,0.15,1451432,5225000,133 SANFORD AVENUE,666445.0,1963,107,,5764000.0,4-05021-0001,85336,1963.0,719579
4-00159-0021,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""41 43 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}", ,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""41 42 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",44.94,64505.0,49.33,61770,1937,775763.0,, , ,, ,910053,3047000, ,320355.0, ,60,,2899000.0,4-00184-0023,58926,1937.0,444892
4-02152-0133,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""65 108 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",5.74,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""66 108 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",67.03,70000.0,62.58,75084,1939,1113986.0,,59.18,"4,202,000",,0.31,1217935,4699000,103 68 ROAD,426593.0,1954,71,,4692000.0,4-02136-0013,77400,1960.0,733356
4-04591-0082,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""10 162 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",7.02,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""19 PARSONS BOULEVARD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",78.2,147700.0,56.34,58380,1971,2655707.0,,60.06,"8,800,000",,1.48,929352,3289000,23 WATERS EDGE DRIVE,938256.0,1969,60,,11550000.0,4-05865-0112,40692,1973.0,388608
4-01276-0012,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""35 77 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",8.51,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""35 73 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",48.13,17080.0,51.91,25832,1929,233144.0,,124.04,"778,000",,0.24,376174,1341000,37 80 STREET,108759.0,1931,32,,822000.0,4-01286-0027,13371,1923.0,97341
4-09714-0075,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""84 MANTON STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",6.8,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""142 PERSHING CRESCENT"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",58.21,69384.0,81.49,39000,1959,1138591.0,,71.57,"4,790,000",,0.18,695387,3178000,142 84 DRIVE,580744.0,1966,58,,4039000.0,4-09666-0040,44824,1952.0,390187
4-01223-0038,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""38 65 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",6.48,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""40 67 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",55.13,27425.0,63.61,28250,1925,399400.0,,36.42,"423,000",,0.08,498330,1797000,40 68 STREET,180557.0,1925,40,,1512000.0,4-01298-0079,30880,1927.0,246423
4-01872-0011,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""92 56 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",5.54,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""56 94 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",59.28,108120.0,52.09,107390,1964,1590806.0,,45.64,"4,884,000",,0.38,1356599,5594000,87 JUSTICE AVENUE,662238.0,1962,112,,6409000.0,4-01902-0039,100796,1964.0,801328
4-01272-0040,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""72 37 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}", ,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""35 74 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",30.42,61830.0,37.8,55000,1958,684824.0,, , ,, ,653732,2079000, ,305287.0, ,59,,1881000.0,4-01283-0048,58020,1927.0,353922
4-04981-0078,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""140 34 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",6.75,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""140 34 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",60.12,107761.0,59.28,158456,1985,1820528.0,40.775621,70.75,"5,593,000",-73.75128,0.08,2588769,9394000,139 35 AVENUE,598242.0,1967,151,1483.0,6479000.0,4-05025-0064,118746,1962.0,1177961
4-01274-0020,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""35 75 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}", ,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""34 35 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",39.6,60000.0,44.01,124600,1949,813728.0,, , ,, ,1698563,5484000, ,367757.0, ,122,,2376000.0,4-01275-0061,172362,1939.0,1213428
