dbn,ethnicity_amerindian_pct_1,teacher_ethnicity_white_pct,n_pct_core_sci_all,val_attendance_k8_all,near_pct_asian,val_chronic_absent_ems_allem,val_pct_accel_p_all,ethnicity_pacific_pct,val_hs_9gr_credits_all,val_pct_accel_try_sci_all,qr_3_1,near_pct_amerindian,ethnicity_asian_pct_dist,val_prof_pct_watn3_mthlevel2,iep,n_pct_core_mth_all,qr_1_2,val_prof_2plus_watn3_elalevel1,n_ele_core_all,val_pct_accelerated_all,val_pct_accel_sci_all,ethnicity_white_pct_dist,val_pct_accel_try_lote_all,cap_sc_pct,val_chronic_absent_ems_alleh,teacher_ethnicity_hispanic,near_pct_pacific,median_distance,principal,val_pct_accel_p_sci_all,rr_p,val_prof_2plus_watn3_mthlevel1,val_ele_core_all,enrollment,ethnicity_hispanic_pct,val_chronic_absent_ems_alleb,eni_pct_k8,gender_female_pct,near_pct_hispanic,dates_of_review,n_prof_pct_watn3_mthlevel34,n_pct_accel_try_sci_all,ethnicity_asian_pct,n_prof_pct_watn5_elalevel2,survey_pp_se,n_pct_accel_mth_all,n_interaction_k8_all,teacher_attendance,rr_s,rating_mth_grade_5_pct_rs,hra_elig_pct
05M194,0.008,0.318,No Data,0.902,0.009,No Data,No Data,0.0,No Data,No Data,Proficient,0.012,0.013,No Data,0.293,No Data,Proficient,No Data,32,No Data,No Data,0.04,No Data,0.102,0.548,No Data,0.001,0.1,MIEASIA HARRIS,No Data,76%,No Data,0.971,167,0.431,0.62,0.969,0.443,0.355,2018-05-01T00:00:00.000,8,No Data,0.012,No Data,0.57,No Data,176,0.976,,No Data,0.928
19K654,0.014,0.25,270,0.907,0.006,No Data,1,0.003,0.784,0.326,Proficient,0.007,0.058,No Data,0.338,270,Developing,No Data,No Data,0.326,0.326,0.02,0,0.145,0.602,No Data,0.003,0.3,Adonna Mcfarland,1,10%,No Data,No Data,290,0.266,0.641,0.925,0.438,0.204,2020-01-01T00:00:00.000,No Data,86,0.017,12,0.73,86,290,0.989,94%,2.07,0.848
15K015,0.004,0.647,No Data,0.915,0.03,0.688,No Data,0.003,No Data,No Data,Proficient,0.0,0.193,0,0.433,No Data,Proficient,No Data,61,No Data,No Data,0.364,No Data,0.191,0.632,0.216,0.0,0.3,PEGGY WYNS MADISON,No Data,39%,No Data,0.961,397,0.469,0.654,0.799,0.494,0.417,2019-03-01T00:00:00.000,28,No Data,0.015,No Data,0.83,No Data,393,0.98,,No Data,0.71
22K014,0.009,0.766,499,0.934,0.16,No Data,1,0.017,0.911,0.152,Proficient,0.006,0.162,No Data,0.216,499,Proficient,No Data,No Data,0.152,0.152,0.281,0,0.092,0.702,No Data,0.018,0.4,Teri Ahearn,1,28%,No Data,No Data,533,0.169,0.864,0.838,0.43,0.169,2018-12-01T00:00:00.000,No Data,171,0.15,32,0.73,171,544,0.979,95%,2.56,0.773
11X096,0.012,0.75,No Data,0.921,0.031,No Data,No Data,0.005,No Data,No Data,Proficient,0.005,0.082,0.135,0.216,No Data,Proficient,0.028,142,No Data,No Data,0.061,No Data,0.053,0.68,0.132,0.002,0.2,MARTA GARCIA,No Data,55%,0.061,0.987,848,0.651,0.671,0.833,0.485,0.637,2017-11-01T00:00:00.000,58,No Data,0.026,No Data,0.82,No Data,846,0.977,,No Data,0.754
16K025,0.011,No Data,No Data,0.896,0.01,No Data,No Data,0.045,No Data,No Data,No Data,0.015,0.008,No Data,0.182,No Data,Proficient,No Data,11,No Data,No Data,0.03,No Data,0.015,0.615,0,0.012,0.2,Anita Coley,No Data,62%,No Data,No Data,66,0.348,0.559,0.93,0.394,0.361,2015-11-12T00:00:00.000,8,No Data,0.0,No Data,0.97,No Data,58,0.98,,No Data,0.894
22K234,0.009,0.681,1537,0.938,0.273,No Data,1,0.005,0.953,0.323,Well Developed,0.012,0.162,No Data,0.144,1537,Proficient,No Data,No Data,0.323,0.323,0.281,0.323,0.046,0.793,0.101,0.004,0.5,Tami Flynn,1,35%,No Data,No Data,1557,0.147,0.765,0.646,0.514,0.184,2019-04-01T00:00:00.000,No Data,557,0.259,142,0.64,557,1563,0.982,87%,3.21,0.561
27Q210,0.036,0.583,1725,0.933,0.34,No Data,0.303,0.014,0.953,0.25,Proficient,0.031,0.291,No Data,0.173,1725,Developing,No Data,No Data,0.298,0.25,0.064,0.983,0.061,0.757,0.136,0.013,0.7,BONNIE BUTCHER,1,6%,No Data,No Data,1808,0.592,0.606,0.768,0.467,0.506,2018-03-01T00:00:00.000,No Data,593,0.279,140,0.53,593,1804,0.977,0%,2.91,0.7
10X009,0.007,0.348,No Data,0.911,0.005,No Data,No Data,0.001,No Data,No Data,Proficient,0.005,0.037,0.114,0.227,No Data,Proficient,0.143,112,No Data,No Data,0.053,No Data,0.078,0.664,0.333,0.002,0.2,JACQUELINE BAILEY,No Data,46%,0.273,0.963,744,0.816,0.681,0.953,0.526,0.773,2017-02-01T00:00:00.000,40,No Data,0.017,No Data,0.78,No Data,741,0.981,,No Data,0.888
21K090,0.008,0.6,No Data,0.907,0.14,No Data,No Data,0.004,No Data,No Data,Proficient,0.008,0.277,0.111,0.173,No Data,Proficient,0.043,91,No Data,No Data,0.375,No Data,0.004,0.713,0.091,0.005,0.3,GRETA HAWKINS,No Data,59%,0.083,0.927,525,0.541,0.615,0.892,0.488,0.637,2020-02-01T00:00:00.000,27,No Data,0.118,No Data,0.83,No Data,518,0.983,,No Data,0.821
09X274,0.005,0.381,No Data,0.876,0.0,No Data,No Data,0.0,No Data,No Data,Proficient,0.007,0.008,0.107,0.304,No Data,Proficient,0.125,88,No Data,No Data,0.013,No Data,0.139,0.465,0.302,0.0,0.1,Pepe Gutierrez,No Data,4%,0.079,0.988,569,0.612,0.544,0.976,0.475,0.45,2019-03-01T00:00:00.000,17,No Data,0.0,No Data,0.6,No Data,580,0.973,,No Data,0.928
29Q136,0.042,0.211,No Data,0.921,0.035,No Data,No Data,0.004,No Data,No Data,Proficient,0.017,0.186,0.158,0.158,No Data,Proficient,No Data,100,No Data,No Data,0.018,No Data,0.078,0.648,No Data,0.003,0.4,TANYA WALKER,No Data,1%,No Data,0.928,474,0.097,0.733,0.697,0.489,0.069,2018-01-01T00:00:00.000,42,No Data,0.034,No Data,0.81,No Data,491,0.975,,No Data,0.641
24Q019,0.006,0.644,No Data,0.957,0.042,No Data,No Data,0.001,No Data,No Data,Proficient,0.003,0.185,0.196,0.223,No Data,Developing,0.102,281,No Data,No Data,0.1,No Data,0.087,0.888,0.281,0.002,0.3,GENIE CALIBAR,No Data,90%,0.152,0.984,1774,0.939,No Data,0.874,0.485,0.941,2019-04-01T00:00:00.000,135,No Data,0.052,No Data,0.82,No Data,1772,0.973,,No Data,0.813
03M243,0.009,0.643,180,0.971,0.085,No Data,0,0.0,1,0,Proficient,0.005,0.052,No Data,0.206,180,Proficient,No Data,No Data,0,0,0.33,1,0.0,0.941,No Data,0.002,1.1,ELAINE SCHWARTZ,No Data,82%,No Data,No Data,247,0.202,0.976,0.219,0.514,0.249,2018-01-01T00:00:00.000,No Data,57,0.077,7,0.89,57,250,0.992,24%,3.59,0.113
14K017,0.006,0.774,No Data,0.919,0.033,No Data,No Data,0.0,No Data,No Data,Proficient,0.001,0.037,No Data,0.337,No Data,Proficient,No Data,39,No Data,No Data,0.223,No Data,0.131,0.709,No Data,0.003,0.4,ROBERT MARCHI,No Data,76%,No Data,0.994,267,0.801,0.556,0.781,0.491,0.593,2018-12-01T00:00:00.000,21,No Data,0.004,No Data,0.89,No Data,267,0.971,,No Data,0.727
03M199,0.004,0.811,No Data,0.958,0.19,1,No Data,0.001,No Data,No Data,Proficient,0.002,0.065,No Data,0.2,No Data,Well Developed,No Data,113,No Data,No Data,0.378,No Data,0.011,0.84,No Data,0.004,0.2,Louise Xerri,No Data,27%,No Data,1,761,0.092,0.842,0.133,0.514,0.051,2019-03-01T00:00:00.000,115,No Data,0.155,No Data,0.9,No Data,772,0.97,,No Data,0.079
02M001,0.003,0.2,No Data,0.943,0.789,No Data,No Data,0.0,No Data,No Data,Developing,0.0,0.265,No Data,0.328,No Data,Developing,No Data,48,No Data,No Data,0.445,No Data,0.035,0.646,No Data,0.001,0.2,AMY HOM,No Data,39%,No Data,1,229,0.262,0.712,0.822,0.459,0.101,2018-10-01T00:00:00.000,34,No Data,0.463,No Data,0.65,No Data,236,0.985,,No Data,0.747
28Q175,0.038,0.712,No Data,0.936,0.274,0.88,No Data,0.001,No Data,No Data,Proficient,0.002,0.283,0.381,0.15,No Data,Proficient,No Data,119,No Data,No Data,0.171,No Data,0.027,0.742,No Data,0.0,0.2,Patricia Cooper,No Data,36%,0.222,0.979,741,0.13,No Data,0.515,0.463,0.135,2018-03-01T00:00:00.000,74,No Data,0.244,No Data,0.93,No Data,749,0.978,,No Data,0.399
07X157,0.01,0.529,No Data,0.89,0.003,No Data,No Data,0.0,No Data,No Data,Proficient,0.03,0.004,0.074,0.243,No Data,Proficient,0.063,80,No Data,No Data,0.014,No Data,0.085,0.553,0.314,0.0,0.2,RAMONA DURAN,No Data,34%,0.278,0.918,543,0.661,0.578,0.92,0.488,0.606,2018-10-01T00:00:00.000,25,No Data,0.0,No Data,0.8,No Data,539,0.983,,No Data,0.864
19K171,0.014,0.258,362,0.935,0.08,No Data,0,0.003,0.893,0,Proficient,0.03,0.058,No Data,0.177,362,Developing,No Data,No Data,0,0,0.02,0.496,0.101,0.8,0.387,0.011,0.3,Indira Mota,No Data,59%,No Data,No Data,385,0.81,0.7,0.879,0.421,0.762,2017-02-01T00:00:00.000,No Data,135,0.081,46,0.74,135,374,0.975,85%,2.42,0.808
10X003,0.007,0.552,103,0.927,0.007,No Data,0,0.0,1,0,Proficient,0.009,0.037,No Data,0.249,103,Proficient,No Data,No Data,0,0,0.046,0,0.078,0.7,0.207,0.001,0.4,DENISE BROWN,No Data,32%,No Data,No Data,293,0.7,0.897,0.913,0.553,0.682,2018-10-01T00:00:00.000,No Data,28,0.0,8,0.56,28,298,0.973,92%,No Data,0.809
