manhattan_cooperatives_comparable_properties_address,borough,comparable_rental_2_gross_income_per_sqft,postcode,comparable_rental_2_building_classification,comparable_rental_1_neighborhood,comparable_rental_1_boro_block_lot,manhattan_cooperatives_comparable_properties_est_gross_income,longitude,comparable_rental_1_address,comparable_rental_1_est_gross_income,community_council,comparable_rental_1_year_built,bbl,manhattan_cooperatives_comparable_properties_total_units
"{'latitude': '40.7825748276', 'longitude': '-73.95556468404', 'human_address': '{""address"": ""1112 PARK AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,29.9,10128.0,D6-ELEVATOR,UPPER EAST SIDE (79-96),1-01526-0021,3729078,-73.955838,"{'latitude': '40.774211132727', 'longitude': '-73.954404558622', 'human_address': '{""address"": ""1543 2 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2834203,4.0,1959,1015010040.0,45
"{'latitude': '40.765991329379', 'longitude': '-73.979711480527', 'human_address': '{""address"": ""911 7 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,41.5,10019.0,D5-ELEVATOR,MIDTOWN WEST,1-01036-0029,3984354,-73.979723,"{'latitude': '40.759354332803', 'longitude': '-73.988237053365', 'human_address': '{""address"": ""717 8 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",4851850,4.0,1966,1010100061.0,77
"{'latitude': '40.724163861797', 'longitude': '-73.993561039778', 'human_address': '{""address"": ""268 ELIZABETH STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,30.5,10012.0,C7-WALK-UP,LITTLE ITALY,1-00470-0019,203450,-73.99365,"{'latitude': '40.719451414363', 'longitude': '-73.995413643159', 'human_address': '{""address"": ""125 ELIZABETH STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",199248,1.0,1900,1005070021.0,12
"{'latitude': '40.608682215808', 'longitude': '-74.006156796499', 'human_address': '{""address"": ""22 14 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,39.4,,D7-ELEVATOR,CHELSEA,1-00775-0046,5800000,,"{'latitude': '40.59958962956', 'longitude': '-74.001145007378', 'human_address': '{""address"": ""220 26 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",5487000,,2000,,186
"{'latitude': '40.827891664656', 'longitude': '-73.939511785817', 'human_address': '{""address"": ""214 BRADHURST AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,16.7,10039.0,C1-WALK-UP,HARLEM-CENTRAL,1-02036-0005,260175,-73.939512,"{'latitude': '40.826137986699', 'longitude': '-73.938855280736', 'human_address': '{""address"": ""28 MACOMBS PLACE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",264503,9.0,1920,1020460050.0,24
"{'latitude': '40.788366461468', 'longitude': '-73.955393812855', 'human_address': '{""address"": ""1158 5 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,30.2,10029.0,D9-ELEVATOR,UPPER EAST SIDE (79-96),1-01558-0040,4576896,-73.954993,"{'latitude': '40.616400619211', 'longitude': '-74.033756453686', 'human_address': '{""address"": ""306 96 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",3651360,4.0,1962,1016020069.0,58
"{'latitude': '40.82094085139', 'longitude': '-73.955039238853', 'human_address': '{""address"": ""614 136 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,17.05,,C1-WALK-UP,HARLEM-WEST,1-01988-0037,358908,,"{'latitude': '40.818941397967', 'longitude': '-73.952388117551', 'human_address': '{""address"": ""502 135 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",352754,,1910,,20
"{'latitude': '40.624023843253', 'longitude': '-74.040040073736', 'human_address': '{""address"": ""20 88 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,40.4,,D1-ELEVATOR,UPPER EAST SIDE (79-96),1-01519-0028,389805,,"{'latitude': '40.790539787449', 'longitude': '-73.973798804736', 'human_address': '{""address"": ""165 90 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",385990,,1910,,18
"{'latitude': '40.623165529041', 'longitude': '-74.033310015681', 'human_address': '{""address"": ""220 87 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,41.9,,D1-ELEVATOR,UPPER EAST SIDE (59-79),1-01429-0037,836200,,"{'latitude': '40.63192020894', 'longitude': '-74.029840897603', 'human_address': '{""address"": ""222 75 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",760171,,1930,,44
"{'latitude': '40.729047180416', 'longitude': '-73.988722687261', 'human_address': '{""address"": ""19 ST MARK\'S PLACE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,35.3,10003.0,D9-ELEVATOR,ALPHABET CITY,1-00402-0045,1002720,-73.988783,"{'latitude': '40.667623297787', 'longitude': '-73.977772894565', 'human_address': '{""address"": ""539 6 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",763000,2.0,1900,1004640048.0,30
"{'latitude': '40.631733628639', 'longitude': '-74.032055836684', 'human_address': '{""address"": ""151 76 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,38.4,,D6-ELEVATOR,UPPER EAST SIDE (79-96),1-01527-0028,6006495,,"{'latitude': '40.775119447977', 'longitude': '-73.953748053541', 'human_address': '{""address"": ""1571 2 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",4814679,,1963,,121
"{'latitude': '40.651271859333', 'longitude': '-74.009901335819', 'human_address': '{""address"": ""323 43 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,39.1,,C4-WALK-UP,MIDTOWN WEST,1-01039-0053,314655,,"{'latitude': '40.647738430725', 'longitude': '-74.013220174163', 'human_address': '{""address"": ""334 49 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",324957,,1920,,16
"{'latitude': '40.625639541565', 'longitude': '-74.02982700306', 'human_address': '{""address"": ""311 83 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,37.4,,D3-ELEVATOR,UPPER EAST SIDE (79-96),1-01579-0002,688500,,"{'latitude': '40.773527647985', 'longitude': '-73.948873728142', 'human_address': '{""address"": ""1556 YORK AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",897828,,1920,,16
"{'latitude': '40.786810634358', 'longitude': '-73.954476504385', 'human_address': '{""address"": ""1356 MADISON AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,41.9,10128.0,D1-ELEVATOR,UPPER EAST SIDE (59-79),1-01429-0037,836200,-73.954561,"{'latitude': '40.63192020894', 'longitude': '-74.029840897603', 'human_address': '{""address"": ""222 75 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",760171,4.0,1930,1015070016.0,12
"{'latitude': '40.788051698758', 'longitude': '-73.955618643362', 'human_address': '{""address"": ""1150 5 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,37.9,10128.0,D6-ELEVATOR,UPPER EAST SIDE (79-96),1-01516-0013,4755101,-73.955329,"{'latitude': '40.780344508967', 'longitude': '-73.95493515862', 'human_address': '{""address"": ""1290 LEXINGTON AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",4670380,4.0,1962,1016020001.0,77
"{'latitude': '40.813061844393', 'longitude': '-73.960358070456', 'human_address': '{""address"": ""3115 BROADWAY"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,18.16,10027.0,C1-WALK-UP,MORNINGSIDE HEIGHTS,1-01962-0005,412647,-73.960327,"{'latitude': '40.807590444347', 'longitude': '-73.958778092487', 'human_address': '{""address"": ""421 118 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",401125,7.0,1926,1019930021.0,36
"{'latitude': '40.626340939868', 'longitude': '-74.029618520472', 'human_address': '{""address"": ""307 82 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,36.3,,C5-WALK-UP,UPPER WEST SIDE (79-96),1-01245-0046,245616,,"{'latitude': '40.787269288593', 'longitude': '-73.981186368655', 'human_address': '{""address"": ""104 RIVERSIDE DRIVE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",262228,,1910,,11
"{'latitude': '40.725692709246', 'longitude': '-74.001933727871', 'human_address': '{""address"": ""105 THOMPSON STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,35.6,10012.0,C4-WALK-UP,SOHO,1-00503-0045,387450,-74.002028,"{'latitude': '40.725162109249', 'longitude': '-74.003228751593', 'human_address': '{""address"": ""195 SPRING STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",674908,3.0,1900,1005030027.0,26
"{'latitude': '40.718785916061', 'longitude': '-73.986186599138', 'human_address': '{""address"": ""110 SUFFOLK STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,31.7,10002.0,C4-WALK-UP,LOWER EAST SIDE,1-00420-0043,364125,-73.986144,"{'latitude': '40.720359729613', 'longitude': '-73.991825348262', 'human_address': '{""address"": ""146 FORSYTH STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",329000,1.0,1910,1003480007.0,14
"{'latitude': '40.759983858224', 'longitude': '-73.971779460228', 'human_address': '{""address"": ""407 PARK AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,36.0,10022.0,D6-ELEVATOR,MURRAY HILL,1-00889-0068,3800000,-73.971996,"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""120 34 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",10714000,4.0,1962,1013090072.0,151
"{'latitude': '40.762087576256', 'longitude': '-73.990018055234', 'human_address': '{""address"": ""695 9 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,35.5,10036.0,C4-WALK-UP,CLINTON,1-01053-0037,594300,-73.990019,"{'latitude': '40.649686448185', 'longitude': '-74.008900575085', 'human_address': '{""address"": ""404 44 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",886483,3.0,1901,1010570035.0,24
"{'latitude': '40.634173254351', 'longitude': '-74.036136150385', 'human_address': '{""address"": ""16 74 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,37.9,,D5-ELEVATOR,UPPER WEST SIDE (59-79),1-01120-0038,508700,,"{'latitude': '40.63960707412', 'longitude': '-74.035235066406', 'human_address': '{""address"": ""12 68 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",705102,,1900,,12
"{'latitude': '40.731439377014', 'longitude': '-74.010324402404', 'human_address': '{""address"": ""371 WEST STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,25.2,10014.0,C1-WALK-UP,CHELSEA,1-00765-0001,4800000,-74.010446,"{'latitude': '40.740756353237', 'longitude': '-74.001771849906', 'human_address': '{""address"": ""102 8 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2643000,3.0,1905,1006030001.0,184
"{'latitude': '40.626740943858', 'longitude': '-74.034753822642', 'human_address': '{""address"": ""128 83 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,45.6,,C7-WALK-UP,UPPER EAST SIDE (79-96),1-01527-0013,435805,,"{'latitude': '40.627589188284', 'longitude': '-74.031495824769', 'human_address': '{""address"": ""227 81 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",435714,,1910,,20
"{'latitude': '40.76846446496', 'longitude': '-73.969962829729', 'human_address': '{""address"": ""845 5 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,37.3,10065.0,D3-ELEVATOR,UPPER EAST SIDE (59-79),1-01431-0016,3684681,-73.969992,"{'latitude': '40.631221459132', 'longitude': '-74.029897000109', 'human_address': '{""address"": ""231 76 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1892995,4.0,1938,1013800069.0,17
"{'latitude': '40.624253804375', 'longitude': '-74.024565323246', 'human_address': '{""address"": ""505 82 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,32.4,,D9-ELEVATOR,UPPER EAST SIDE (79-96),1-01578-0023,1525760,,"{'latitude': '40.563563892848', 'longitude': '-74.178784522149', 'human_address': '{""address"": ""40 END AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1108062,,1920,,54
"{'latitude': '40.666591138604', 'longitude': '-73.991357948135', 'human_address': '{""address"": ""155 15 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,33.2,,D1-ELEVATOR,CHELSEA,1-00775-0009,1620000,,"{'latitude': '40.599395932882', 'longitude': '-74.002409502923', 'human_address': '{""address"": ""245 25 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1237000,,1938,,40
"{'latitude': '40.80590324104', 'longitude': '-73.942614446818', 'human_address': '{""address"": ""2000 5 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,18.05,10035.0,D9-ELEVATOR,HARLEM-CENTRAL,1-01749-0016,416707,-73.942689,"{'latitude': '40.806128151692', 'longitude': '-73.943572628577', 'human_address': '{""address"": ""25 124 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",467295,9.0,1915,1017220033.0,26
"{'latitude': '40.781207858115', 'longitude': '-73.956284141664', 'human_address': '{""address"": ""1075 PARK AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,,10128.0,,UPPER EAST SIDE (79-96),1-01511-0033,5059758,-73.956345,"{'latitude': '40.776576349664', 'longitude': '-73.955609650142', 'human_address': '{""address"": ""1450 3 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",3908339,4.0,1961,1015160069.0,59
"{'latitude': '40.723858092307', 'longitude': '-73.988039202518', 'human_address': '{""address"": ""29 1 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,30.7,10003.0,D9-ELEVATOR,EAST VILLAGE,1-00447-0051,746625,-73.988084,"{'latitude': '40.671802081381', 'longitude': '-73.984660948409', 'human_address': '{""address"": ""313 5 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",764000,2.0,1940,1004430030.0,24
"{'latitude': '40.64550669812', 'longitude': '-74.021504471797', 'human_address': '{""address"": ""153 57 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,32.6,,D6-ELEVATOR,MIDTOWN EAST,1-01343-0049,4346912,,"{'latitude': '40.75528040401', 'longitude': '-73.968227138213', 'human_address': '{""address"": ""956 2 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",4084145,,1959,,191
"{'latitude': '40.624264243791', 'longitude': '-74.03430930689', 'human_address': '{""address"": ""151 86 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,22.94,,D6-ELEVATOR,UPPER WEST SIDE (79-96),1-01239-0044,1839344,,"{'latitude': '40.791855830942', 'longitude': '-73.973695016151', 'human_address': '{""address"": ""2476 BROADWAY"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1923124,,1920,,28
"{'latitude': '40.648302671539', 'longitude': '-74.009627705579', 'human_address': '{""address"": ""424 46 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,39.4,,C4-WALK-UP,CLINTON,1-01053-0012,265050,,"{'latitude': '40.649745745118', 'longitude': '-74.007375750848', 'human_address': '{""address"": ""447 43 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",406485,,1920,,20
"{'latitude': '40.790555202891', 'longitude': '-73.973835354253', 'human_address': '{""address"": ""167 90 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,44.4,,D5-ELEVATOR,UPPER EAST SIDE (59-79),1-01431-0029,427999,,"{'latitude': '40.630308797749', 'longitude': '-74.029695224817', 'human_address': '{""address"": ""250 77 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",465682,,1910,,15
"{'latitude': '40.659236416005', 'longitude': '-73.999034826527', 'human_address': '{""address"": ""200 27 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,41.4,,D6-ELEVATOR,GRAMERCY,1-00896-0048,7699560,,"{'latitude': '40.733804593951', 'longitude': '-73.986816124558', 'human_address': '{""address"": ""135 3 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",5587778,,1962,,284
"{'latitude': '40.859826589916', 'longitude': '-73.926966243508', 'human_address': '{""address"": ""99 HILLSIDE AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,12.78,10040.0,D7-ELEVATOR,WASHINGTON HEIGHTS UPPER,1-02180-0340,2901600,-73.927036,"{'latitude': '40.855267027228', 'longitude': '-73.93437665703', 'human_address': '{""address"": ""150 BENNETT AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2286451,10.0,1941,1021700140.0,205
"{'latitude': '40.776477424241', 'longitude': '-73.959746531476', 'human_address': '{""address"": ""925 PARK AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,39.0,10028.0,D6-ELEVATOR,UPPER EAST SIDE (59-79),1-01415-0021,3189311,-73.959854,"{'latitude': '40.761566664995', 'longitude': '-73.963640595863', 'human_address': '{""address"": ""1143 2 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2969207,4.0,1940,1015090001.0,32
"{'latitude': '40.766998570052', 'longitude': '-73.986393443205', 'human_address': '{""address"": ""857 9 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,38.9,10019.0,C7-WALK-UP,CLINTON,1-01055-0029,526140,-73.986343,"{'latitude': '40.76047848534', 'longitude': '-73.991132870299', 'human_address': '{""address"": ""643 9 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",729807,3.0,1910,1010650034.0,25
"{'latitude': '40.64475572694', 'longitude': '-74.015714026156', 'human_address': '{""address"": ""357 54 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,27.9,,C4-WALK-UP,MIDTOWN WEST,1-01039-0053,255360,,"{'latitude': '40.647738430725', 'longitude': '-74.013220174163', 'human_address': '{""address"": ""334 49 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",324957,,1920,,20
"{'latitude': '40.600112302152', 'longitude': '-73.996996689419', 'human_address': '{""address"": ""114 29 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,34.1,,D1-ELEVATOR,GRAMERCY,1-00882-0021,2440000,,"{'latitude': '40.741664668487', 'longitude': '-73.98319185678', 'human_address': '{""address"": ""88 LEXINGTON AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",5181000,,1927,,46
"{'latitude': '40.849475393359', 'longitude': '-73.935240006178', 'human_address': '{""address"": ""145 WADSWORTH AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,14.51,10033.0,C1-WALK-UP,WASHINGTON HEIGHTS UPPER,1-02174-0086,182490,-73.935252,"{'latitude': '40.860824837369', 'longitude': '-73.926849331645', 'human_address': '{""address"": ""114 NAGLE AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",218360,10.0,1914,1021620052.0,15
"{'latitude': '40.6086986512', 'longitude': '-74.007362032866', 'human_address': '{""address"": ""43 13 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,36.7,,D1-ELEVATOR,GREENWICH VILLAGE-WEST,1-00624-0041,1600000,,"{'latitude': '40.667009101385', 'longitude': '-73.987146843593', 'human_address': '{""address"": ""300 12 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1263000,,1920,,16
"{'latitude': '40.775892864922', 'longitude': '-73.964539917893', 'human_address': '{""address"": ""962 5 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,,10075.0,,UPPER EAST SIDE (59-79),1-01463-0021,7896091,-73.96453,"{'latitude': '40.764597380234', 'longitude': '-73.955384819634', 'human_address': '{""address"": ""1273 YORK AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",5682659,4.0,1957,1013920001.0,68
"{'latitude': '40.737887515964', 'longitude': '-74.006475304119', 'human_address': '{""address"": ""812 GREENWICH STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,37.9,10014.0,D3-ELEVATOR,GREENWICH VILLAGE-WEST,1-00592-0062,1100000,-74.006484,"{'latitude': '40.733202048191', 'longitude': '-74.000629710928', 'human_address': '{""address"": ""140 WAVERLY PLACE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",457000,3.0,1930,1006410052.0,14
"{'latitude': '40.73755389777', 'longitude': '-73.986004154565', 'human_address': '{""address"": ""31 GRAMERCY PARK"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,39.4,10003.0,C4-WALK-UP,CHELSEA,1-00745-0049,270000,-73.984646,"{'latitude': '40.659113903277', 'longitude': '-73.991295168789', 'human_address': '{""address"": ""320 22 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",311000,2.0,1900,1008750048.0,11
"{'latitude': '40.767031487693', 'longitude': '-73.979343638655', 'human_address': '{""address"": ""211 CENTRAL PARK"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,32.9,10000.0,D9-ELEVATOR,UPPER EAST SIDE (79-96),1-01497-0009,17417777,-73.965126,"{'latitude': '40.780542359813', 'longitude': '-73.959045060294', 'human_address': '{""address"": ""1150 MADISON AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",14568575,6.0,1923,1011110001.0,193
"{'latitude': '40.62565827029', 'longitude': '-74.040174383168', 'human_address': '{""address"": ""11 86 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,29.9,,D6-ELEVATOR,UPPER EAST SIDE (79-96),1-01526-0021,3666760,,"{'latitude': '40.774211132727', 'longitude': '-73.954404558622', 'human_address': '{""address"": ""1543 2 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2834203,,1959,,56
"{'latitude': '40.661607750951', 'longitude': '-73.989371932363', 'human_address': '{""address"": ""310 18 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,,,,CHELSEA,1-00744-0041,290000,,"{'latitude': '40.743787068476', 'longitude': '-73.999586497374', 'human_address': '{""address"": ""207 8 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",429000,,1900,,17
"{'latitude': '40.777214868305', 'longitude': '-73.963559656881', 'human_address': '{""address"": ""980 5 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,35.2,10075.0,D7-ELEVATOR,UPPER EAST SIDE (79-96),1-01527-0045,6691641,-73.963211,"{'latitude': '40.627003215483', 'longitude': '-74.032646922418', 'human_address': '{""address"": ""200 82 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",9538478,4.0,1980,1014910001.0,46
