avoided_emissions_onsite,data_center_ups_output_meter,multifamily_housing_number_4,financial_office_number_of_1,energy_power_station_gross,fuel_oil_2_use_kbtu,third_party_certification_1,data_center_it_site_energy,hotel_percent_that_can_be,non_refrigerated_warehouse,convenience_store_with_gas,water_use_all_water_sources,courthouse_gross_floor_area,count_of_buildings,data_quality_checker_run,national_median_energy_star,office_number_of_workers,temporary_values,mailing_center_post_office,senior_care_community_living,supermarket_grocery_number,wholesale_club_supercenter,latitude,data_center_pdu_input_meter,multifamily_housing_number_5,avoided_emissions_offsite,retail_store_open_or_closed,address_2,water_current_date,percent_of_recs_retained,energy_star_certification,retail_store_walk_in,alert_property_has_no_uses,multifamily_housing_number_6,office_computer_density_number,electricity_use_generated,third_party_certification_2,municipally_supplied_potable,hospital_general_medical_10,_3rd_largest_property_use_1,convenience_store_with_gas_1,retail_store_gross_floor,source_energy_use_adjusted,restaurant_weekly_operating,laboratory_gross_floor_area,hotel_room_density_number,office_number_of_computers,repair_services_vehicle_shoe,financial_office_number_of,city,multifamily_housing_gross,estimated_data_flag_1,property_gfa_calculated_2,leed_us_project_id,multifamily_housing_number_1,multifamily_housing_percent_1,_2nd_largest_property_use,propane_use_kbtu,multifamily_housing_number_3,estimated_values_water,green_power_offsite_kwh,weather_normalized_site_energy,third_party_certification,alert_individual_monthly,nyc_building_identification,hospital_general_medical_9,borough,default_values,primary_property_type_self,data_center_ups_system,alert_meter_has_less_than,hospital_general_medical_4,financial_office_gross_floor,property_name-hospital_general_medical_17
Not Available,Not Available,Not Available,10,Not Available,Not Available,Not Available,Not Available,Not Available,5700,Not Available,0,Not Available,,Yes,50,Not Available,Yes,Not Available,Not Available,0.25,Not Available,40.674635,Not Available,Not Available,0,0.32,Not Available,12/31/2016,Not Available,Not Available,0,Ok,Not Available,Not Available,Not Available,Not Available,0,Not Available,10000,Not Available,25000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8,Brooklyn,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Supermarket/Grocery Store,Not Available,Not Available,No,0,637682.7,Not Available,Ok,3329546;3809539;3835581,Not Available,BROOKLYN,Yes,Mixed Use Property,Not Available,Ok,Not Available,10000,Alwayne Construction Corp-Not Available
Not Available,Not Available,84,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4225,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.766347,Not Available,1.24264,0,Not Available,Not Available,12/31/2016,Not Available,Not Available,Not Available,Ok,0,Not Available,Not Available,Not Available,Not Available,Not Available,1500,Not Available,Not Available,10254756.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Queens,67598,Not Available,11556,Not Available,Not Available,100,Parking,Not Available,1.50892,No,0,5830369.1,Not Available,Ok,4312870,Not Available,QUEENS,No,Multifamily Housing,Not Available,Ok,Not Available,Not Available,Royale Tower - 147-20 35th Avenue-Not Available
Not Available,Not Available,0,Not Available,Not Available,10651764.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.750792,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,22211113,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Queens,121968,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,1.58238,No,0,15898534.8,Not Available,Ok,4453481;4453475;4453494;4453485;4453463;4453459;4453500;4453501;4453509,Not Available,QUEENS,No,Multifamily Housing,Not Available,Ok,Not Available,Not Available,Parkwood Estates 2-Not Available
Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3170.8,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.829416,Not Available,0,0,Not Available,Not Available,12/31/2016,Not Available,Not Available,Not Available,Ok,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10444962,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Bronx,74966,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,1.4,No,0,Not Available,Not Available,Possible Issue,2091982,Not Available,BRONX,Yes,Multifamily Housing,Not Available,Ok,Not Available,Not Available,Parrocks Assoc-Not Available
Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,No,50,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,,Not Available,0,0,Not Available,Not Available,12/31/2015,Not Available,Not Available,Not Available,Ok,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,19382538.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Queens,120700,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,1.4,No,0,14014530.1,Not Available,Ok,4434837;4434830;4434831;4434832;4434833;4434834;4434835;4434836;4434840;4434838,Not Available,,Yes,Multifamily Housing,Not Available,Possible Issue,Not Available,Not Available,Cross Bay Co-op Corp-Not Available
Not Available,Not Available,0,Not Available,Not Available,317400,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.627189,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6580133.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Brooklyn,50400,Not Available,Not Available,Not Available,0,100,Not Available,Not Available,1.38889,Unable to Check (not enough data),0,5345049.7,Not Available,Ok,3179804,Not Available,BROOKLYN,No,Multifamily Housing,Not Available,Ok,Not Available,Not Available,1430 Ocean Avenue-Not Available
Not Available,Not Available,34,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2810.2,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.751473,Not Available,0.53968,0,Not Available,Not Available,12/31/2016,Not Available,Not Available,Not Available,Ok,42,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10705775.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,New York,63000,Not Available,Not Available,Not Available,2,90,Not Available,Not Available,1.74603,No,0,Not Available,Not Available,Possible Issue,1038771,Not Available,MANHATTAN,No,Multifamily Housing,Not Available,Ok,Not Available,Not Available,ABC REALTY 321 EAST 45TH ST-Not Available
Not Available,Not Available,1511,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,17.0,Yes,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.786135,Not Available,1.07591,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,108462375,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,1404388,Not Available,Not Available,Not Available,Not Available,90,Not Available,Not Available,2.31916,Unable to Check (not enough data),0,116053983.5,Not Available,Ok,1074265;1079202;1079203;1080680;1080681;1080682;1080683;1082342;1082343;1082344;1082345;1083456;1083457;1083461;1083462;1083464;1813126,Not Available,MANHATTAN,No,Multifamily Housing,Not Available,Ok,Not Available,Not Available,WASHINGTON-Not Available
Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,21608.8,Not Available,,Yes,50,300,No,Not Available,Not Available,Not Available,Not Available,40.775674,0,Not Available,0,Not Available,Not Available,12/31/2016,Not Available,Not Available,Not Available,Ok,Not Available,1.08018,Not Available,Not Available,21608.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,290,Not Available,Not Available,New York,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Data Center,Not Available,Not Available,No,0,31447890.8,Not Available,Ok,1083025,Not Available,MANHATTAN,No,Office,Not Available,Ok,Not Available,Not Available,ABC 125 West End Avenue-Not Available
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1435.6,Not Available,,Yes,50,139.44,No,Not Available,Not Available,Not Available,Not Available,40.744829,Not Available,Not Available,0,0,Not Available,02/28/2017,Not Available,Not Available,0,Ok,Not Available,2,Not Available,Not Available,1435.6,Not Available,Not Available,Not Available,6000,Not Available,Not Available,Not Available,Not Available,121.25,Not Available,Not Available,New York,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Retail Store,Not Available,Not Available,No,0,2900236.4,Not Available,Not Available,1015664,Not Available,MANHATTAN,Yes,Office,Not Available,Not Available,Not Available,Not Available,"34 West 27th Street, New York-Not Available"
Not Available,Not Available,0,Not Available,Not Available,1521433.1,Not Available,Not Available,Not Available,Not Available,Not Available,3227.8,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.76019,Not Available,0,0,Not Available,Not Available,12/31/2016,Not Available,Not Available,Not Available,Ok,25,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4213067.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Queens,72901,Not Available,5000,Not Available,0,100,Parking,Not Available,1.15225,No,0,Not Available,Not Available,Possible Issue,4113660,Not Available,QUEENS,No,Multifamily Housing,Not Available,Ok,Not Available,Not Available,Total Management 143-43 41st Ave-Not Available
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,,No,50,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,40.7096,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10558385.9,Not Available,Not Available,4.76364,Not Available,Not Available,Not Available,New York,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Unable to Check (not enough data),0,6772373,Not Available,Ok,10001088,Not Available,MANHATTAN,Yes,Hotel,Not Available,Ok,Not Available,Not Available,Inn On Broadway-Not Available
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81497.3,Not Available,2088.7,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.722495,Not Available,Not Available,0,Not Available,Not Available,05/31/2017,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3144075.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Brooklyn,Not Available,Not Available,15000,Not Available,Not Available,Not Available,Parking,Not Available,Not Available,No,0,3507431.2,Not Available,Ok,2791924,Not Available,BROOKLYN,No,Non-Refrigerated Warehouse,Not Available,Ok,Not Available,Not Available,1 NASSAU-Not Available
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8468.5,Not Available,,Yes,50,2344,No,Not Available,Not Available,Not Available,Not Available,40.765298,Not Available,Not Available,0,Not Available,Not Available,02/28/2017,Not Available,Not Available,Not Available,Ok,Not Available,3.81568,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,140101200.2,Not Available,Not Available,Not Available,2344,Not Available,Not Available,New York,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,50884357.7,Not Available,Not Available,1024876,Not Available,MANHATTAN,No,Office,Not Available,Not Available,Not Available,Not Available,Random House NY 1745 Broadway-Not Available
Not Available,Not Available,0,Not Available,Not Available,822590.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,No,50,Not Available,No,Not Available,1.584,Not Available,Not Available,,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Brooklyn,15164,Not Available,Not Available,Not Available,Not Available,Not Available,Senior Care Community,Not Available,1.4,Unable to Check (not enough data),0,Not Available,Not Available,Possible Issue,3328774,Not Available,,Yes,Senior Care Community,Not Available,Ok,Not Available,Not Available,1250 67th Street and 1270 67th Street Norwegian Christian Home-Not Available
Not Available,Not Available,29,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.743287,Not Available,0.67071,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5420321.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,New York,43238,Not Available,Not Available,Not Available,29,100,Not Available,Not Available,1.34141,Unable to Check (not enough data),0,2888925.9,Not Available,Ok,1088888,Not Available,MANHATTAN,No,Multifamily Housing,Not Available,Ok,Not Available,Not Available,Halstead - 124 West 23rd Street-Not Available
