dbn,p_q4d_5,p_q5a,p_q2d_5,p_q1_7,p_q4c_3,p_q3c_4,p_q8e_2,p_q8b_4,p_q2i_5,p_q12ad,n_t,p_q4b_2,p_q4e_2,p_q11e_3,p_q11c_2,p_q11c,p_q11a,p_q2f_1,p_q9_10,p_q3d_2,p_q2e_4,p_q6_3,p_q7c_5,p_q8c_3,p_q8c_4,p_q8f,p_q2c_4,p_q3d_4,p_q1_9,p_q7b_1,p_q7d_4,p_q4b,p_q11e_2,p_q5,p_q12ab_1,p_q12aa_4,p_q5i,p_q2b_4,p_q8f_3,p_q4b_3,p_q3b_3,p_q2h_5,p_q11c_3,p_q10j,eng_tot_10,p_q2d,p_q2c_2,saf_t_10,p_q12aa_5,p_q11b_2,nr_s,p_q4c_4,p_q12ac,p_q12aa_2,p_q5f,p_q8f_4,p_q4b_1,p_q2f_4,principal,p_q4d_1,p_q3a_3,p_q2c,p_q4c,p_q11b_3,p_q3a_2,p_q11a_4,p_q9_1,p_q7a_4,p_q11e_4,p_q2d_2,studentsurvey,p_q2h_4,p_q11b_4,p_q8d_2,p_q7a,p_q7c_3,p_q2f,com_s_10,p_q11c_4,p_q7b_5,rr_s,p_q3a_4,p_q8a_4,p_q2b_5,p_q5c,p_q9_6,p_q12aa_1,p_q11a_2,p_q1_5,p_q9_4,p_q4d_4,saf_s_10,p_q3a,p_q3c_5,p_q7a_1,p_q8a_5,p_q4a_3,p_q11f_3,p_q12bd,p_q10e,p_q7d_3,p_q4a
03M421,0.0,57.0,14.0,0.0,14.0,14.0,0.0,0.0,0.0,,6.0,57.0,,33.0,50.0,8.3,7.2,29.0,0.0,57.0,0.0,25.0,0.0,17.0,0.0,8.0,0.0,14.0,0.0,40.0,0.0,7.5,33.0,8.6,0.0,25.0,71.0,0.0,0.0,14.0,14.0,0.0,0.0,71.0,6.7,9.4,57.0,6.0,0.0,50.0,64.0,0.0,,50.0,29.0,17.0,29.0,0.0,Emily Noto,29.0,0.0,8.1,7.5,17.0,57.0,0.0,0.0,0.0,0.0,14.0,Yes,0.0,0.0,17.0,7.1,17.0,7.6,6.4,0.0,0.0,89.0,0.0,40.0,0.0,43.0,0.0,0.0,50.0,0.0,33.0,0.0,6.0,7.1,14.0,33.0,20.0,0.0,17.0,,43.0,17.0,8.2
10X091,5.0,42.0,1.0,19.0,8.0,15.0,1.0,4.0,6.0,,35.0,42.0,,12.0,44.0,7.6,8.1,55.0,0.0,22.0,2.0,18.0,6.0,2.0,4.0,9.7,3.0,12.0,0.0,52.0,1.0,8.0,47.0,7.1,19.0,6.0,14.0,2.0,1.0,9.0,15.0,5.0,9.0,58.0,6.8,8.5,48.0,6.9,15.0,42.0,,4.0,,49.0,22.0,1.0,46.0,1.0,Rosemary Prati,51.0,19.0,7.7,8.0,13.0,22.0,2.0,4.0,4.0,2.0,39.0,No,6.0,2.0,4.0,8.3,6.0,8.4,,4.0,4.0,,8.0,9.0,0.0,14.0,5.0,18.0,42.0,23.0,6.0,1.0,,6.5,5.0,51.0,31.0,6.0,7.0,,7.0,3.0,8.2
13K430,6.0,14.0,3.0,0.0,10.0,10.0,16.0,2.0,10.0,,181.0,52.0,45.0,12.0,60.0,7.1,7.1,34.0,1.0,15.0,1.0,6.0,12.0,3.0,2.0,9.3,2.0,27.0,0.0,23.0,2.0,7.5,66.0,8.1,8.0,5.0,52.0,2.0,2.0,9.0,23.0,7.0,11.0,38.0,6.7,7.8,57.0,7.3,30.0,63.0,4882.0,4.0,,44.0,42.0,1.0,30.0,2.0,Randy Asher,34.0,30.0,7.4,7.1,12.0,21.0,2.0,4.0,2.0,2.0,51.0,Yes,5.0,2.0,17.0,7.9,4.0,7.4,5.7,2.0,5.0,83.0,18.0,2.0,5.0,4.0,10.0,9.0,66.0,0.0,5.0,1.0,6.8,5.3,6.0,29.0,36.0,5.0,7.0,,37.0,5.0,8.1
15K154,3.0,84.0,1.0,20.0,6.0,2.0,0.0,2.0,1.0,,19.0,52.0,,2.0,45.0,8.0,8.6,50.0,3.0,25.0,2.0,4.0,14.0,1.0,1.0,10.0,0.0,7.0,0.0,40.0,2.0,8.1,44.0,9.5,8.0,7.0,24.0,1.0,0.0,6.0,25.0,2.0,4.0,57.0,8.3,8.9,49.0,8.1,48.0,44.0,,2.0,,24.0,72.0,0.0,41.0,1.0,SAMUEL ORTIZ,41.0,8.0,8.2,8.3,7.0,36.0,2.0,5.0,1.0,1.0,32.0,No,2.0,2.0,18.0,8.7,3.0,8.2,,2.0,0.0,,0.0,4.0,0.0,36.0,2.0,8.0,29.0,17.0,11.0,1.0,,8.6,1.0,56.0,24.0,6.0,3.0,,27.0,1.0,8.2
06M187,4.0,57.0,1.0,9.0,8.0,6.0,3.0,2.0,3.0,,51.0,49.0,,6.0,53.0,7.7,8.4,49.0,0.0,25.0,0.0,17.0,5.0,1.0,1.0,9.7,0.0,10.0,10.0,67.0,1.0,8.1,51.0,8.3,19.0,7.0,18.0,0.0,1.0,6.0,20.0,1.0,6.0,48.0,7.6,8.8,44.0,8.0,29.0,51.0,274.0,2.0,,34.0,31.0,0.0,42.0,1.0,Ms. Cynthia Chory,42.0,21.0,8.2,8.0,6.0,31.0,1.0,4.0,0.0,2.0,36.0,Yes,2.0,1.0,19.0,9.1,5.0,8.1,6.4,1.0,0.0,99.0,8.0,3.0,0.0,22.0,2.0,17.0,39.0,11.0,12.0,2.0,7.3,7.4,3.0,65.0,21.0,5.0,5.0,,19.0,2.0,8.4
02M543,0.0,56.0,7.0,0.0,0.0,7.0,31.0,6.0,0.0,,33.0,63.0,50.0,7.0,56.0,7.7,8.8,36.0,0.0,31.0,0.0,6.0,6.0,0.0,0.0,8.9,0.0,13.0,0.0,19.0,0.0,8.4,67.0,7.7,7.0,7.0,19.0,0.0,0.0,0.0,38.0,0.0,6.0,63.0,6.9,8.1,69.0,7.4,14.0,50.0,395.0,0.0,,57.0,31.0,0.0,38.0,0.0,Scott Conti,33.0,44.0,7.7,8.2,7.0,25.0,0.0,0.0,0.0,0.0,53.0,Yes,6.0,0.0,19.0,8.4,0.0,7.9,6.2,0.0,6.0,56.0,6.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,7.2,5.5,14.0,44.0,31.0,6.0,0.0,,13.0,0.0,8.6
13K595,1.0,19.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,,22.0,32.0,45.0,2.0,39.0,8.3,8.0,55.0,0.0,29.0,1.0,18.0,3.0,1.0,1.0,9.7,1.0,10.0,0.0,75.0,1.0,9.0,41.0,8.3,8.0,6.0,37.0,1.0,0.0,2.0,19.0,1.0,4.0,40.0,7.4,8.7,44.0,7.6,19.0,42.0,343.0,0.0,,45.0,17.0,1.0,66.0,1.0,Adofo Muhammad,54.0,31.0,8.3,8.5,1.0,30.0,0.0,19.0,0.0,1.0,36.0,Yes,4.0,0.0,6.0,9.3,3.0,8.4,5.4,1.0,0.0,97.0,4.0,1.0,1.0,3.0,6.0,9.0,52.0,0.0,19.0,1.0,6.8,7.2,1.0,72.0,18.0,1.0,2.0,,20.0,1.0,9.2
19K504,4.0,13.0,4.0,0.0,6.0,6.0,4.0,4.0,8.0,,22.0,48.0,48.0,6.0,51.0,7.7,7.5,51.0,0.0,25.0,4.0,4.0,8.0,6.0,4.0,6.9,2.0,6.0,0.0,26.0,0.0,7.9,47.0,6.4,16.0,7.0,33.0,6.0,8.0,4.0,14.0,2.0,6.0,44.0,7.4,8.4,54.0,7.8,15.0,55.0,399.0,2.0,,48.0,27.0,10.0,38.0,0.0,Michael S. Steele,42.0,12.0,7.3,7.9,6.0,31.0,0.0,13.0,2.0,4.0,35.0,Yes,6.0,2.0,20.0,7.6,12.0,8.3,5.9,2.0,8.0,60.0,6.0,8.0,0.0,4.0,3.0,22.0,59.0,0.0,5.0,2.0,5.9,7.6,10.0,25.0,22.0,8.0,6.0,,12.0,7.0,8.0
03M258,1.0,60.0,1.0,1.0,12.0,14.0,3.0,0.0,1.0,,20.0,34.0,,13.0,51.0,7.5,8.2,59.0,4.0,38.0,0.0,17.0,0.0,3.0,0.0,9.5,0.0,12.0,26.0,55.0,0.0,8.2,44.0,8.4,18.0,4.0,50.0,0.0,2.0,10.0,27.0,0.0,12.0,59.0,7.5,8.7,32.0,8.0,11.0,47.0,253.0,1.0,,45.0,24.0,0.0,54.0,0.0,John Curry,56.0,19.0,8.0,8.1,9.0,38.0,0.0,2.0,0.0,0.0,32.0,Yes,6.0,1.0,12.0,8.9,7.0,8.5,6.6,0.0,0.0,96.0,12.0,1.0,0.0,13.0,4.0,20.0,42.0,0.0,10.0,1.0,7.2,6.0,11.0,56.0,13.0,9.0,9.0,,17.0,5.0,8.5
19K345,3.0,52.0,1.0,13.0,2.0,7.0,2.0,3.0,3.0,,35.0,41.0,,9.0,45.0,7.7,8.7,49.0,0.0,31.0,4.0,15.0,4.0,3.0,5.0,9.6,5.0,7.0,0.0,47.0,5.0,8.0,39.0,8.0,13.0,6.0,14.0,4.0,0.0,4.0,13.0,2.0,6.0,57.0,6.9,8.2,51.0,6.7,19.0,37.0,,2.0,,49.0,47.0,2.0,47.0,3.0,Wanda Holt,56.0,14.0,7.4,8.6,9.0,32.0,1.0,6.0,4.0,3.0,42.0,No,5.0,2.0,12.0,8.0,6.0,8.0,,3.0,2.0,,12.0,11.0,0.0,9.0,8.0,14.0,32.0,13.0,5.0,3.0,,7.0,3.0,44.0,20.0,4.0,6.0,,3.0,4.0,8.0
15K039,4.0,76.0,1.0,13.0,6.0,2.0,0.0,2.0,1.0,,24.0,50.0,,5.0,47.0,8.0,8.9,54.0,7.0,36.0,1.0,11.0,7.0,2.0,1.0,9.9,1.0,7.0,0.0,55.0,2.0,8.4,47.0,9.4,7.0,4.0,22.0,1.0,1.0,4.0,14.0,1.0,5.0,48.0,8.1,9.0,48.0,8.2,38.0,42.0,,2.0,,35.0,46.0,0.0,45.0,1.0,Anita De Paz,47.0,5.0,8.1,8.3,7.0,37.0,1.0,4.0,0.0,0.0,25.0,No,1.0,1.0,16.0,9.0,4.0,8.3,,1.0,1.0,,2.0,4.0,0.0,25.0,5.0,9.0,24.0,13.0,14.0,1.0,,8.6,2.0,59.0,24.0,3.0,4.0,,17.0,1.0,8.4
09X064,5.0,26.0,1.0,19.0,3.0,9.0,1.0,1.0,7.0,,58.0,48.0,,6.0,43.0,8.1,8.5,48.0,1.0,25.0,0.0,11.0,6.0,2.0,2.0,9.7,0.0,6.0,0.0,40.0,2.0,8.3,51.0,7.0,20.0,4.0,8.0,1.0,2.0,4.0,12.0,1.0,6.0,56.0,7.4,8.3,53.0,7.2,15.0,48.0,,0.0,,51.0,26.0,0.0,45.0,0.0,Beverly Harrigan,46.0,19.0,7.9,8.6,6.0,23.0,1.0,4.0,1.0,2.0,46.0,No,2.0,2.0,3.0,8.3,5.0,8.1,,0.0,1.0,,8.0,6.0,0.0,9.0,8.0,22.0,36.0,13.0,3.0,1.0,,7.6,8.0,43.0,32.0,8.0,3.0,,4.0,1.0,7.8
19K072,3.0,43.0,0.0,33.0,4.0,17.0,3.0,2.0,3.0,,25.0,51.0,,9.0,52.0,7.5,7.7,40.0,0.0,30.0,3.0,11.0,7.0,1.0,0.0,9.5,3.0,17.0,6.0,44.0,2.0,7.8,49.0,6.9,18.0,9.0,20.0,3.0,2.0,9.0,17.0,2.0,7.0,56.0,6.9,8.1,51.0,6.8,18.0,43.0,158.0,3.0,,33.0,16.0,2.0,36.0,1.0,GENA LIPSCOMB,40.0,23.0,7.2,8.2,9.0,20.0,5.0,3.0,3.0,1.0,51.0,Yes,6.0,6.0,6.0,7.8,4.0,7.8,5.8,3.0,3.0,91.0,12.0,13.0,0.0,11.0,14.0,22.0,42.0,0.0,8.0,3.0,5.5,7.2,3.0,40.0,23.0,4.0,9.0,,6.0,6.0,8.1
09X215,2.0,6.0,2.0,25.0,5.0,11.0,3.0,3.0,3.0,,22.0,48.0,,8.0,52.0,7.8,8.1,55.0,0.0,30.0,1.0,20.0,1.0,3.0,1.0,9.5,1.0,12.0,23.0,39.0,2.0,8.3,51.0,6.1,17.0,3.0,28.0,0.0,2.0,4.0,17.0,0.0,5.0,59.0,7.1,8.2,52.0,8.1,11.0,52.0,328.0,2.0,,55.0,8.0,1.0,45.0,0.0,Sheri Warren,50.0,21.0,7.9,8.2,8.0,34.0,1.0,5.0,1.0,1.0,45.0,Yes,3.0,1.0,15.0,8.2,6.0,8.4,6.2,1.0,2.0,98.0,8.0,5.0,1.0,8.0,6.0,18.0,45.0,0.0,16.0,1.0,6.5,6.7,6.0,45.0,17.0,3.0,5.0,,17.0,6.0,8.7
03M243,3.0,86.0,0.0,29.0,3.0,2.0,2.0,1.0,1.0,,16.0,19.0,,2.0,36.0,8.5,9.4,80.0,6.0,26.0,1.0,1.0,4.0,0.0,0.0,10.0,0.0,5.0,25.0,76.0,0.0,9.2,33.0,9.6,8.0,11.0,60.0,1.0,0.0,3.0,23.0,1.0,3.0,56.0,8.7,9.6,26.0,9.0,55.0,25.0,153.0,2.0,,15.0,86.0,0.0,76.0,0.0,Elaine Schwartz,75.0,29.0,8.8,9.0,1.0,31.0,0.0,2.0,0.0,3.0,13.0,Yes,0.0,1.0,8.0,9.7,1.0,9.2,7.6,1.0,0.0,97.0,4.0,1.0,0.0,27.0,11.0,8.0,15.0,0.0,17.0,1.0,8.4,7.4,1.0,89.0,14.0,1.0,1.0,,25.0,3.0,9.5
20K104,6.0,54.0,3.0,12.0,7.0,16.0,3.0,3.0,8.0,,75.0,56.0,,10.0,58.0,7.3,8.2,37.0,1.0,20.0,1.0,19.0,7.0,2.0,2.0,9.6,2.0,21.0,12.0,32.0,2.0,7.7,61.0,8.4,13.0,3.0,13.0,2.0,1.0,7.0,20.0,4.0,9.0,48.0,7.8,8.0,56.0,8.4,23.0,55.0,431.0,2.0,,50.0,46.0,1.0,31.0,1.0,Ms. Marie DiBella,33.0,14.0,7.5,7.9,9.0,48.0,1.0,4.0,2.0,3.0,49.0,Yes,5.0,3.0,14.0,8.2,6.0,7.7,7.2,2.0,4.0,100.0,6.0,7.0,1.0,8.0,7.0,15.0,43.0,11.0,11.0,2.0,7.2,7.4,8.0,41.0,22.0,6.0,6.0,,19.0,4.0,7.8
10X386,1.0,66.0,1.0,0.0,1.0,5.0,4.0,0.0,4.0,,23.0,39.0,,2.0,39.0,8.5,8.8,62.0,1.0,29.0,0.0,7.0,3.0,1.0,0.0,9.8,0.0,3.0,0.0,48.0,2.0,8.7,42.0,7.3,31.0,2.0,7.0,1.0,0.0,2.0,10.0,0.0,2.0,40.0,7.0,8.6,41.0,6.3,31.0,40.0,,1.0,,29.0,17.0,0.0,56.0,0.0,Heather Dawe,56.0,10.0,8.3,8.9,3.0,32.0,0.0,4.0,0.0,1.0,39.0,No,1.0,0.0,6.0,8.7,2.0,8.7,,0.0,0.0,,4.0,3.0,0.0,10.0,8.0,34.0,33.0,24.0,8.0,1.0,,8.2,2.0,54.0,20.0,2.0,2.0,,2.0,5.0,8.7
05M133,4.0,39.0,1.0,13.0,4.0,4.0,1.0,1.0,2.0,,25.0,41.0,,7.0,48.0,8.3,8.4,55.0,1.0,30.0,1.0,12.0,3.0,2.0,1.0,9.8,3.0,9.0,0.0,53.0,0.0,8.3,39.0,7.9,17.0,6.0,18.0,1.0,1.0,6.0,12.0,1.0,2.0,49.0,6.8,8.4,43.0,6.6,18.0,36.0,,3.0,,48.0,46.0,0.0,50.0,1.0,SUSAN VAIRO,49.0,11.0,7.8,8.3,16.0,29.0,3.0,4.0,0.0,1.0,41.0,No,2.0,2.0,8.0,8.7,7.0,8.2,,0.0,3.0,,6.0,5.0,1.0,30.0,9.0,17.0,31.0,17.0,7.0,2.0,,8.0,2.0,54.0,17.0,4.0,4.0,,9.0,2.0,8.3
02M003,5.0,92.0,1.0,14.0,4.0,0.0,0.0,1.0,2.0,,32.0,37.0,,3.0,32.0,8.7,9.0,69.0,4.0,24.0,0.0,2.0,6.0,0.0,2.0,10.0,0.0,4.0,0.0,41.0,1.0,8.6,23.0,9.6,5.0,10.0,32.0,2.0,0.0,6.0,12.0,2.0,3.0,57.0,8.8,9.5,35.0,8.7,50.0,38.0,,1.0,,18.0,84.0,0.0,56.0,0.0,Lisa Siegman,56.0,4.0,8.7,8.7,4.0,6.0,1.0,3.0,1.0,0.0,14.0,No,2.0,0.0,11.0,9.1,3.0,8.9,,0.0,1.0,,1.0,2.0,0.0,85.0,1.0,5.0,21.0,10.0,3.0,1.0,,9.6,0.0,67.0,16.0,5.0,3.0,,23.0,5.0,8.6
15K058,4.0,88.0,2.0,10.0,6.0,1.0,1.0,2.0,4.0,,48.0,47.0,,3.0,39.0,8.5,8.9,58.0,5.0,27.0,0.0,3.0,6.0,1.0,1.0,10.0,1.0,7.0,0.0,47.0,1.0,8.5,35.0,9.5,6.0,2.0,32.0,1.0,0.0,4.0,13.0,2.0,2.0,52.0,8.5,9.3,43.0,8.6,55.0,39.0,,1.0,,26.0,52.0,0.0,48.0,0.0,Giselle McGee,48.0,4.0,8.0,8.4,5.0,43.0,1.0,2.0,0.0,1.0,20.0,No,3.0,1.0,13.0,9.0,4.0,8.5,,1.0,0.0,,1.0,3.0,0.0,31.0,4.0,9.0,27.0,14.0,6.0,0.0,,8.6,0.0,66.0,27.0,3.0,3.0,,27.0,3.0,8.6
18K633,5.0,20.0,4.0,0.0,6.0,4.0,4.0,5.0,4.0,,14.0,40.0,35.0,5.0,48.0,8.1,7.6,60.0,2.0,25.0,0.0,13.0,2.0,0.0,2.0,9.1,2.0,8.0,0.0,36.0,2.0,8.4,55.0,8.1,18.0,2.0,30.0,2.0,2.0,2.0,30.0,4.0,2.0,46.0,6.5,8.2,57.0,6.6,18.0,53.0,230.0,2.0,,37.0,14.0,2.0,53.0,0.0,Joseph Scarmato,39.0,27.0,7.5,8.0,5.0,27.0,2.0,6.0,2.0,2.0,48.0,Yes,4.0,2.0,13.0,7.9,9.0,8.6,6.6,2.0,0.0,86.0,4.0,9.0,2.0,16.0,2.0,20.0,52.0,0.0,16.0,2.0,6.7,7.3,2.0,28.0,17.0,4.0,2.0,,20.0,6.0,8.7
08X130,2.0,45.0,1.0,24.0,2.0,4.0,2.0,2.0,3.0,,47.0,44.0,,3.0,42.0,8.4,8.9,59.0,1.0,31.0,0.0,8.0,3.0,2.0,1.0,9.8,1.0,5.0,0.0,56.0,1.0,8.6,40.0,7.7,25.0,1.0,14.0,1.0,0.0,2.0,14.0,0.0,2.0,46.0,8.0,8.6,44.0,7.7,15.0,42.0,,1.0,,55.0,36.0,1.0,52.0,1.0,Lourdes Velazquez,54.0,16.0,8.2,8.8,3.0,32.0,1.0,3.0,0.0,1.0,37.0,No,2.0,1.0,6.0,8.8,5.0,8.6,,1.0,0.0,,4.0,4.0,0.0,22.0,8.0,26.0,28.0,18.0,13.0,1.0,,7.8,2.0,55.0,24.0,1.0,2.0,,8.0,0.0,8.7
15K130,7.0,52.0,1.0,16.0,5.0,3.0,1.0,1.0,3.0,,35.0,53.0,,6.0,52.0,8.0,8.5,49.0,0.0,28.0,0.0,7.0,4.0,1.0,1.0,9.9,0.0,8.0,0.0,57.0,0.0,8.1,51.0,7.5,19.0,2.0,22.0,0.0,0.0,5.0,11.0,1.0,3.0,49.0,7.6,8.6,49.0,7.7,24.0,55.0,,2.0,,44.0,27.0,1.0,40.0,0.0,Maria Nunziata,39.0,20.0,8.1,8.1,5.0,28.0,1.0,4.0,0.0,1.0,38.0,No,1.0,1.0,8.0,8.9,2.0,8.2,,1.0,1.0,,9.0,3.0,0.0,13.0,9.0,22.0,38.0,16.0,9.0,1.0,,7.4,3.0,58.0,26.0,3.0,4.0,,10.0,2.0,8.3
11X544,0.0,64.0,1.0,0.0,7.0,4.0,4.0,1.0,1.0,,20.0,45.0,29.0,2.0,55.0,8.2,7.9,50.0,0.0,31.0,0.0,1.0,2.0,0.0,0.0,8.4,0.0,18.0,0.0,60.0,1.0,8.8,59.0,8.3,3.0,6.0,11.0,0.0,1.0,1.0,7.0,0.0,0.0,51.0,7.9,9.1,39.0,8.3,66.0,50.0,442.0,0.0,,18.0,6.0,4.0,54.0,0.0,Francisco Sanchez,50.0,15.0,8.7,8.3,5.0,52.0,0.0,2.0,0.0,0.0,25.0,Yes,0.0,6.0,9.0,8.8,1.0,8.2,5.3,0.0,3.0,68.0,5.0,3.0,0.0,19.0,4.0,7.0,58.0,0.0,13.0,0.0,6.4,7.4,4.0,53.0,38.0,3.0,0.0,,0.0,9.0,8.6
02M425,3.0,25.0,1.0,0.0,16.0,12.0,12.0,4.0,3.0,,31.0,57.0,46.0,21.0,67.0,6.8,6.9,32.0,1.0,23.0,3.0,26.0,7.0,1.0,4.0,8.2,2.0,25.0,0.0,25.0,3.0,7.0,59.0,7.7,7.0,8.0,15.0,3.0,5.0,15.0,16.0,1.0,11.0,30.0,6.6,7.6,54.0,7.1,18.0,62.0,613.0,3.0,,50.0,5.0,4.0,22.0,3.0,Lawrence Pendergast,26.0,24.0,6.6,7.1,13.0,27.0,3.0,5.0,3.0,1.0,59.0,Yes,10.0,1.0,21.0,7.5,10.0,7.3,5.5,2.0,6.0,74.0,14.0,6.0,2.0,3.0,3.0,7.0,65.0,0.0,10.0,3.0,6.2,5.3,16.0,27.0,19.0,10.0,13.0,,15.0,8.0,7.3
01M361,6.0,77.0,1.0,15.0,2.0,4.0,1.0,1.0,1.0,,12.0,43.0,,9.0,44.0,8.2,9.0,64.0,5.0,28.0,0.0,13.0,6.0,1.0,0.0,10.0,0.0,7.0,0.0,45.0,0.0,8.4,38.0,8.4,3.0,10.0,41.0,1.0,0.0,5.0,27.0,3.0,6.0,49.0,8.6,9.1,36.0,7.9,37.0,38.0,,0.0,,28.0,20.0,0.0,51.0,0.0,Maria Velez Clarke,50.0,14.0,8.4,8.8,6.0,28.0,0.0,3.0,0.0,0.0,22.0,No,1.0,0.0,14.0,8.9,5.0,8.7,,0.0,1.0,,6.0,0.0,1.0,39.0,5.0,3.0,29.0,13.0,13.0,1.0,,8.2,0.0,62.0,14.0,2.0,2.0,,22.0,4.0,8.4
11X418,3.0,58.0,1.0,0.0,14.0,11.0,6.0,2.0,3.0,,19.0,56.0,46.0,5.0,55.0,7.3,7.5,47.0,0.0,31.0,0.0,16.0,6.0,1.0,1.0,9.0,1.0,14.0,0.0,43.0,1.0,7.8,63.0,6.7,15.0,2.0,7.0,2.0,3.0,7.0,21.0,1.0,10.0,44.0,6.8,8.0,53.0,7.7,18.0,58.0,389.0,1.0,,54.0,16.0,1.0,33.0,1.0,George York,28.0,19.0,7.8,7.2,10.0,30.0,1.0,2.0,1.0,2.0,49.0,Yes,2.0,2.0,11.0,8.2,7.0,8.0,5.3,2.0,1.0,89.0,10.0,3.0,0.0,8.0,12.0,16.0,57.0,0.0,12.0,2.0,6.7,6.4,2.0,36.0,27.0,5.0,6.0,,9.0,4.0,8.2
13K008,5.0,89.0,1.0,15.0,9.0,3.0,1.0,1.0,2.0,,25.0,56.0,,5.0,50.0,7.9,8.7,47.0,5.0,29.0,0.0,4.0,10.0,2.0,1.0,9.9,0.0,9.0,0.0,34.0,0.0,8.1,51.0,9.6,4.0,3.0,18.0,1.0,1.0,6.0,26.0,1.0,6.0,51.0,8.5,8.9,52.0,8.4,51.0,46.0,,0.0,,22.0,34.0,0.0,37.0,0.0,Seth Phillips,39.0,11.0,7.9,8.1,5.0,33.0,1.0,1.0,0.0,0.0,31.0,No,2.0,0.0,11.0,8.7,6.0,8.1,,0.0,0.0,,3.0,2.0,0.0,79.0,4.0,5.0,28.0,16.0,7.0,1.0,,8.4,1.0,53.0,19.0,7.0,6.0,,22.0,3.0,8.1
14K023,1.0,51.0,1.0,16.0,2.0,0.0,3.0,1.0,2.0,,28.0,36.0,,2.0,33.0,8.7,9.0,62.0,1.0,23.0,1.0,4.0,4.0,0.0,1.0,9.8,0.0,6.0,0.0,65.0,0.0,9.0,32.0,8.0,40.0,1.0,34.0,0.0,0.0,1.0,8.0,0.0,2.0,42.0,9.1,8.9,38.0,9.4,14.0,33.0,,0.0,,38.0,45.0,0.0,63.0,1.0,Sharon Meade,66.0,8.0,8.5,9.0,3.0,21.0,0.0,5.0,0.0,0.0,29.0,No,1.0,1.0,3.0,9.0,2.0,8.6,,0.0,0.0,,3.0,2.0,0.0,31.0,8.0,44.0,28.0,16.0,8.0,0.0,,8.6,1.0,64.0,22.0,1.0,2.0,,4.0,2.0,8.9
02M089,8.0,90.0,2.0,14.0,5.0,1.0,0.0,2.0,4.0,,36.0,50.0,,2.0,48.0,8.1,9.1,51.0,1.0,32.0,0.0,7.0,9.0,0.0,0.0,9.9,1.0,11.0,0.0,56.0,1.0,8.0,41.0,9.8,5.0,5.0,35.0,1.0,0.0,6.0,15.0,3.0,4.0,60.0,8.3,9.1,45.0,8.6,53.0,45.0,,1.0,,30.0,34.0,1.0,40.0,2.0,Veronica Najjar,37.0,10.0,8.0,8.3,5.0,29.0,2.0,1.0,0.0,0.0,24.0,No,2.0,2.0,12.0,9.0,3.0,8.2,,1.0,0.0,,3.0,2.0,1.0,87.0,3.0,6.0,16.0,21.0,1.0,2.0,,8.5,1.0,62.0,18.0,8.0,3.0,,33.0,9.0,7.6
11X265,5.0,23.0,1.0,1.0,11.0,8.0,4.0,4.0,5.0,,32.0,49.0,40.0,12.0,47.0,7.7,7.7,54.0,0.0,23.0,0.0,12.0,8.0,3.0,1.0,7.4,1.0,14.0,0.0,22.0,6.0,8.0,55.0,7.8,10.0,0.0,27.0,3.0,5.0,5.0,18.0,0.0,7.0,60.0,6.7,8.6,56.0,6.2,20.0,51.0,426.0,0.0,,55.0,15.0,4.0,41.0,1.0,Christopher Lagares,40.0,19.0,7.7,7.8,13.0,33.0,0.0,0.0,3.0,1.0,33.0,Yes,3.0,0.0,11.0,7.1,11.0,8.2,5.9,3.0,7.0,81.0,5.0,8.0,0.0,11.0,7.0,12.0,62.0,0.0,7.0,0.0,6.2,6.6,3.0,26.0,30.0,3.0,7.0,,17.0,10.0,8.4
08X519,10.0,24.0,2.0,0.0,14.0,9.0,5.0,2.0,4.0,,20.0,58.0,32.0,9.0,48.0,7.8,7.4,47.0,0.0,27.0,2.0,8.0,9.0,0.0,2.0,8.2,3.0,22.0,0.0,41.0,4.0,8.1,53.0,7.6,10.0,2.0,20.0,3.0,0.0,2.0,12.0,2.0,2.0,56.0,5.9,8.4,55.0,5.8,17.0,52.0,369.0,2.0,,50.0,20.0,7.0,37.0,2.0,Ms. Grismaldy Laboy-Wilson,31.0,14.0,7.7,7.5,17.0,36.0,2.0,5.0,5.0,2.0,47.0,Yes,3.0,3.0,9.0,7.2,5.0,7.9,5.6,5.0,0.0,70.0,5.0,14.0,2.0,3.0,5.0,8.0,56.0,0.0,2.0,0.0,5.5,7.0,4.0,29.0,22.0,7.0,12.0,,15.0,4.0,7.9
14K685,0.0,53.0,0.0,0.0,0.0,7.0,14.0,3.0,0.0,,9.0,34.0,46.0,0.0,46.0,7.9,8.1,59.0,0.0,31.0,0.0,0.0,7.0,0.0,3.0,9.0,4.0,10.0,0.0,52.0,0.0,8.4,59.0,8.1,20.0,5.0,30.0,0.0,0.0,3.0,17.0,0.0,4.0,50.0,7.9,8.9,50.0,8.1,41.0,52.0,186.0,0.0,,27.0,13.0,7.0,55.0,0.0,Hector Calderon,57.0,17.0,8.0,9.1,0.0,43.0,0.0,0.0,0.0,3.0,34.0,Yes,3.0,0.0,0.0,9.2,0.0,8.5,6.2,4.0,0.0,60.0,10.0,17.0,0.0,20.0,5.0,23.0,50.0,0.0,0.0,0.0,7.6,7.0,0.0,67.0,20.0,3.0,7.0,,13.0,0.0,8.6
