property_name,largest_property_use_type,borough,energy_star_certification,hospital_general_medical_5,district_steam_use_kbtu,alert_energy_meter_has_single,national_median_total_ghg,hospital_general_medical_10,city,data_center_cooling_equipment,source_eui_kbtu_ft,hospital_general_medical_12,irrigated_area_ft,green_power_onsite_kwh,indirect_ghg_emissions_metric,medical_office_percent_that,primary_property_type_self,data_center_ups_system,data_center_pdu_input_meter,water_score_multifamily_only,hospital_general_medical_6,kerosene_use_kbtu,estimated_data_flag_1,data_quality_checker_run,_3rd_largest_property_use_1,hotel_room_density_number,third_party_certification_1,electricity_use_grid_purchase_1,multifamily_housing_total_1,primary_property_type,office_number_of_workers,office_number_of_computers,municipally_supplied_potable_2,worship_facility_gross_floor,district_hot_water_use_kbtu,direct_ghg_emissions_metric,laboratory_gross_floor_area,residence_hall_dormitory,municipally_supplied_potable,other_number_of_workers_on,avoided_emissions_offsite,last_modified_date_electric,energy_star_certification_2,water_use_intensity_all_water,medical_office_weekly,hotel_gym_fitness_center,generation_date,hospital_general_medical_9,hospital_general_medical_1,energy_power_station_gross,energy_star_score,social_meeting_hall_gross,costar_property_id,data_center_pdu_output_meter,data_quality_checker_date,bank_branch_gross_floor_area
Q184-0400163,K-12 School,QUEENS,Not Available,Not Available,Not Available,Ok,344.6,Not Available,Queens,Not Available,72.1,Not Available,Not Available,Not Available,90.3,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,312600,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,122.1,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 02:08 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:51.000,Not Available,Not Available,Not Available,87,Not Available,Not Available,Not Available,Not Available,Not Available
M501-0100190,K-12 School,MANHATTAN,Not Available,Not Available,Not Available,Ok,1526.2,Not Available,New York,Not Available,152.9,Not Available,Not Available,Not Available,447.5,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,1548799.7,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,1103.2,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 04:45 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:18.000,Not Available,Not Available,Not Available,48,Not Available,Not Available,Not Available,Not Available,Not Available
K062-0300082,K-12 School,BROOKLYN,Not Available,Not Available,Not Available,Ok,1095.6,Not Available,Brooklyn,Not Available,79.3,Not Available,Not Available,Not Available,181.5,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,627999.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,494.4,Not Available,Not Available,Not Available,Not Available,0,04/11/2019 11:54 AM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:42.000,Not Available,Not Available,Not Available,87,Not Available,Not Available,Not Available,Not Available,Not Available
K163-0300166,K-12 School,BROOKLYN,Not Available,Not Available,Not Available,Ok,300.2,Not Available,Brooklyn,Not Available,98.5,Not Available,Not Available,Not Available,106.5,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,368640,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,161.6,Not Available,Not Available,Not Available,Not Available,0,04/11/2019 11:55 AM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:31.000,Not Available,Not Available,Not Available,60,Not Available,Not Available,Not Available,Not Available,Not Available
X445-0200227,K-12 School,BRONX,Not Available,Not Available,Not Available,Ok,2452.2,Not Available,Bronx,Not Available,87.4,Not Available,Not Available,Not Available,491.2,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,1699999.7,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,1017.9,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 02:08 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:22.000,Not Available,Not Available,Not Available,87,Not Available,Not Available,Not Available,Not Available,Not Available
R055-0500087,K-12 School,STATEN IS,Not Available,Not Available,Not Available,Ok,641.5,Not Available,Staten Island,Not Available,110.2,Not Available,Not Available,Not Available,114.7,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,396960,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,380.7,Not Available,Not Available,Not Available,Not Available,0,04/11/2019 11:55 AM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:08.000,Not Available,Not Available,Not Available,73,Not Available,Not Available,Not Available,Not Available,Not Available
X118-0200016,K-12 School,BRONX,Not Available,Not Available,Not Available,Ok,645.9,Not Available,Bronx,Not Available,133.9,Not Available,Not Available,Not Available,185.8,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,642919.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,462.1,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 02:08 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:49.000,Not Available,Not Available,Not Available,49,Not Available,Not Available,Not Available,Not Available,Not Available
Q220-0400188,K-12 School,QUEENS,Not Available,Not Available,Not Available,Ok,500.3,Not Available,Queens,Not Available,119.4,Not Available,Not Available,Not Available,135,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,467039.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,347.1,Not Available,Not Available,Not Available,Not Available,0,04/11/2019 11:55 AM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:47.000,Not Available,Not Available,Not Available,53,Not Available,Not Available,Not Available,Not Available,Not Available
M113-0100104,K-12 School,MANHATTAN,Not Available,Not Available,Not Available,Ok,725.1,Not Available,New York,Not Available,98.6,Not Available,Not Available,Not Available,226.3,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,783199.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,207.6,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 04:45 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:38.000,Not Available,Not Available,Not Available,88,Not Available,Not Available,Not Available,Not Available,Not Available
R026-0500049,K-12 School,STATEN IS,Not Available,Not Available,Not Available,Ok,159.5,Not Available,Staten Island,Not Available,99.8,Not Available,Not Available,Not Available,57.1,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,197760,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,80.7,Not Available,Not Available,Not Available,Not Available,0,04/11/2019 11:54 AM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:15.000,Not Available,Not Available,Not Available,63,Not Available,Not Available,Not Available,Not Available,Not Available
Q268-0401482,K-12 School,QUEENS,Not Available,Not Available,Not Available,Ok,453.4,Not Available,Queens,Not Available,171.2,Not Available,Not Available,Not Available,412.2,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,1426399.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,233,Not Available,Not Available,Not Available,Not Available,0,04/11/2019 11:54 AM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:03.000,Not Available,Not Available,Not Available,17,Not Available,Not Available,Not Available,Not Available,Not Available
Q866-0401237,K-12 School,QUEENS,Not Available,Not Available,Not Available,Ok,178.3,Not Available,Queens,Not Available,214.4,Not Available,Not Available,Not Available,143,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,494719.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,173.3,Not Available,Not Available,Not Available,Not Available,0,04/11/2019 11:54 AM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:52.000,Not Available,Not Available,Not Available,6,Not Available,Not Available,Not Available,Not Available,Not Available
Q172-0400195,K-12 School,QUEENS,Not Available,Not Available,Not Available,Ok,878.8,Not Available,Queens,Not Available,77.8,Not Available,Not Available,Not Available,186,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,643599.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,468,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 02:08 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:29.000,Not Available,Not Available,Not Available,76,Not Available,Not Available,Not Available,Not Available,Not Available
X071-0200108,K-12 School,BRONX,Not Available,Not Available,Not Available,Ok,673,Not Available,Bronx,Not Available,72.3,Not Available,Not Available,Not Available,149.8,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,518479.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,264.5,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 02:08 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:21.000,Not Available,Not Available,Not Available,87,Not Available,Not Available,Not Available,Not Available,Not Available
K092-0300103,K-12 School,BROOKLYN,Not Available,Not Available,Not Available,Ok,666.8,Not Available,Brooklyn,Not Available,101.1,Not Available,Not Available,Not Available,170.3,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,589199.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,415.6,Not Available,Not Available,Not Available,Not Available,0,04/11/2019 11:54 AM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:27.000,Not Available,Not Available,Not Available,62,Not Available,Not Available,Not Available,Not Available,Not Available
Q166-0400151,K-12 School,QUEENS,Not Available,Not Available,Not Available,Ok,635.5,Not Available,Queens,Not Available,126.3,Not Available,Not Available,Not Available,247.6,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,856799.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,419.9,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 02:08 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:06.000,Not Available,Not Available,Not Available,45,Not Available,Not Available,Not Available,Not Available,Not Available
K108-0300118,K-12 School,BROOKLYN,Not Available,Not Available,Not Available,Ok,373.4,Not Available,Brooklyn,Not Available,106.8,Not Available,Not Available,Not Available,143.6,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,496879.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,197,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 04:45 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:40.000,Not Available,Not Available,Not Available,58,Not Available,Not Available,Not Available,Not Available,Not Available
