school_name,q117_in_planning_my_last_1,q69_the_principal_assistant_1,q75_the_performance_of_the_1,q154_how_many_adults_at_this,q106_in_planning_my_last,q100_in_planning_my_last_1,q10_i_am_able_to_empower_1,q4_how_many_teachers_at_this,q36_the_principal_school,q80_in_planning_my_last_1,q128_in_planning_my_last,q169_it_s_a_priority_at_this_1,q88_in_planning_my_last,q125_in_planning_my_last_1,q47_at_this_school_once_we,q46_at_this_school_the_1,q81_in_planning_my_last_1,q29_i_would_recommend_this_1,q8_i_am_able_to_ensure_1,q52_at_this_school_teachers_1,q49_at_this_school_teachers,q134_in_planning_my_last_1,q142_how_many_students_in_1,q46_at_this_school_the,q135_how_many_students_in_1,q8_i_am_able_to_ensure,q121_in_planning_my_last_1,q130_in_planning_my_last_1,q136_how_many_students_in_1,q57_overall_my_professional_1,q131_in_planning_my_last_1,q135_how_many_students_in,q111_in_planning_my_last,q108_in_planning_my_last,q30_i_feel_respected_by_the_1,q123_in_planning_my_last_1,q106_in_planning_my_last_1,q43_at_this_school_there_1,q115_in_planning_my_last,q70_the_principal_school_1,q48_at_this_school_it_is,q31_the_principal_school_1,q87_in_planning_my_last_1,q127_in_planning_my_last_1,q48_at_this_school_it_is_1,q34_at_this_school_it_s_ok,q43_at_this_school_there,q17_central_doe_employees,q165_my_students_are_safe_1,q100_in_planning_my_last,q125_in_planning_my_last,q7_i_am_able_to_modify,q165_my_students_are_safe,q90_in_planning_my_last,q61_the_principal_school_1,q117_in_planning_my_last,q38_the_principal_and,q101_in_planning_my_last,q1_how_many_teachers_at_this,q126_in_planning_my_last,q130_in_planning_my_last,q57_overall_my_professional,q145_how_many_students_in_1,q61_the_principal_school,q14_i_am_able_to_monitor,q103_in_planning_my_last_1,q45_at_this_school_students_1,q44_this_school_has_well_1,q85_in_planning_my_last_1,q129_in_planning_my_last,q169_it_s_a_priority_at_this,q38_the_principal_and_1,q173_adults_at_this_school,q15_i_am_able_to_distinguish,q112_in_planning_my_last_1,q86_in_planning_my_last,q131_in_planning_my_last,q79_in_planning_my_last,q114_in_planning_my_last,q91_in_planning_my_last,q60_overall_my_professional,q122_in_planning_my_last,q143_how_many_students_in,q101_in_planning_my_last_1,q72_how_much_influence_do_1,q147_how_many_students_in_1,q2_how_many_teachers_at_this_1,q40_i_feel_respected_by_1,q140_discipline_is_applied,q146_how_many_students_in,q150_how_many_adults_at_this,q110_in_planning_my_last_1,q171_adults_at_this_school_1,q33_i_trust_the_principal_1,q105_in_planning_my_last,q132_in_planning_my_last_1,total_teacher_response_rate,q56_at_this_school_school_1,q86_in_planning_my_last_1,q23_teachers_in_this_school,q34_at_this_school_it_s_ok_1,q63_the_principal_school_1,q21_i_usually_look_forward,q62_the_principal_school,q12_i_am_able_to_apply_my,q23_teachers_in_this_school_1,q154_how_many_adults_at_this_1,q114_in_planning_my_last_1,q14_i_am_able_to_monitor_1,q27_i_feel_respected_by_other_1,q40_i_feel_respected_by,q175_adults_at_this_school_1,q11_i_am_able_to_design_1,q78_in_planning_my_last_1,q110_in_planning_my_last,q167_my_students_are_safe_1,q45_at_this_school_students,q88_in_planning_my_last_1,q3_how_many_teachers_at_this,q11_i_am_able_to_design,q65_the_principal_assistant,q129_in_planning_my_last_1,q32_the_principal_school_1,q104_in_planning_my_last_1
P.S. 011 Highbridge,,0.07,0.08,0.93,,,0.03,0.94,0.87,,0.83,0.05,,0.12,0.97,0.0,,0.1,0.0,0.0,0.97,0.04,0.33,1.0,0.3,1.0,,0.09,0.43,0.03,0.04,0.7,,,0.16,,,0.0,,0.07,1.0,0.07,,0.12,0.0,0.74,1.0,,0.24,,0.88,0.97,0.76,,0.0,,1.0,,0.88,0.83,0.91,0.97,0.17,1.0,0.97,,0.16,0.0,,0.92,0.95,0.0,0.0,0.97,,,0.96,,,,1.0,,0.63,,0.13,0.33,0.23,0.03,1.0,0.67,0.93,,0.0,0.1,,0.04,0.73,0.0,,0.9,0.26,0.03,0.9,0.97,0.91,0.1,0.07,,0.03,0.06,0.97,0.0,0.06,,,0.0,0.84,,0.89,0.94,0.97,0.08,0.03,
Manhattan Comprehensive Night And Day High School,,0.0,0.06,0.9,,,0.0,0.95,0.95,0.0,1.0,0.0,,0.0,0.95,0.0,,0.0,0.0,0.05,1.0,0.0,0.1,1.0,0.15,1.0,,0.0,0.25,0.1,0.0,0.85,,,0.0,,,0.0,,0.0,0.95,0.0,,0.0,0.05,1.0,1.0,,0.0,,1.0,1.0,0.0,,0.0,,1.0,,0.85,1.0,1.0,0.9,0.0,1.0,1.0,,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,,,1.0,0.0,,,0.9,,1.0,,0.0,0.1,0.24,0.0,1.0,0.85,0.9,,0.0,0.0,,0.0,0.48,0.0,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.1,,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,,0.76,1.0,1.0,0.0,0.0,
High School Of American Studies At Lehman College,,0.11,0.4,0.95,,,0.0,0.95,0.95,0.0,1.0,0.0,,,0.84,0.0,,0.05,0.0,0.0,0.89,0.0,0.1,1.0,0.2,1.0,,0.0,0.2,0.21,0.0,0.8,,,0.05,,,0.05,,0.26,0.89,0.0,,,0.11,1.0,0.95,,0.0,,,1.0,0.0,,0.05,,0.81,,0.84,,1.0,0.79,0.0,0.95,1.0,,0.1,0.05,,1.0,0.0,0.19,1.0,1.0,,,1.0,0.0,,,0.82,,0.85,,0.0,0.05,0.09,0.0,0.95,0.95,1.0,,0.0,0.1,,0.0,0.81,0.0,,1.0,0.0,0.0,0.95,0.85,0.95,0.0,0.05,,0.0,0.05,1.0,0.0,0.06,0.0,,0.0,0.9,,0.59,0.94,0.89,0.0,0.05,
Pelham Academy Of Academics And Community Engagement,0.0,0.08,0.19,0.82,,,0.0,0.86,0.93,0.0,1.0,0.04,,0.0,0.74,0.04,,0.11,0.0,0.07,0.89,0.1,0.08,0.96,0.32,1.0,0.0,0.0,0.36,0.15,0.0,0.68,,,0.0,0.0,,0.07,1.0,0.04,0.78,0.0,,0.0,0.22,0.89,0.93,,0.0,,1.0,0.97,0.0,,0.12,1.0,0.92,,0.9,1.0,1.0,0.85,0.04,0.88,1.0,,0.15,0.07,,1.0,0.96,0.08,0.0,0.96,,,1.0,0.0,0.83,,0.88,1.0,0.77,,0.19,0.04,0.17,0.04,0.96,0.96,0.91,,0.0,0.11,,0.0,0.97,0.11,,0.74,0.11,0.12,0.85,0.88,0.96,0.26,0.18,0.17,0.0,0.07,0.96,0.0,0.04,0.0,,0.0,0.85,,0.82,0.96,0.92,0.0,0.04,
"School For Human Rights, The",,0.42,0.67,0.82,,,0.06,0.84,0.56,0.0,1.0,0.0,,0.14,0.74,0.37,,0.47,0.0,0.05,0.95,0.17,0.32,0.63,0.83,1.0,,0.17,0.61,0.17,0.0,0.17,,,0.28,,,0.21,,0.32,0.68,0.67,,0.0,0.32,0.44,0.79,,0.0,,0.86,0.95,0.0,,0.32,,0.59,,0.94,1.0,0.83,0.83,0.21,0.68,0.89,,0.21,0.21,,0.83,0.0,0.41,1.0,0.95,,,1.0,0.0,,,0.89,,0.32,,0.32,0.58,0.32,0.06,0.74,0.37,0.88,,0.0,0.39,,0.14,0.83,0.05,,0.79,0.56,0.32,0.58,0.47,1.0,0.21,0.18,,0.11,0.0,0.94,0.0,0.0,0.0,,0.0,0.79,,0.68,1.0,0.63,0.17,0.56,
P.S./I.S. 217 Roosevelt Island,0.17,0.17,0.27,0.88,0.88,,0.08,0.95,0.92,,0.94,0.0,,0.0,0.83,0.06,,0.17,0.03,0.03,0.89,0.0,0.15,0.94,0.18,0.97,0.0,0.0,0.24,0.19,0.0,0.82,0.88,0.88,0.14,0.0,0.12,0.06,1.0,0.28,0.92,0.11,,0.0,0.08,0.83,0.94,,0.0,,1.0,0.97,1.0,,0.11,0.83,0.94,,0.92,1.0,1.0,0.81,0.09,0.89,0.95,0.12,0.19,0.03,,1.0,1.0,0.06,0.0,0.95,0.12,,1.0,,1.0,,0.92,1.0,0.88,,0.17,0.09,0.24,0.14,0.93,0.86,0.94,0.14,0.0,0.19,0.88,0.0,0.9,0.06,,0.75,0.17,0.14,0.86,0.92,0.86,0.25,0.12,0.0,0.05,0.14,0.86,0.0,0.08,,0.86,0.0,0.81,,0.78,0.92,0.86,0.0,0.11,0.12
I.S. 232,0.0,0.0,0.05,0.88,1.0,0.0,0.0,0.93,1.0,0.0,1.0,0.04,1.0,0.0,0.96,0.0,0.14,0.0,0.0,0.07,0.96,0.0,0.04,1.0,0.3,1.0,0.0,0.0,0.31,0.0,0.0,0.7,1.0,1.0,0.0,0.0,0.0,0.04,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.96,0.96,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.96,,1.0,1.0,0.22,1.0,0.92,0.0,0.37,0.0,0.0,1.0,0.96,0.0,0.0,0.96,0.0,1.0,1.0,0.0,1.0,1.0,0.96,1.0,0.67,0.0,0.04,0.33,0.11,0.0,0.92,0.54,0.88,0.11,0.0,0.0,1.0,0.0,0.82,0.0,0.0,1.0,0.04,0.0,1.0,1.0,0.93,0.0,0.12,0.0,0.08,0.0,1.0,0.0,0.04,0.0,0.89,0.0,0.63,0.0,0.82,0.96,0.96,0.0,0.0,0.0
P.S. 243K- The Weeksville School,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.92,0.82,,1.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.2,1.0,0.3,1.0,0.0,0.0,0.4,0.0,0.0,0.7,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.91,0.09,0.0,0.0,0.09,0.73,1.0,,0.12,0.0,1.0,1.0,0.88,0.0,0.0,0.0,0.82,0.0,0.92,1.0,1.0,1.0,0.1,1.0,0.92,0.0,0.09,0.0,0.0,1.0,1.0,0.18,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.7,0.0,0.27,0.1,0.17,0.0,1.0,0.78,0.9,0.0,0.0,0.09,0.0,0.0,0.57,0.0,0.0,1.0,0.27,0.09,1.0,0.91,1.0,0.0,0.1,0.0,0.08,0.0,1.0,0.0,0.08,,0.0,0.0,0.91,0.0,0.83,0.92,1.0,0.0,0.09,0.0
P.S. 297 Abraham Stockton,,0.1,0.44,0.86,,,0.0,0.95,0.95,0.0,0.93,0.0,,0.07,0.85,0.0,,0.1,0.0,0.0,1.0,0.0,0.14,1.0,0.4,1.0,,0.0,0.4,0.1,0.0,0.6,,,0.1,,,0.0,,0.0,0.9,0.1,,0.0,0.1,0.86,1.0,,0.2,,0.93,1.0,0.8,,0.05,,1.0,,1.0,1.0,1.0,0.9,0.1,0.95,0.95,,0.05,0.0,,1.0,1.0,0.0,0.0,0.95,,,1.0,1.0,,,0.9,,0.67,,0.38,0.24,0.23,0.15,0.93,0.62,0.9,,0.0,0.1,,0.07,1.0,0.0,,0.9,0.14,0.05,1.0,1.0,0.95,0.1,0.14,,0.05,0.0,0.85,0.0,0.0,0.0,,0.0,0.95,,0.82,1.0,1.0,0.0,0.05,
P.S. 182,,0.33,0.5,0.88,,,0.09,0.91,0.64,,0.86,0.04,,0.07,0.56,0.33,,0.45,0.18,0.0,0.94,0.07,0.41,0.67,0.55,0.82,,0.14,0.61,0.33,0.29,0.45,,,0.32,,,0.32,,0.36,0.61,0.38,,0.0,0.39,0.55,0.68,,0.09,,0.93,0.86,0.91,,0.33,,0.45,,0.97,0.89,0.86,0.67,0.32,0.67,0.88,,0.32,0.09,,0.96,0.96,0.55,0.0,0.8,,,0.71,,,,0.67,,0.47,,0.64,0.47,0.2,0.39,0.59,0.35,0.77,,0.0,0.35,,0.11,0.81,0.03,,0.82,0.45,0.42,0.58,0.71,0.91,0.18,0.12,,0.12,0.03,0.61,0.0,0.11,,,0.0,0.68,,0.83,0.89,0.74,0.04,0.29,
Hostos-Lincoln Academy Of Science,,0.25,0.36,0.84,1.0,0.0,0.05,0.95,0.9,0.0,1.0,0.0,0.8,0.0,0.81,0.1,0.0,0.0,0.0,0.05,0.9,0.0,0.21,0.9,0.45,1.0,,0.0,0.5,0.16,0.17,0.55,1.0,0.86,0.05,,0.0,0.0,,0.15,0.81,0.14,0.2,0.14,0.19,1.0,1.0,,0.0,1.0,1.0,0.95,0.0,1.0,0.16,,0.9,1.0,0.91,1.0,1.0,0.84,0.11,0.84,0.9,0.0,0.14,0.05,0.2,1.0,1.0,0.1,1.0,0.95,0.29,0.8,0.83,0.0,,1.0,0.89,,0.61,0.0,0.0,0.32,0.23,0.0,0.85,0.53,0.89,0.43,0.0,0.19,1.0,0.0,0.56,0.0,0.2,0.86,0.0,0.11,0.95,0.79,1.0,0.14,0.16,,0.1,0.0,1.0,0.0,0.05,0.0,0.57,0.0,0.86,0.2,0.64,0.95,0.9,0.0,0.0,0.0
Earth School,,0.08,0.7,0.92,,0.0,0.04,0.88,1.0,0.2,1.0,0.0,,0.0,0.88,0.0,,0.04,0.04,0.0,0.92,0.05,0.21,1.0,0.29,0.96,,0.0,0.46,0.12,0.0,0.71,,,0.0,,,0.0,,0.08,0.92,0.0,,0.0,0.08,1.0,1.0,,0.09,0.0,1.0,0.92,0.91,,0.0,,,0.0,0.96,1.0,1.0,0.88,0.04,1.0,0.91,,0.16,0.04,,0.95,1.0,,0.0,0.95,,,1.0,1.0,,,0.92,,0.79,0.0,0.08,0.17,0.08,,0.95,0.7,0.92,,0.0,0.0,,0.05,0.93,0.0,,0.96,0.0,0.0,1.0,0.92,0.92,0.04,0.08,,0.09,0.08,,0.0,0.04,,,0.0,0.84,,0.76,0.96,1.0,0.05,0.0,
Central Park East Ii,,0.25,0.12,0.84,,,0.0,0.8,0.9,,0.92,0.08,,0.0,0.7,0.1,,0.15,0.05,0.05,0.85,0.0,0.2,0.9,0.3,0.95,,0.0,0.7,0.3,0.08,0.7,,,0.15,,,0.0,,0.15,0.8,0.2,,0.0,0.2,0.9,1.0,,0.1,,1.0,0.95,0.9,,0.35,,0.9,,0.8,1.0,1.0,0.7,0.32,0.65,0.84,,0.45,0.3,,1.0,0.92,0.1,0.0,0.83,,,0.92,,,,0.75,,0.5,,0.0,0.5,0.3,0.0,0.62,0.38,0.89,,0.0,0.15,,0.0,0.45,0.05,,0.8,0.1,0.15,0.9,0.9,0.95,0.2,0.16,,0.16,0.05,1.0,0.0,0.21,,,0.0,0.55,,0.68,0.79,0.8,0.0,0.1,
Bronx Academy For Multi-Media,0.2,0.07,0.2,0.71,,,0.0,0.86,1.0,0.0,1.0,0.0,,0.0,0.93,0.0,,0.07,0.0,0.07,1.0,0.0,0.14,1.0,0.71,1.0,0.0,0.17,0.31,0.0,0.0,0.29,,,0.0,0.0,,0.0,1.0,0.21,1.0,0.0,,0.17,0.0,1.0,1.0,,0.0,,1.0,1.0,0.0,,0.0,0.8,0.86,,0.86,1.0,0.83,1.0,0.21,1.0,0.85,,0.36,0.07,,0.83,1.0,0.14,0.0,1.0,,,1.0,0.0,1.0,,1.0,1.0,0.36,,0.07,0.21,0.14,0.07,0.79,0.36,0.86,,0.0,0.0,,0.0,0.47,0.07,,0.86,0.0,0.0,1.0,1.0,0.93,0.14,0.29,0.0,0.15,0.14,0.93,0.0,0.0,0.0,,0.0,0.64,,0.92,1.0,0.93,0.17,0.0,
High School Of Language And Innovation,0.0,0.0,0.19,0.79,1.0,,0.06,1.0,0.93,0.0,1.0,0.0,,0.07,0.93,0.0,,0.0,0.03,0.03,1.0,0.07,0.3,1.0,0.41,0.97,0.0,0.14,0.45,0.1,0.07,0.59,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1,0.87,0.07,,0.07,0.13,0.9,1.0,,0.0,,0.93,1.0,0.0,,0.0,1.0,1.0,0.6,1.0,0.73,0.86,0.9,0.1,1.0,0.85,0.0,0.1,0.07,,0.86,0.0,0.0,1.0,1.0,0.11,,0.93,0.0,1.0,,0.97,1.0,0.73,0.4,0.0,0.3,0.1,0.0,0.86,0.6,0.93,0.11,0.0,0.07,0.89,0.14,0.94,0.0,,0.93,0.1,0.07,0.97,1.0,0.87,0.07,0.21,0.0,0.15,0.0,1.0,0.0,0.0,0.0,0.89,0.0,0.9,,0.94,1.0,1.0,0.14,0.03,0.0
P.S. 009 Sarah Anderson,,0.0,0.0,0.96,,,0.04,0.93,0.96,,1.0,0.0,,0.0,0.88,0.0,,0.04,0.04,0.0,1.0,0.0,0.04,1.0,0.04,0.96,,0.0,0.08,0.12,0.0,0.96,,,0.0,,,0.0,,0.08,0.96,0.04,,0.0,0.04,1.0,1.0,,0.0,,1.0,0.96,1.0,,0.04,,1.0,,0.93,1.0,1.0,0.88,0.04,0.96,0.96,,0.08,0.0,,1.0,1.0,0.0,0.0,0.96,,,1.0,,,,0.84,,0.96,,0.04,0.04,0.11,0.0,0.96,0.92,0.96,,0.0,0.0,,0.0,0.6,0.0,,0.93,0.0,0.0,0.96,1.0,0.96,0.07,0.04,,0.04,0.04,1.0,0.0,0.04,,,0.0,0.92,,0.78,0.96,1.0,0.0,0.0,
I.S. 584,,0.04,0.09,0.78,1.0,,0.0,0.79,0.91,0.0,1.0,0.0,,0.0,0.83,0.04,,0.14,0.0,0.08,1.0,0.0,0.12,0.96,0.25,1.0,,0.0,0.33,0.13,0.0,0.75,1.0,1.0,0.04,,0.0,0.0,,0.04,0.96,0.0,,0.0,0.04,0.91,1.0,,0.0,,1.0,1.0,0.0,,0.08,,0.92,,0.92,1.0,1.0,0.87,0.25,0.92,0.92,0.0,0.42,0.04,,1.0,1.0,0.08,0.0,0.96,0.0,,1.0,0.0,,,0.96,,0.58,,0.04,0.43,0.17,0.09,0.91,0.48,0.96,0.0,0.0,0.09,1.0,0.0,0.96,0.04,,0.68,0.09,0.04,0.95,1.0,0.92,0.32,0.22,,0.08,0.09,0.91,0.0,0.0,0.0,1.0,0.0,0.58,,0.75,1.0,1.0,0.0,0.0,0.0
P.S. 196,0.14,0.06,0.17,0.86,0.7,,0.09,0.86,0.88,,0.89,0.0,,0.05,0.88,0.03,,0.18,0.09,0.06,0.94,0.05,0.33,0.97,0.52,0.91,0.0,0.16,0.58,0.03,0.0,0.48,1.0,0.9,0.06,0.14,0.3,0.03,1.0,0.09,0.82,0.03,,0.05,0.18,0.91,0.97,,0.33,,0.95,0.94,0.67,,0.06,0.86,0.94,,0.84,0.95,0.84,0.97,0.15,0.94,1.0,0.1,0.18,0.06,,1.0,1.0,0.06,0.0,0.97,0.3,,1.0,,0.86,,0.94,1.0,0.73,,0.36,0.33,0.36,0.06,0.86,0.45,0.83,0.2,0.0,0.06,0.8,0.0,0.56,0.0,,0.82,0.09,0.0,0.91,0.91,0.88,0.18,0.14,0.14,0.0,0.06,0.94,0.0,0.06,,0.8,0.0,0.82,,0.57,0.94,0.91,0.0,0.03,0.1
P.S. 057 Crescent,0.0,0.3,0.36,0.82,1.0,,0.03,0.87,0.68,,0.85,0.05,,0.12,0.62,0.32,,0.35,0.05,0.0,0.92,0.12,0.22,0.68,0.42,0.95,0.0,0.12,0.53,0.35,0.08,0.58,1.0,1.0,0.19,0.0,0.0,0.14,1.0,0.22,0.65,0.38,,0.08,0.35,0.7,0.86,,0.5,,0.88,0.95,0.5,,0.19,1.0,0.53,,0.81,0.92,0.88,0.65,0.17,0.81,1.0,0.33,0.62,0.19,,0.92,0.95,0.47,0.0,0.97,0.0,,0.92,,0.8,,0.78,1.0,0.53,,0.43,0.44,0.24,0.22,0.64,0.39,0.91,0.0,0.0,0.38,0.83,0.08,0.84,0.0,,0.81,0.3,0.16,0.81,0.7,1.0,0.19,0.18,0.2,0.0,0.11,0.78,0.0,0.05,,1.0,0.28,0.38,,0.74,0.95,0.78,0.08,0.3,0.0
P.S. 204 Morris Heights,,0.0,0.04,1.0,,,0.0,0.98,0.95,,1.0,0.08,,0.03,0.93,0.0,,0.02,0.0,0.0,1.0,0.0,0.08,1.0,0.15,1.0,,0.0,0.2,0.02,0.03,0.85,,,0.05,,,0.0,,0.0,1.0,0.05,,0.0,0.0,0.98,1.0,,0.11,,0.97,1.0,0.89,,0.0,,0.98,,0.95,1.0,1.0,0.98,0.02,1.0,1.0,,0.05,0.0,,1.0,0.92,0.02,0.0,1.0,,,0.97,,,,0.95,,0.88,,0.05,0.1,0.07,0.0,0.92,0.92,1.0,,0.0,0.05,,0.0,1.0,0.0,,0.98,0.02,0.0,0.98,1.0,1.0,0.02,0.0,,0.0,0.0,1.0,0.0,0.0,,,0.0,0.95,,0.93,1.0,1.0,0.0,0.05,
Van Siclen Community Middle School,,0.0,0.2,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,0.94,0.0,,0.0,0.0,0.0,1.0,,0.12,1.0,0.47,1.0,,,0.47,0.0,,0.53,1.0,1.0,0.0,,0.0,0.0,,0.0,0.94,0.0,,,0.06,1.0,1.0,,0.0,1.0,,1.0,0.0,,0.0,,1.0,1.0,1.0,,,1.0,0.18,1.0,1.0,0.0,0.06,0.0,,,1.0,0.0,0.0,1.0,0.0,,,0.0,,,1.0,,0.53,0.0,0.29,0.31,0.0,0.0,1.0,0.53,1.0,0.0,0.0,0.0,1.0,,0.85,0.0,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.94,,1.0,1.0,1.0,,0.0,0.0
Professor Juan Bosch Public School,,0.06,0.2,0.91,,,0.0,0.97,0.94,,1.0,0.04,,0.0,0.97,0.03,,0.03,0.0,0.0,0.97,0.0,0.19,0.97,0.23,1.0,,0.0,0.29,0.03,0.0,0.77,,,0.03,,,0.0,,0.12,0.97,0.03,,0.0,0.03,0.91,1.0,,0.0,,1.0,1.0,1.0,,0.06,,0.96,,0.94,1.0,1.0,0.97,0.09,0.94,1.0,,0.06,0.03,,1.0,0.96,0.04,0.0,0.94,,,1.0,,,,0.97,,0.81,,0.03,0.1,0.03,0.08,0.97,0.71,0.94,,0.0,0.03,,0.0,1.0,0.0,,0.94,0.09,0.06,1.0,0.97,1.0,0.06,0.09,,0.0,0.06,0.92,0.0,0.0,,,0.0,0.94,,0.8,1.0,0.97,0.0,0.03,
The Longwood Academy Of Discovery,,0.45,0.45,0.61,,,0.07,0.73,0.42,,0.54,0.17,,0.24,0.52,0.52,,0.66,0.16,0.06,0.67,0.21,0.38,0.48,0.66,0.84,,0.21,0.72,0.36,0.18,0.34,,,0.55,,,0.28,,0.48,0.61,0.61,,0.27,0.39,0.36,0.72,,0.42,,0.76,0.84,0.58,,0.36,,0.42,,0.73,0.83,0.79,0.64,0.28,0.64,0.9,,0.69,0.34,,0.72,0.83,0.58,0.0,0.9,,,0.82,,,,0.67,,0.5,,0.55,0.5,0.45,0.24,0.72,0.47,0.59,,0.0,0.55,,0.28,0.7,0.0,,0.42,0.64,0.42,0.39,0.7,0.9,0.58,0.39,,0.1,0.27,0.76,0.0,0.1,,,0.12,0.31,,0.58,0.9,0.55,0.28,0.55,
P.S. 023 The New Children'S School,,0.06,0.18,0.91,1.0,,0.0,0.88,0.77,0.1,1.0,0.05,,0.0,0.91,0.06,,0.06,0.03,0.03,1.0,0.0,0.17,0.94,0.43,0.97,,0.0,0.5,0.14,0.0,0.57,1.0,1.0,0.11,,0.0,0.0,,0.11,1.0,0.09,,0.0,0.0,0.86,1.0,,0.5,,1.0,1.0,0.5,,0.06,,0.88,,0.94,1.0,1.0,0.86,0.15,0.94,0.97,0.0,0.15,0.0,,1.0,0.95,0.12,0.0,0.97,0.0,,1.0,0.9,,,0.88,,0.74,,0.26,0.29,0.17,0.0,0.96,0.52,0.88,0.0,0.0,0.11,1.0,0.0,0.92,0.03,,0.89,0.14,0.11,0.89,0.94,1.0,0.11,0.09,,0.03,0.03,1.0,0.0,0.0,0.11,1.0,0.0,0.85,,0.8,1.0,0.91,0.0,0.11,0.0
Urban Institute Of Mathematics,0.4,0.11,0.4,0.84,1.0,,0.04,0.89,1.0,0.0,1.0,0.07,0.86,0.0,0.85,0.04,0.14,0.04,0.04,0.07,0.89,0.0,0.07,0.96,0.22,0.96,0.0,0.0,0.07,0.19,0.0,0.78,1.0,1.0,0.04,0.0,0.0,0.07,1.0,0.15,0.93,0.0,0.14,0.0,0.07,0.93,0.93,,0.0,,1.0,1.0,0.0,0.86,0.07,0.6,1.0,,0.92,1.0,1.0,0.81,0.0,0.93,1.0,0.14,0.19,0.0,0.14,1.0,0.93,0.0,0.0,0.96,0.0,0.86,1.0,0.0,0.8,0.83,0.89,1.0,0.85,,0.04,0.11,0.18,0.04,0.92,0.81,0.92,0.14,0.0,0.04,1.0,0.0,0.93,0.07,0.14,0.81,0.07,0.0,1.0,1.0,0.93,0.19,0.16,0.2,0.0,0.11,0.96,0.0,0.07,0.0,0.86,0.0,0.81,0.14,0.86,0.93,0.93,0.0,0.04,0.0
P.S./M.S. 004 Crotona Park West,0.14,0.11,0.17,0.94,1.0,,0.03,0.97,0.92,,0.94,0.04,,0.19,0.79,0.08,,0.11,0.03,0.03,0.95,0.06,0.03,0.92,0.17,0.97,0.0,0.0,0.11,0.11,0.12,0.83,1.0,1.0,0.05,0.0,0.0,0.03,1.0,0.11,0.84,0.0,,0.06,0.16,0.95,0.97,,0.2,,0.81,0.95,0.8,,0.05,0.86,0.97,,0.97,0.88,1.0,0.89,0.06,0.95,0.97,0.14,0.18,0.03,,1.0,0.96,0.03,0.0,0.95,0.14,,0.88,,1.0,,0.92,1.0,0.81,,0.16,0.17,0.1,0.03,0.94,0.87,0.97,0.0,0.0,0.11,1.0,0.06,0.89,0.03,,0.87,0.05,0.05,0.92,0.97,0.97,0.13,0.06,0.0,0.03,0.03,0.97,0.0,0.05,,1.0,0.0,0.82,,0.92,0.95,0.95,0.0,0.05,0.0
P.S. 155 William Paca,,0.33,0.22,0.83,0.8,0.2,0.05,0.77,0.59,,0.92,0.1,0.6,0.0,0.55,0.36,0.4,0.48,0.05,0.0,0.95,0.08,0.19,0.64,0.43,0.95,,0.17,0.52,0.38,0.0,0.57,0.8,0.8,0.32,,0.2,0.14,,0.38,0.73,0.41,0.4,0.0,0.27,0.59,0.86,,0.14,0.8,1.0,0.95,0.86,0.6,0.33,,0.5,0.8,0.84,0.92,0.83,0.62,0.1,0.67,0.95,0.2,0.18,0.1,0.4,1.0,0.9,0.5,0.0,0.95,0.2,0.6,1.0,,,0.6,0.6,,0.81,0.2,0.38,0.24,0.41,,0.76,0.53,0.84,0.2,0.0,0.45,0.8,0.08,0.73,0.05,0.4,0.36,0.41,0.29,0.77,0.71,0.95,0.64,0.17,,0.05,0.27,,0.0,0.05,,0.8,0.0,0.82,0.4,0.55,0.95,0.67,0.0,0.41,0.2
Jill Chaifetz Transfer High School,,0.07,0.15,0.79,,,0.0,0.88,0.93,0.0,,0.0,,,0.87,0.07,,0.07,0.0,0.13,0.93,,0.14,0.93,0.57,1.0,,,0.43,0.0,,0.43,,,0.13,,,0.07,,0.07,0.87,0.27,,,0.13,0.67,0.93,,0.0,,,1.0,0.0,,0.07,,0.53,,0.94,,,1.0,0.07,0.93,1.0,,0.0,0.07,,,0.0,0.47,0.92,1.0,,,,0.0,,,1.0,,0.64,,0.0,0.14,0.25,0.0,0.85,0.69,0.79,,0.08,0.13,,,0.94,0.0,,0.93,0.33,0.13,0.93,0.67,1.0,0.07,0.21,,0.0,0.07,1.0,0.08,0.0,0.0,,0.0,1.0,,0.88,1.0,0.93,,0.07,
