dbn,location,p_q11b,p_q11f_1,p_q8f_1,p_q9,p_q10b,p_q2d_1,p_q7c_1,p_q7d_5,p_q8b_5,p_q10l,p_q2g_5,p_q11b_1,nr_p,p_q2i_4,p_q11a_3,p_q12aa_3,p_q5b,p_q8c_2,p_q1_4,p_q2h_3,aca_p_10,p_q8f_5,aca_tot_10,p_q4a_5,p_q8e_5,p_q12bb,p_q2i_3,p_q8e_4,p_q4e_5,p_q6_4,p_q4e_1,com_p_10,p_q5h,p_q3c_1,p_q11f_2,p_q2f_2,p_q3b,p_q2g_1,p_q2a_5,p_q4d_3,p_q8d_4,p_q1_12,p_q7b,p_q3d,p_q5g,sch_type,p_q2c_1,p_q3a_5,p_q2b_2,p_q11d_2,p_q7a_2,p_q7b_2,p_q8b_3,p_q9_3,p_q2a_2,p_q10k,p_q2a_4,p_q7a_5,p_q2c_5,p_q7b_4,p_q8e_3,borough,saf_tot_10,rr_t,p_q7d_1,p_q2g_4,p_q10i,p_q2g,p_q3a_1,p_q1_10,p_q3c_2,p_q8d_5,p_q2f_5,p_q8a_3,p_q4e_3,p_q3d_3,p_q5j,p_q2e_3,p_q10d,p_q11d_1,p_q4c_5,p_q2d_3,com_t_10,saf_p_10,p_q7d,p_q7d_2,p_q1_1,p_q8c_1,p_q7b_3,rr_p,p_q12aa,p_q2e_5,p_q9_9,p_q10,p_q4b_4,com_tot_10,p_q12ab,eng_p_10
16K584,M.S. 584,7.4,38.0,47.0,,44.0,39.0,25.0,6.0,17.0,3.0,1.0,33.0,237,5.0,5.0,13.0,9.0,10.0,0.0,17.0,7.7,32.0,7.4,3.0,29.0,,10.0,1.0,,6.0,,7.3,48.0,32.0,55.0,52.0,6.2,48.0,0.0,8.0,5.0,0.0,7.3,,6.0,Middle School,27.0,11.0,61.0,60.0,56.0,62.0,10.0,9.0,55.0,4.0,0.0,6.0,1.0,5.0,5.0,BROOKLYN,6.6,100,33.0,1.0,8.0,8.1,25.0,30.0,36.0,24.0,3.0,9.0,,30.0,29.0,0.0,43.0,30.0,3.0,1.0,6.5,7.6,7.5,55.0,0.0,59.0,6.0,38,,29.0,21.0,,0.0,6.6,,7.5
17K316,P.S. 316 Elijah Stroud,7.7,43.0,56.0,,28.0,57.0,40.0,4.0,29.0,5.0,4.0,44.0,227,2.0,4.0,12.0,61.0,9.0,16.0,18.0,8.1,40.0,7.5,2.0,34.0,,5.0,0.0,,2.0,,7.9,52.0,49.0,46.0,44.0,7.0,46.0,0.0,8.0,4.0,0.0,8.8,,10.0,Elementary School,49.0,6.0,50.0,42.0,44.0,42.0,5.0,15.0,39.0,5.0,1.0,0.0,4.0,0.0,1.0,BROOKLYN,7.5,55,53.0,1.0,13.0,8.1,40.0,0.0,29.0,38.0,0.0,4.0,,18.0,32.0,0.0,53.0,47.0,1.0,4.0,5.9,8.6,8.5,43.0,7.0,54.0,1.0,63,,20.0,11.0,,0.0,6.9,,8.1
11X142,MS 142 John Philip Sousa,6.9,22.0,25.0,,37.0,37.0,23.0,13.0,39.0,1.0,10.0,28.0,843,3.0,14.0,11.0,35.0,8.0,0.0,23.0,7.0,55.0,6.8,4.0,52.0,,11.0,3.0,,9.0,,6.8,59.0,15.0,57.0,49.0,5.7,35.0,0.0,13.0,8.0,0.0,7.0,,24.0,Middle School,24.0,15.0,53.0,48.0,47.0,60.0,6.0,16.0,60.0,2.0,2.0,6.0,3.0,3.0,2.0,BRONX,5.9,60,32.0,3.0,0.0,7.5,17.0,30.0,20.0,34.0,0.0,19.0,,36.0,44.0,2.0,51.0,24.0,0.0,3.0,5.0,7.0,7.3,44.0,0.0,42.0,13.0,14,,43.0,15.0,,4.0,5.8,,6.8
11X322,Aspire Preparatory Middle School,7.3,36.0,35.0,,35.0,42.0,29.0,13.0,24.0,2.0,10.0,34.0,519,6.0,7.0,13.0,9.0,6.0,0.0,19.0,7.6,37.0,7.0,4.0,32.0,,8.0,2.0,,7.0,,7.1,54.0,34.0,55.0,46.0,5.1,40.0,2.0,7.0,7.0,0.0,6.8,,5.0,Middle School,31.0,15.0,55.0,54.0,54.0,52.0,9.0,16.0,55.0,2.0,2.0,5.0,2.0,6.0,7.0,BRONX,6.0,52,31.0,1.0,3.0,7.9,26.0,28.0,27.0,28.0,1.0,12.0,,30.0,14.0,5.0,44.0,29.0,4.0,5.0,5.6,7.3,7.2,44.0,0.0,61.0,12.0,43,,38.0,13.0,,4.0,6.1,,7.2
01M448,University Neighborhood High School,6.7,17.0,15.0,,56.0,32.0,13.0,7.0,24.0,0.0,4.0,22.0,497,2.0,16.0,31.0,22.0,13.0,0.0,16.0,6.6,52.0,6.5,9.0,45.0,,16.0,13.0,16.0,11.0,20.0,6.8,53.0,14.0,55.0,72.0,6.0,28.0,0.0,17.0,8.0,23.0,6.9,,24.0,High School,24.0,19.0,67.0,58.0,42.0,74.0,15.0,20.0,71.0,2.0,0.0,6.0,2.0,4.0,11.0,MANHATTAN,5.9,83,22.0,0.0,4.0,7.4,15.0,0.0,31.0,35.0,0.0,27.0,20.0,31.0,36.0,6.0,33.0,17.0,9.0,2.0,5.3,6.4,6.4,49.0,0.0,47.0,8.0,11,,25.0,20.0,,2.0,5.8,,6.8
02M560,High School M560 - City As School,7.7,45.0,49.0,,53.0,63.0,33.0,27.0,12.0,2.0,5.0,45.0,575,0.0,7.0,19.0,7.0,5.0,0.0,9.0,7.9,37.0,7.8,5.0,47.0,,0.0,0.0,5.0,0.0,56.0,7.3,37.0,12.0,45.0,44.0,5.3,44.0,0.0,3.0,2.0,2.0,8.5,,14.0,High School,49.0,21.0,42.0,48.0,46.0,55.0,0.0,23.0,40.0,0.0,0.0,0.0,2.0,0.0,5.0,MANHATTAN,8.1,20,42.0,0.0,5.0,7.9,21.0,0.0,43.0,32.0,2.0,2.0,2.0,31.0,23.0,0.0,21.0,38.0,7.0,2.0,7.7,8.8,8.6,30.0,0.0,74.0,0.0,7,,52.0,15.0,,7.0,7.1,,7.7
10X390,M.S. 390,7.5,40.0,55.0,,30.0,59.0,44.0,5.0,17.0,1.0,3.0,40.0,467,1.0,4.0,5.0,22.0,7.0,0.0,10.0,7.9,34.0,7.7,6.0,27.0,,7.0,0.0,,2.0,,7.8,41.0,38.0,53.0,42.0,7.1,50.0,0.0,5.0,2.0,0.0,8.0,,15.0,Middle School,49.0,11.0,45.0,51.0,44.0,44.0,4.0,8.0,42.0,1.0,1.0,3.0,0.0,1.0,2.0,BRONX,7.2,64,48.0,1.0,2.0,8.1,36.0,27.0,29.0,23.0,0.0,9.0,,19.0,25.0,5.0,36.0,39.0,5.0,1.0,6.5,8.4,8.1,43.0,0.0,67.0,9.0,81,,24.0,19.0,,1.0,6.8,,7.8
10X440,DeWitt Clinton High School,6.9,28.0,20.0,,33.0,33.0,17.0,10.0,21.0,2.0,7.0,23.0,4020,4.0,7.0,12.0,25.0,20.0,0.0,22.0,7.2,33.0,7.5,6.0,35.0,,12.0,6.0,11.0,2.0,23.0,6.7,55.0,14.0,61.0,57.0,5.7,27.0,1.0,7.0,8.0,22.0,6.2,,17.0,High School,25.0,17.0,63.0,61.0,59.0,51.0,11.0,10.0,66.0,3.0,2.0,5.0,3.0,7.0,9.0,BRONX,6.5,66,21.0,2.0,3.0,7.2,16.0,0.0,24.0,26.0,2.0,14.0,12.0,26.0,37.0,12.0,34.0,20.0,6.0,5.0,7.5,6.6,6.7,52.0,0.0,38.0,19.0,38,,20.0,20.0,,3.0,6.6,,6.8
12X267,Bronx Latin,7.6,37.0,45.0,,25.0,36.0,26.0,10.0,22.0,2.0,3.0,37.0,309,2.0,6.0,12.0,66.0,9.0,0.0,13.0,7.7,37.0,7.7,5.0,35.0,,8.0,3.0,13.0,5.0,27.0,7.3,62.0,20.0,57.0,54.0,6.6,38.0,1.0,5.0,3.0,18.0,7.3,,9.0,Middle / High School,30.0,11.0,54.0,55.0,54.0,57.0,6.0,15.0,56.0,2.0,2.0,4.0,1.0,3.0,3.0,BRONX,7.1,94,26.0,0.0,4.0,7.6,32.0,20.0,26.0,27.0,1.0,9.0,5.0,25.0,43.0,10.0,44.0,31.0,3.0,5.0,6.5,7.8,7.0,51.0,0.0,61.0,11.0,80,,20.0,14.0,,3.0,6.7,,7.2
20K180,The SEEALL Academy,7.6,41.0,73.0,,31.0,49.0,38.0,6.0,18.0,2.0,8.0,38.0,1026,1.0,2.0,6.0,48.0,6.0,12.0,6.0,7.9,23.0,8.1,7.0,22.0,,5.0,1.0,,2.0,,7.7,46.0,27.0,54.0,53.0,6.3,41.0,0.0,7.0,1.0,0.0,8.3,,12.0,Elementary / Middle School,41.0,5.0,53.0,58.0,50.0,52.0,2.0,20.0,49.0,2.0,0.0,1.0,1.0,1.0,0.0,BROOKLYN,8.2,69,47.0,0.0,5.0,8.1,34.0,7.0,36.0,22.0,0.0,3.0,,28.0,31.0,5.0,66.0,35.0,3.0,3.0,8.1,8.8,8.2,44.0,6.0,69.0,3.0,52,,22.0,11.0,,1.0,7.4,,7.8
09X163,P.S. 163 Arthur A. Schomburg,7.6,52.0,75.0,,21.0,57.0,37.0,7.0,12.0,4.0,2.0,42.0,471,4.0,3.0,6.0,21.0,3.0,20.0,8.0,8.0,19.0,7.1,4.0,17.0,,5.0,1.0,,9.0,,7.9,14.0,44.0,41.0,37.0,6.8,53.0,1.0,3.0,4.0,0.0,8.2,,18.0,Elementary School,50.0,7.0,49.0,50.0,48.0,54.0,3.0,28.0,45.0,2.0,1.0,1.0,0.0,1.0,1.0,BRONX,7.5,38,37.0,1.0,10.0,8.3,37.0,0.0,37.0,22.0,1.0,5.0,,14.0,25.0,4.0,66.0,41.0,2.0,4.0,5.2,8.6,7.8,51.0,1.0,73.0,4.0,35,,23.0,13.0,,2.0,6.6,,7.8
10X225,Theatre Arts Production Company School,7.9,48.0,84.0,,27.0,50.0,35.0,2.0,11.0,0.0,1.0,39.0,457,0.0,2.0,12.0,32.0,1.0,0.0,11.0,8.2,15.0,7.9,2.0,14.0,,3.0,1.0,7.0,0.0,39.0,7.7,39.0,16.0,51.0,60.0,6.6,39.0,0.0,2.0,0.0,12.0,7.9,,27.0,Middle / High School,49.0,2.0,42.0,58.0,61.0,53.0,2.0,14.0,41.0,1.0,0.0,0.0,1.0,0.0,0.0,BRONX,8.0,85,27.0,0.0,3.0,7.9,26.0,11.0,30.0,12.0,0.0,4.0,4.0,27.0,28.0,1.0,59.0,38.0,5.0,0.0,6.6,8.9,7.5,68.0,1.0,89.0,10.0,30,,31.0,12.0,,1.0,7.1,,8.0
10X495,University Heights Secondary School at Bronx Community College,7.8,44.0,61.0,,26.0,59.0,46.0,7.0,24.0,5.0,5.0,42.0,424,5.0,5.0,13.0,23.0,0.0,3.0,8.0,8.1,34.0,7.9,3.0,32.0,,3.0,0.0,8.0,0.0,43.0,7.9,23.0,32.0,50.0,42.0,6.2,61.0,0.0,5.0,0.0,18.0,8.4,,41.0,High School,51.0,5.0,59.0,53.0,37.0,49.0,3.0,23.0,38.0,3.0,0.0,5.0,0.0,0.0,0.0,BRONX,8.3,96,52.0,0.0,5.0,8.8,28.0,0.0,43.0,26.0,0.0,0.0,5.0,28.0,38.0,0.0,54.0,42.0,0.0,0.0,6.7,9.0,8.5,41.0,0.0,76.0,5.0,9,,33.0,23.0,,0.0,6.9,,8.0
02M217,P.S./I.S. 217 Roosevelt Island,7.8,44.0,66.0,,74.0,60.0,35.0,13.0,17.0,1.0,20.0,42.0,310,3.0,3.0,6.0,47.0,7.0,13.0,7.0,8.0,28.0,7.9,4.0,28.0,,7.0,0.0,,1.0,,7.9,60.0,30.0,50.0,43.0,6.8,38.0,0.0,7.0,2.0,0.0,8.7,,13.0,Elementary / Middle School,45.0,4.0,44.0,55.0,43.0,43.0,3.0,18.0,36.0,1.0,1.0,1.0,2.0,2.0,1.0,MANHATTAN,7.7,84,41.0,1.0,9.0,8.1,40.0,8.0,39.0,24.0,1.0,11.0,,36.0,20.0,0.0,58.0,35.0,2.0,3.0,7.2,8.6,8.0,41.0,6.0,69.0,1.0,65,,35.0,14.0,,1.0,7.1,,8.0
08X107,P.S. 107,7.8,45.0,66.0,,26.0,52.0,32.0,5.0,28.0,1.0,7.0,43.0,426,3.0,3.0,14.0,44.0,6.0,13.0,12.0,8.0,28.0,7.8,4.0,24.0,,8.0,2.0,,6.0,,7.8,42.0,40.0,47.0,48.0,7.2,38.0,1.0,4.0,4.0,1.0,8.3,,6.0,Elementary School,34.0,4.0,48.0,51.0,50.0,58.0,7.0,23.0,45.0,4.0,0.0,0.0,3.0,1.0,0.0,BRONX,7.3,46,45.0,1.0,11.0,7.8,42.0,0.0,39.0,29.0,0.0,13.0,,18.0,18.0,3.0,64.0,41.0,4.0,1.0,6.4,8.2,8.0,46.0,5.0,56.0,1.0,48,,23.0,4.0,,2.0,7.1,,7.8
06M324,M.S. 324 - Patria Mirabal,8.5,58.0,58.0,,44.0,65.0,58.0,2.0,17.0,3.0,3.0,58.0,386,0.0,2.0,5.0,38.0,5.0,0.0,4.0,8.6,35.0,8.6,4.0,35.0,,2.0,0.0,,0.0,,8.5,40.0,47.0,39.0,33.0,7.7,63.0,0.0,1.0,1.0,1.0,9.0,,15.0,Middle School,61.0,3.0,36.0,43.0,33.0,38.0,2.0,13.0,33.0,4.0,1.0,1.0,0.0,0.0,0.0,MANHATTAN,8.4,100,59.0,1.0,6.0,8.7,46.0,35.0,32.0,29.0,0.0,4.0,,12.0,46.0,2.0,45.0,54.0,1.0,2.0,8.1,9.1,8.6,38.0,0.0,71.0,0.0,80,,11.0,15.0,,0.0,7.8,,8.5
08X405,Herbert H. Lehman High School,7.1,28.0,17.0,,47.0,39.0,17.0,10.0,28.0,3.0,9.0,26.0,3697,6.0,9.0,17.0,13.0,13.0,0.0,21.0,7.1,45.0,6.6,8.0,50.0,,11.0,7.0,14.0,2.0,22.0,6.6,55.0,22.0,58.0,51.0,6.1,29.0,1.0,7.0,7.0,21.0,6.7,,17.0,High School,24.0,20.0,56.0,58.0,52.0,55.0,7.0,13.0,64.0,1.0,3.0,7.0,3.0,6.0,9.0,BRONX,5.8,23,26.0,4.0,5.0,7.2,18.0,1.0,32.0,40.0,0.0,12.0,10.0,26.0,53.0,6.0,42.0,21.0,4.0,3.0,4.4,6.6,6.6,46.0,0.0,37.0,13.0,6,,38.0,20.0,,6.0,5.5,,7.1
17K544,International Arts Business School,7.2,25.0,29.0,,51.0,48.0,29.0,4.0,34.0,0.0,8.0,28.0,427,2.0,0.0,18.0,24.0,11.0,0.0,12.0,7.7,51.0,7.0,1.0,48.0,,5.0,3.0,15.0,2.0,27.0,7.4,54.0,23.0,63.0,55.0,5.5,38.0,0.0,7.0,4.0,28.0,7.6,,10.0,High School,37.0,10.0,58.0,58.0,67.0,61.0,2.0,9.0,54.0,0.0,2.0,5.0,5.0,3.0,2.0,BROOKLYN,6.5,73,38.0,0.0,4.0,7.9,24.0,0.0,39.0,42.0,2.0,16.0,5.0,19.0,18.0,0.0,28.0,33.0,0.0,3.0,6.0,7.8,7.8,55.0,0.0,56.0,5.0,16,,37.0,21.0,,0.0,6.3,,7.6
13K592,Khalil Gibran International Academy,7.7,44.0,73.0,,37.0,51.0,41.0,6.0,16.0,3.0,2.0,46.0,99,2.0,8.0,15.0,17.0,5.0,0.0,8.0,8.0,19.0,8.3,0.0,19.0,,8.0,5.0,,5.0,,7.9,54.0,25.0,46.0,39.0,7.1,59.0,0.0,5.0,3.0,0.0,8.3,,18.0,Middle School,37.0,9.0,54.0,45.0,36.0,49.0,2.0,14.0,44.0,3.0,0.0,0.0,0.0,0.0,0.0,BROOKLYN,8.3,100,48.0,2.0,6.0,8.4,31.0,30.0,48.0,15.0,0.0,19.0,,20.0,35.0,2.0,40.0,44.0,3.0,2.0,8.7,8.2,8.2,42.0,0.0,77.0,5.0,66,,44.0,17.0,,3.0,7.9,,7.8
06M346,Community Health Academy of the Heights,7.7,48.0,55.0,,21.0,54.0,37.0,6.0,16.0,1.0,2.0,40.0,404,3.0,6.0,10.0,13.0,3.0,0.0,15.0,8.0,34.0,7.2,5.0,25.0,,7.0,1.0,8.0,7.0,45.0,7.7,46.0,33.0,44.0,42.0,6.8,53.0,1.0,6.0,3.0,11.0,7.1,,14.0,Middle / High School,40.0,7.0,49.0,52.0,46.0,45.0,2.0,13.0,47.0,1.0,2.0,3.0,0.0,6.0,2.0,MANHATTAN,6.9,91,47.0,1.0,4.0,8.3,32.0,26.0,23.0,26.0,1.0,8.0,5.0,23.0,45.0,5.0,39.0,39.0,3.0,2.0,5.7,8.3,7.8,37.0,0.0,69.0,13.0,67,,20.0,21.0,,3.0,6.4,,7.4
04M435,Manhattan Center for Science and Mathematics,7.2,32.0,40.0,,45.0,44.0,30.0,9.0,27.0,1.0,9.0,29.0,1638,2.0,7.0,13.0,20.0,10.0,0.0,19.0,7.5,45.0,6.9,6.0,40.0,,9.0,3.0,16.0,1.0,22.0,7.0,56.0,18.0,60.0,46.0,5.9,36.0,1.0,5.0,2.0,24.0,7.5,,21.0,High School,35.0,13.0,58.0,60.0,58.0,56.0,4.0,11.0,57.0,2.0,1.0,3.0,3.0,1.0,5.0,MANHATTAN,7.2,62,33.0,3.0,6.0,7.7,20.0,0.0,39.0,35.0,1.0,9.0,13.0,27.0,44.0,4.0,33.0,25.0,4.0,4.0,3.2,8.1,7.7,53.0,0.0,53.0,10.0,30,,35.0,14.0,,2.0,5.3,,7.4
02M615,Chelsea Career and Technical Education High School,7.6,44.0,40.0,,34.0,47.0,24.0,13.0,29.0,1.0,5.0,37.0,550,3.0,4.0,15.0,4.0,7.0,0.0,12.0,7.8,44.0,7.1,6.0,42.0,,4.0,3.0,12.0,5.0,36.0,7.4,42.0,31.0,47.0,47.0,6.8,38.0,0.0,5.0,4.0,33.0,7.0,,13.0,High School,41.0,12.0,51.0,51.0,58.0,50.0,6.0,10.0,52.0,1.0,0.0,4.0,2.0,5.0,2.0,MANHATTAN,6.8,90,36.0,3.0,4.0,7.5,27.0,0.0,29.0,37.0,1.0,12.0,12.0,23.0,32.0,5.0,32.0,35.0,1.0,1.0,5.7,7.9,7.7,43.0,0.0,54.0,13.0,26,,42.0,15.0,,1.0,6.1,,7.4
20K490,Fort Hamilton High School,7.1,34.0,43.0,,38.0,40.0,27.0,7.0,20.0,1.0,9.0,28.0,3680,2.0,5.0,8.0,30.0,19.0,0.0,19.0,7.5,35.0,7.9,7.0,34.0,,10.0,4.0,9.0,2.0,32.0,6.9,62.0,14.0,59.0,55.0,5.6,34.0,1.0,6.0,4.0,29.0,7.3,,14.0,High School,30.0,16.0,61.0,59.0,60.0,58.0,6.0,8.0,61.0,3.0,1.0,4.0,3.0,3.0,4.0,BROOKLYN,7.6,86,34.0,1.0,5.0,7.6,13.0,0.0,26.0,25.0,1.0,12.0,9.0,28.0,27.0,6.0,38.0,25.0,5.0,7.0,7.7,7.7,7.5,52.0,0.0,51.0,10.0,42,,19.0,18.0,,2.0,7.0,,7.2
13K483,Urban Assembly School for Law and Justice,8.2,51.0,45.0,,59.0,55.0,51.0,9.0,32.0,0.0,7.0,51.0,454,3.0,0.0,13.0,16.0,4.0,0.0,8.0,8.4,43.0,8.2,1.0,41.0,,7.0,1.0,8.0,2.0,39.0,8.0,32.0,21.0,47.0,35.0,6.8,48.0,0.0,1.0,3.0,25.0,8.6,,17.0,High School,45.0,4.0,43.0,50.0,51.0,44.0,4.0,12.0,41.0,3.0,1.0,2.0,1.0,0.0,4.0,BROOKLYN,7.5,91,48.0,1.0,2.0,8.2,29.0,0.0,39.0,36.0,0.0,15.0,6.0,19.0,49.0,3.0,29.0,43.0,2.0,1.0,7.0,8.4,8.1,38.0,0.0,54.0,2.0,39,,39.0,17.0,,1.0,7.0,,7.8
08X282,Women's Academy of Excellence,7.0,22.0,58.0,,59.0,38.0,20.0,4.0,18.0,2.0,13.0,29.0,285,2.0,8.0,27.0,5.0,11.0,0.0,14.0,7.2,38.0,6.7,4.0,30.0,,2.0,0.0,10.0,16.0,18.0,7.1,53.0,21.0,61.0,56.0,6.5,33.0,4.0,6.0,4.0,20.0,8.0,,17.0,High School,27.0,9.0,49.0,63.0,68.0,75.0,4.0,25.0,59.0,2.0,2.0,2.0,0.0,0.0,0.0,BRONX,7.1,58,31.0,0.0,3.0,7.8,27.0,0.0,43.0,28.0,2.0,13.0,22.0,33.0,41.0,4.0,41.0,25.0,0.0,4.0,4.6,8.2,7.5,59.0,0.0,60.0,2.0,20,,38.0,6.0,,4.0,5.7,,6.9
02M183,P.S. 183 Robert L. Stevenson,8.1,50.0,82.0,,93.0,74.0,39.0,18.0,22.0,1.0,32.0,48.0,531,1.0,3.0,14.0,83.0,4.0,16.0,10.0,8.1,17.0,8.5,2.0,22.0,,4.0,0.0,,1.0,,8.3,81.0,48.0,44.0,40.0,7.8,35.0,0.0,8.0,1.0,0.0,8.3,,7.0,Elementary School,57.0,0.0,32.0,42.0,38.0,52.0,2.0,12.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,MANHATTAN,8.5,40,45.0,0.0,3.0,8.3,61.0,0.0,34.0,30.0,0.0,6.0,,42.0,49.0,2.0,62.0,51.0,1.0,0.0,7.6,8.8,8.5,38.0,0.0,71.0,4.0,44,,36.0,2.0,,1.0,8.0,,8.5
12X388,Pan American International High School at Monroe,8.0,53.0,75.0,,18.0,72.0,55.0,0.0,3.0,9.0,1.0,42.0,183,0.0,4.0,3.0,68.0,3.0,0.0,1.0,8.4,21.0,7.9,0.0,16.0,,1.0,0.0,5.0,1.0,52.0,8.7,82.0,43.0,44.0,31.0,8.8,56.0,1.0,3.0,0.0,40.0,8.9,,18.0,High School,57.0,0.0,45.0,45.0,46.0,36.0,1.0,37.0,39.0,3.0,0.0,0.0,0.0,0.0,1.0,BRONX,7.6,50,60.0,0.0,49.0,8.5,52.0,0.0,41.0,11.0,0.0,3.0,2.0,9.0,64.0,0.0,79.0,53.0,1.0,0.0,6.0,9.2,8.6,39.0,0.0,90.0,1.0,42,,49.0,15.0,,0.0,7.1,,8.7
02M545,High School for Dual Language and Asian Studies,7.2,29.0,78.0,,31.0,47.0,33.0,2.0,14.0,1.0,8.0,31.0,305,2.0,4.0,6.0,14.0,9.0,0.0,7.0,7.5,19.0,6.9,4.0,18.0,,5.0,1.0,9.0,2.0,22.0,7.2,47.0,8.0,62.0,61.0,5.5,26.0,0.0,3.0,2.0,27.0,8.2,,14.0,High School,35.0,1.0,62.0,65.0,58.0,59.0,1.0,21.0,62.0,1.0,0.0,1.0,0.0,1.0,0.0,MANHATTAN,7.9,70,32.0,2.0,4.0,7.5,11.0,1.0,36.0,16.0,0.0,0.0,1.0,22.0,32.0,2.0,30.0,28.0,4.0,1.0,5.0,8.7,7.6,64.0,0.0,70.0,2.0,46,,23.0,15.0,,1.0,6.0,,7.2
19K065,P.S. 065,8.3,62.0,82.0,,24.0,62.0,54.0,3.0,17.0,3.0,2.0,55.0,488,1.0,1.0,6.0,10.0,3.0,15.0,5.0,8.7,16.0,9.1,1.0,15.0,,3.0,0.0,,1.0,,8.4,70.0,54.0,36.0,40.0,7.9,55.0,0.0,2.0,1.0,0.0,9.1,,7.0,Elementary School,53.0,2.0,43.0,41.0,38.0,33.0,3.0,23.0,38.0,3.0,1.0,3.0,0.0,0.0,0.0,BROOKLYN,9.4,100,61.0,0.0,10.0,8.5,41.0,0.0,31.0,21.0,0.0,3.0,,14.0,35.0,1.0,71.0,56.0,1.0,0.0,9.4,9.1,8.7,35.0,0.0,74.0,1.0,94,,17.0,13.0,,1.0,8.9,,8.4
10X094,P.S. 094 Kings College School,7.6,36.0,66.0,,23.0,44.0,37.0,6.0,22.0,3.0,7.0,37.0,722,1.0,4.0,10.0,17.0,6.0,17.0,12.0,7.9,29.0,7.4,3.0,24.0,,8.0,1.0,,2.0,,7.8,42.0,42.0,57.0,55.0,7.6,37.0,1.0,6.0,2.0,0.0,8.3,,9.0,Elementary School,37.0,3.0,57.0,57.0,51.0,53.0,4.0,13.0,55.0,2.0,1.0,2.0,2.0,0.0,0.0,BRONX,7.7,72,37.0,1.0,7.0,7.8,44.0,0.0,33.0,25.0,1.0,9.0,,21.0,29.0,3.0,62.0,35.0,2.0,2.0,6.1,8.5,7.7,52.0,1.0,64.0,4.0,57,,22.0,11.0,,1.0,6.9,,7.7
02M489,High School of Economics and Finance,7.2,23.0,44.0,,57.0,28.0,21.0,8.0,23.0,1.0,14.0,24.0,784,2.0,7.0,19.0,30.0,13.0,0.0,18.0,7.2,44.0,7.3,6.0,41.0,,7.0,1.0,17.0,5.0,20.0,6.7,69.0,19.0,67.0,57.0,5.9,22.0,4.0,5.0,1.0,32.0,7.6,,28.0,High School,21.0,14.0,61.0,67.0,58.0,64.0,4.0,19.0,62.0,3.0,1.0,4.0,6.0,2.0,3.0,MANHATTAN,7.1,80,23.0,4.0,9.0,7.1,11.0,0.0,30.0,31.0,2.0,7.0,11.0,35.0,33.0,8.0,36.0,19.0,7.0,12.0,6.7,7.9,7.1,61.0,0.0,51.0,5.0,18,,38.0,22.0,,3.0,6.3,,7.0
03M087,P.S. 087 William Sherman,8.0,58.0,83.0,,88.0,74.0,36.0,23.0,18.0,2.0,36.0,51.0,835,2.0,3.0,15.0,79.0,10.0,16.0,13.0,8.3,17.0,7.5,1.0,21.0,,3.0,0.0,,1.0,,8.1,76.0,52.0,37.0,44.0,7.8,29.0,0.0,5.0,1.0,0.0,7.7,,5.0,Elementary School,53.0,0.0,42.0,43.0,38.0,57.0,3.0,15.0,31.0,10.0,1.0,1.0,0.0,1.0,0.0,MANHATTAN,8.1,48,38.0,1.0,6.0,8.0,64.0,0.0,33.0,30.0,0.0,15.0,,36.0,23.0,5.0,77.0,47.0,1.0,0.0,5.6,8.5,8.2,36.0,1.0,64.0,10.0,49,,29.0,1.0,,1.0,6.9,,8.4
17K397,P.S. 397 Foster-Laurie,7.9,48.0,69.0,,36.0,53.0,46.0,4.0,28.0,1.0,10.0,46.0,345,3.0,0.0,9.0,18.0,4.0,23.0,8.0,8.4,29.0,8.3,4.0,26.0,,4.0,0.0,,6.0,,8.1,22.0,42.0,47.0,46.0,6.8,41.0,0.0,3.0,1.0,0.0,8.8,,8.0,Elementary School,40.0,2.0,48.0,48.0,44.0,46.0,4.0,24.0,35.0,1.0,2.0,2.0,2.0,0.0,0.0,BROOKLYN,8.4,84,50.0,0.0,4.0,8.1,44.0,0.0,37.0,32.0,1.0,10.0,,22.0,16.0,3.0,54.0,48.0,1.0,1.0,7.3,8.7,8.2,42.0,1.0,68.0,0.0,49,,26.0,14.0,,1.0,7.7,,7.9
01M332,University Neighborhood Middle School,7.5,37.0,41.0,,47.0,59.0,35.0,3.0,19.0,2.0,5.0,38.0,159,4.0,4.0,10.0,16.0,4.0,0.0,11.0,7.8,32.0,7.6,0.0,33.0,,5.0,2.0,,9.0,,7.9,46.0,42.0,53.0,37.0,7.3,55.0,0.0,4.0,12.0,0.0,8.0,,10.0,Middle School,43.0,10.0,41.0,49.0,41.0,56.0,4.0,11.0,42.0,3.0,2.0,5.0,0.0,3.0,1.0,MANHATTAN,7.0,100,41.0,0.0,9.0,8.4,36.0,58.0,33.0,21.0,0.0,15.0,,22.0,33.0,2.0,40.0,41.0,2.0,2.0,6.6,7.8,7.7,49.0,0.0,70.0,3.0,62,,22.0,13.0,,2.0,6.9,,7.8
