brooklyn_cooperatives_comparable_properties_address,bin,postcode,brooklyn_cooperatives_comparable_properties_expense_per_sqft,comparable_rental_2_year_built,longitude,community_council,comparable_rental_1_gross_sqft,comparable_rental_1_estimated_expense,comparable_rental_1_full_market_value,comparable_rental_3_building_classification,comparable_rental_2_address,comparable_rental_3_full_market_value,comparable_rental_3_estimated_gross_income,comparable_rental_3_net_operating_income,comparable_rental_1_address,brooklyn_cooperatives_comparable_properties_building_classification,comparable_rental_1_boro_block_lot,comparable_rental_1_neighborhood,nta,brooklyn_cooperatives_comparable_properties_net_operating_income,brooklyn_cooperatives_comparable_properties_estimated_expense,comparable_rental_2_boro_block_lot,comparable_rental_3_neighborhood,latitude
"{'latitude': '40.647750858669', 'longitude': '-73.975297205612', 'human_address': '{""address"": ""110 OCEAN PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3124299.0,11218.0,3.44,1928.0,-73.975254,39.0,75600,297569.0,2420000,D1-ELEVATOR,"{'latitude': '40.645723070538', 'longitude': '-73.974867230943', 'human_address': '{""address"": ""178 OCEAN PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}","1,980,000","896,450","402,786","{'latitude': '40.645480602026', 'longitude': '-73.976688033036', 'human_address': '{""address"": ""415 ALBEMARLE ROAD"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",D4-ELEVATOR,3-05327-0041,KENSINGTON,Windsor Terrace                                                            ,222212,247389,3-05328-0037,KENSINGTON,40.647706
"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""423 ATLANTIC AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3000724.0,11217.0,5.4,1928.0,-73.983857,33.0,277798,3333576.0,25818000,D6-ELEVATOR,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""404 STATE STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}","10,766,000","2,458,853","1,473,131","{'latitude': '40.68928296657', 'longitude': '-73.986759961538', 'human_address': '{""address"": ""179 SCHERMERHORN STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",D4-ELEVATOR,3-00164-0030,DOWNTOWN-FULTON MALL,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,972630,577800,3-00178-0016,BROOKLYN HEIGHTS,40.686563
"{'latitude': '40.656006358528', 'longitude': '-73.953747908265', 'human_address': '{""address"": ""590 PARKSIDE AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3116008.0,11226.0,4.38,1916.0,-73.954019,40.0,18040,102287.0,320000,C1-WALK-UP,"{'latitude': '40.662821573211', 'longitude': '-73.956394132591', 'human_address': '{""address"": ""137 STERLING STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}","818,000","454,756","167,273","{'latitude': '40.662809907205', 'longitude': '-73.956582817547', 'human_address': '{""address"": ""131 STERLING STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",C6-WALK-UP,3-01314-0086,FLATBUSH-LEFFERTS GARDEN,Prospect Lefferts Gardens-Wingate                                          ,112593,127940,3-01314-0083,CROWN HEIGHTS,40.656013
"{'latitude': '40.668684069488', 'longitude': '-73.976731644337', 'human_address': '{""address"": ""411 8 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,11215.0,9.61,1920.0,-73.976807,39.0,36636,261998.0,2471000,D1-ELEVATOR,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""575 3 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}","2,091,000","653,750","288,903","{'latitude': '40.700642038029', 'longitude': '-73.987868812094', 'human_address': '{""address"": ""70 PROSPECT PARK"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",D4-ELEVATOR,3-01079-0040,PARK SLOPE,Park Slope-Gowanus                                                         ,337429,472697,3-01079-0001,PARK SLOPE,40.668633
"{'latitude': '40.674208455174', 'longitude': '-73.967821332792', 'human_address': '{""address"": ""295 ST JOHN\'S PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3029331.0,11238.0,6.7,1912.0,-73.967832,35.0,47540,305169.0,1265000,D1-ELEVATOR,"{'latitude': '40.674756581561', 'longitude': '-73.966760492054', 'human_address': '{""address"": ""203 UNDERHILL AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}","5,357,000","1,456,913","833,938","{'latitude': '40.673104843104', 'longitude': '-73.967837143476', 'human_address': '{""address"": ""25 EASTERN PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",D4-ELEVATOR,3-01172-0003,PROSPECT HEIGHTS,Prospect Heights                                                           ,595397,576468,3-01173-0001,PROSPECT HEIGHTS,40.674189
"{'latitude': '40.693432752084', 'longitude': '-73.968830530094', 'human_address': '{""address"": ""149 CLINTON AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3054302.0,11205.0,6.93,1900.0,-73.968923,35.0,4000,28400.0,475000,C1-WALK-UP,"{'latitude': '40.694672329282', 'longitude': '-73.972200222455', 'human_address': '{""address"": ""100 ADELPHI STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}","751,000","203,245","109,030","{'latitude': '40.693137683515', 'longitude': '-73.968941310616', 'human_address': '{""address"": ""419 MYRTLE AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",C6-WALK-UP,3-01887-0093,CLINTON HILL,Clinton Hill                                                               ,230688,199584,3-02044-0064,CLINTON HILL,40.693723
"{'latitude': '40.587240286391', 'longitude': '-73.957083984702', 'human_address': '{""address"": ""2616 HOMECREST AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3204886.0,11235.0,5.02,1942.0,-73.957055,48.0,194425,1065729.0,6215000, ,"{'latitude': '40.579681447132', 'longitude': '-73.984239802557', 'human_address': '{""address"": ""2775 16 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}", , , ,"{'latitude': '40.583618362553', 'longitude': '-73.956182997371', 'human_address': '{""address"": ""2775 HOMECREST AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",D4-ELEVATOR,3-08764-0028,SHEEPSHEAD BAY,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ,771187,621406,3-08771-0101, ,40.587247
"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""1716 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,6.68,1939.0,,,51348,374146.0,2175000,D1-ELEVATOR,"{'latitude': '40.598049459078', 'longitude': '-73.954304785895', 'human_address': '{""address"": ""2147 17 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}","1,375,000","457,403","210,971","{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""1600 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",D4-ELEVATOR,3-07321-0001,MADISON,,303291,372591,3-07350-0055,MADISON,
"{'latitude': '40.640397372942', 'longitude': '-73.952304049165', 'human_address': '{""address"": ""411 26 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,5.03,,,,35922,214556.0,816000, ,, , , ,"{'latitude': '40.639355310949', 'longitude': '-73.9569491842', 'human_address': '{""address"": ""531 22 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",D4-ELEVATOR,3-05208-0046,FLATBUSH-CENTRAL,,365269,384372,, ,
"{'latitude': '40.700549808736', 'longitude': '-73.984946788138', 'human_address': '{""address"": ""186 PROSPECT PARK"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3000000.0,11215.0,7.89,1920.0,-73.96968,39.0,8960,88525.0,715000, ,"{'latitude': '40.66204847368', 'longitude': '-73.981975427227', 'human_address': '{""address"": ""417 15 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}", , , ,"{'latitude': '40.700550649662', 'longitude': '-73.984964447585', 'human_address': '{""address"": ""184 PROSPECT PARK"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",C6-WALK-UP,3-01101-0043,PARK SLOPE,park-cemetery-etc-Brooklyn                                                 ,124741,86033,3-01103-0071, ,40.661354
"{'latitude': '40.701274247883', 'longitude': '-73.944687322776', 'human_address': '{""address"": ""48 WHIPPLE STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3399879.0,11206.0,8.89,1931.0,-73.944568,33.0,17240,159764.0,1770000, ,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""20 MANHATTAN AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}", , , ,"{'latitude': '40.708199490367', 'longitude': '-73.942225128935', 'human_address': '{""address"": ""171 MESEROLE STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",C6-WALK-UP,3-03044-0026,WILLIAMSBURG-EAST,Bedford                                                                    ,416335,276417,3-03113-0004, ,40.701372
"{'latitude': '40.598698246353', 'longitude': '-73.934832852331', 'human_address': '{""address"": ""2212 BRIGHAM STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3336731.0,11229.0,6.46,1961.0,-73.934768,46.0,159996,1201982.0,6270000, ,"{'latitude': '40.575866953862', 'longitude': '-73.995486224446', 'human_address': '{""address"": ""2440 29 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}", , , ,"{'latitude': '40.59216247823', 'longitude': '-73.949955874325', 'human_address': '{""address"": ""2835 OCEAN AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",D4-ELEVATOR,3-07422-0146,SHEEPSHEAD BAY,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ,2198937,2219553,3-07422-0917, ,40.598482
"{'latitude': '40.643603389793', 'longitude': '-73.997459167385', 'human_address': '{""address"": ""4313 9 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3136010.0,11232.0,6.11,1924.0,-73.997766,38.0,30400,213300.0,1188000,C1-WALK-UP,"{'latitude': '40.643635593684', 'longitude': '-73.995870659052', 'human_address': '{""address"": ""944 42 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}","1,155,000","494,680","188,658","{'latitude': '40.643614540454', 'longitude': '-73.997317654652', 'human_address': '{""address"": ""902 43 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",C6-WALK-UP,3-05601-0006,BOROUGH PARK,Sunset Park East                                                           ,234880,195520,3-05595-0019,BOROUGH PARK,40.643366
"{'latitude': '40.581305581498', 'longitude': '-73.967053405744', 'human_address': '{""address"": ""2815 OCEAN PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3196297.0,11235.0,7.74,1926.0,-73.967387,48.0,100300,721835.0,4393000,D1-ELEVATOR,"{'latitude': '40.580292337915', 'longitude': '-73.967290186841', 'human_address': '{""address"": ""2901 OCEAN PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}","5,192,000","1,568,445","942,845","{'latitude': '40.580570859371', 'longitude': '-73.963506077681', 'human_address': '{""address"": ""2911 BRIGHTON 5 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",D4-ELEVATOR,3-08665-0547,BRIGHTON BEACH,Brighton Beach                                                             ,373722,462078,3-08661-0001,OCEAN PARKWAY-SOUTH,40.581244
"{'latitude': '40.647514057723', 'longitude': '-74.005293310883', 'human_address': '{""address"": ""570 44 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,6.69,1904.0,,,14240,102828.0,679000, ,"{'latitude': '40.647449634805', 'longitude': '-74.011417216372', 'human_address': '{""address"": ""4815 4 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}", , , ,"{'latitude': '40.58952362598', 'longitude': '-73.99560636338', 'human_address': '{""address"": ""460 41 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",C6-WALK-UP,3-00719-0033,SUNSET PARK,,91869,94409,3-00774-0004, ,
"{'latitude': '40.673064367273', 'longitude': '-73.971944802692', 'human_address': '{""address"": ""904 UNION STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3024699.0,11215.0,9.17,1920.0,-73.971679,39.0,13480,114243.0,1337000, ,"{'latitude': '40.672823830782', 'longitude': '-73.97546750576', 'human_address': '{""address"": ""786 CARROLL STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}", , , ,"{'latitude': '40.673321196507', 'longitude': '-73.97261787241', 'human_address': '{""address"": ""882 UNION STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",C6-WALK-UP,3-01066-0011,PARK SLOPE,Park Slope-Gowanus                                                         ,93406,66501,3-01070-0012, ,40.672993
"{'latitude': '40.599360531321', 'longitude': '-73.933873540303', 'human_address': '{""address"": ""2209 KNAPP STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3321838.0,11229.0,6.01,1963.0,-73.933842,46.0,35285,274164.0,1811000,D1-ELEVATOR,"{'latitude': '40.601700444466', 'longitude': '-73.942172048238', 'human_address': '{""address"": ""3380 NOSTRAND AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}","6,270,000","2,148,300","946,318","{'latitude': '40.584219441289', 'longitude': '-73.932871067566', 'human_address': '{""address"": ""3191 EMMONS AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",D4-ELEVATOR,3-08807-0135,SHEEPSHEAD BAY,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ,1494405,1049226,3-07334-0018,SHEEPSHEAD BAY,40.599101
"{'latitude': '40.612176910588', 'longitude': '-73.968508470655', 'human_address': '{""address"": ""1500 OCEAN PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3173783.0,11230.0,5.87,1940.0,-73.968269,44.0,64200,339946.0,2387000,D1-ELEVATOR,"{'latitude': '40.609642948391', 'longitude': '-73.968010832619', 'human_address': '{""address"": ""1600 OCEAN PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}","1,738,000","683,775","355,152","{'latitude': '40.614001485049', 'longitude': '-73.968853660418', 'human_address': '{""address"": ""1420 OCEAN PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",D4-ELEVATOR,3-06587-0017,OCEAN PARKWAY-NORTH,Ocean Parkway South                                                        ,434160,422640,3-06612-0042,OCEAN PARKWAY-NORTH,40.612453
"{'latitude': '40.64626160159', 'longitude': '-73.974969268405', 'human_address': '{""address"": ""160 OCEAN PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3124304.0,11218.0,5.07,1941.0,-73.974977,39.0,94050,531071.0,3036000, ,"{'latitude': '40.642985681151', 'longitude': '-73.973725132436', 'human_address': '{""address"": ""269 OCEAN PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}", , , ,"{'latitude': '40.645723070538', 'longitude': '-73.974867230943', 'human_address': '{""address"": ""178 OCEAN PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",D4-ELEVATOR,3-05328-0037,KENSINGTON,Windsor Terrace                                                            ,343962,295074,3-05358-0086, ,40.64638
"{'latitude': '40.598128220934', 'longitude': '-73.931990767109', 'human_address': '{""address"": ""3171 WHITNEY AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3248254.0,11229.0,5.35,1928.0,-73.932025,46.0,28722,221992.0,1375000, ,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""1820 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}", , , ,"{'latitude': '40.581566731237', 'longitude': '-73.98719095398', 'human_address': '{""address"": ""2502 19 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",C8-WALK-UP,3-07439-0006,SHEEPSHEAD BAY,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ,177188,148816,3-07379-0007, ,40.598085
"{'latitude': '40.685261395977', 'longitude': '-73.982515147397', 'human_address': '{""address"": ""467 PACIFIC STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3000991.0,11217.0,6.82,1915.0,-73.982412,33.0,13516,109018.0,509000, ,"{'latitude': '40.683305807784', 'longitude': '-73.98156798279', 'human_address': '{""address"": ""303 BERGEN STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}", , , ,"{'latitude': '40.68501503149', 'longitude': '-73.981853646344', 'human_address': '{""address"": ""485 PACIFIC STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",C6-WALK-UP,3-00185-0039,BOERUM HILL,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,227116,121771,3-00198-0065, ,40.685196
"{'latitude': '40.6883916124', 'longitude': '-73.967847903518', 'human_address': '{""address"": ""321 CLINTON AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3055312.0,11205.0,5.78,1946.0,-73.967872,35.0,10060,103210.0,1042000, ,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""98 GRAND AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}", , , ,"{'latitude': '40.682482541071', 'longitude': '-73.963627140344', 'human_address': '{""address"": ""260 ST JAMES PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",C6-WALK-UP,3-02013-0041,CLINTON HILL,Clinton Hill                                                               ,296055,124270,3-01892-0061, ,40.688472
"{'latitude': '40.672606618631', 'longitude': '-73.972674751687', 'human_address': '{""address"": ""915 PRESIDENT STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3024724.0,11215.0,8.48,1920.0,-73.972545,39.0,13480,114243.0,1337000,C7-WALK-UP,"{'latitude': '40.671634787863', 'longitude': '-73.972246573581', 'human_address': '{""address"": ""847 CARROLL STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}","1,062,000","230,736","146,804","{'latitude': '40.673321196507', 'longitude': '-73.97261787241', 'human_address': '{""address"": ""882 UNION STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",C6-WALK-UP,3-01066-0011,PARK SLOPE,Park Slope-Gowanus                                                         ,101475,63600,3-01068-0054,PARK SLOPE,40.672535
"{'latitude': '40.676294957119', 'longitude': '-73.96216863048', 'human_address': '{""address"": ""425 PROSPECT PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3028658.0,11238.0,8.42,1940.0,-73.96194,35.0,47925,530304.0,2244000, ,"{'latitude': '40.674972994425', 'longitude': '-73.966681591531', 'human_address': '{""address"": ""195 UNDERHILL AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}", , , ,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""781 WASHINGTON AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",D4-ELEVATOR,3-01177-0007,CROWN HEIGHTS,Crown Heights North                                                        ,513820,457332,3-01173-0007, ,40.676221
"{'latitude': '40.603021926854', 'longitude': '-74.013079639524', 'human_address': '{""address"": ""297 13 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,7.15,1912.0,,,18000,140023.0,2097000, ,"{'latitude': '40.666935975453', 'longitude': '-73.9868598844', 'human_address': '{""address"": ""307 12 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}", , , ,"{'latitude': '40.604638246422', 'longitude': '-74.011594578541', 'human_address': '{""address"": ""243 13 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",C6-WALK-UP,3-01028-0056,PARK SLOPE SOUTH,,215014,128718,3-01023-0069, ,
