dbn,school_name,q80_in_planning_my_last,q79_in_planning_my_last_1,q164_at_this_program_teachers,q24_it_s_ok_in_this_school_1,q162_at_the_beginning_of,q17_central_doe_employees_1,q163_at_this_program_teachers,q132_in_planning_my_last,q109_in_planning_my_last_1,q82_in_planning_my_last_1,q162_at_the_beginning_of_1,q7_i_am_able_to_modify_1,q60_overall_my_professional_1,q159_positive_behavior_1,q123_in_planning_my_last,q13_i_am_able_to_develop,q33_i_trust_the_principal,q47_at_this_school_once_we_1,q98_in_planning_my_last,q134_in_planning_my_last,q96_in_planning_my_last_1,q98_in_planning_my_last_1,q161_it_s_a_priority_at_this_1,q42_this_school_educates,q71_the_principal_assistant,q50_at_this_school_teachers,q99_in_planning_my_last_1,q83_in_planning_my_last,q92_in_planning_my_last_1,q54_at_this_school_school_1,q28_teachers_at_this_school,q74_how_much_influence_do,q159_positive_behavior,q94_in_planning_my_last,q65_the_principal_assistant_1,q160_it_s_a_priority_at_this,q109_in_planning_my_last,q166_my_students_are_safe,q102_in_planning_my_last,q10_i_am_able_to_empower,q148_how_many_students_in_1,q93_in_planning_my_last_1,q67_the_principal_assistant_1,q168_my_students_are_safe,q76_the_performance_of_the_1,q126_in_planning_my_last_1,q152_how_many_adults_at_this,q170_it_s_a_priority_at_this,q25_i_have_conversations_1,q18_central_doe_employees,q39_in_this_school_the_staff,q69_the_principal_assistant,q26_teachers_respect_other,q70_the_principal_school,q52_at_this_school_teachers,q97_in_planning_my_last,q120_in_planning_my_last_1,q74_how_much_influence_do_1,q170_it_s_a_priority_at_this_1,q22_i_would_recommend_this_1,q171_adults_at_this_school,q107_in_planning_my_last,q136_how_many_students_in,q55_at_this_school_the_1,q1_how_many_teachers_at_this_1,q25_i_have_conversations,q142_how_many_students_in,q176_adults_at_this_school_1,q42_this_school_educates_1,q121_in_planning_my_last,q175_adults_at_this_school,q81_in_planning_my_last,q105_in_planning_my_last_1,q149_how_many_students_in,q164_at_this_program_teachers_1,q84_in_planning_my_last_1,q56_at_this_school_school,q51_at_this_school_curriculum,q89_in_planning_my_last,q9_i_am_able_to_affirm_racial_1,q139_how_many_students_in,q143_how_many_students_in_1,q21_i_usually_look_forward_1,q124_in_planning_my_last,q138_how_many_students_in_1,q16_i_feel_respected_by_the_1,q116_in_planning_my_last,q4_how_many_teachers_at_this_1,q150_how_many_adults_at_this_1,q118_in_planning_my_last_1,q153_how_many_adults_at_this_1,q6_i_am_able_to_use_my,q172_adults_at_this_school
17K399,P.S. 399 Stanley Eugene Clark,,,,0.19,,,,1.0,,,,0.0,0.0,,,1.0,0.94,0.06,,1.0,,,,0.94,1.0,1.0,,,,0.0,0.88,0.94,,,0.06,,,1.0,,1.0,0.25,,0.06,1.0,0.21,0.0,1.0,1.0,0.19,,1.0,0.94,1.0,0.94,1.0,,,0.06,0.0,0.12,0.0,,0.88,0.0,0.0,0.81,0.81,0.0,0.06,,0.0,,,0.86,,,1.0,1.0,,0.0,0.88,0.12,0.19,1.0,0.12,,,0.0,0.0,,0.0,1.0,0.0
18K233,P.S. 233 Langston Hughes,,,,0.0,,,,1.0,,0.0,,0.0,0.0,,0.0,1.0,1.0,0.06,,1.0,,,,1.0,1.0,0.94,,0.0,,0.0,1.0,0.88,,,0.06,,,1.0,,0.94,0.24,,0.0,1.0,0.14,0.0,0.88,1.0,0.06,,1.0,1.0,1.0,0.94,0.94,,0.0,0.12,0.0,0.06,0.0,,0.76,0.0,0.06,0.94,0.88,0.0,0.0,0.0,0.0,0.0,,0.77,,0.0,0.94,0.88,0.0,0.06,1.0,0.06,0.06,1.0,0.12,,0.0,0.12,0.06,0.0,0.24,1.0,0.0
84K807,Collegiate Academy For Mathematics And Personal Awareness Charter School,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,,,,,0.0,1.0,1.0,1.0,,,,0.0,1.0,1.0,0.0,,0.0,0.0,,0.0,,1.0,0.29,,0.0,0.0,,,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,,,1.0,0.0,,1.0,1.0,,0.0,0.86,0.0,0.0,,0.0,,,0.0,0.0,,0.0,1.0,0.0
10X368,In-Tech Academy (M.S. / High School 368),0.0,0.0,0.0,0.16,0.0,,0.0,0.88,0.12,0.0,0.0,0.0,0.18,0.0,1.0,0.95,0.82,0.34,,1.0,,,0.0,0.95,0.77,0.7,,0.8,,0.11,0.89,0.73,0.0,,0.09,0.0,0.88,0.0,,0.93,0.72,,0.18,0.0,0.38,0.07,0.82,1.0,0.11,,0.89,0.77,0.84,0.75,0.82,,0.12,0.27,0.0,0.2,1.0,1.0,0.49,0.16,0.27,0.89,0.74,0.0,0.05,1.0,1.0,1.0,0.0,0.21,0.0,0.2,0.89,0.72,1.0,0.07,0.38,0.51,0.07,1.0,0.59,,0.62,0.27,0.22,0.12,0.23,0.93,1.0
KCOH,Sweet Home Day Care Center,,,,,,,,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0
11X178,P.S. 178 - Dr. Selman Waksman,,,,0.31,,,,0.96,,,,0.0,0.35,,,0.96,0.69,0.46,,0.91,,,,0.96,0.73,0.83,,,,0.08,0.73,0.77,,,0.27,,,0.94,,1.0,0.58,,0.19,1.0,0.44,0.1,0.67,0.92,0.23,,0.88,0.77,0.73,0.58,0.92,,,0.23,0.08,0.31,0.0,,0.5,0.15,0.14,0.77,0.85,0.0,0.04,,0.0,,,0.56,,,0.92,0.8,,0.0,0.73,0.54,0.27,0.86,0.42,,,0.37,0.32,,0.38,1.0,0.0
09X457,Sheridan Academy For Young Leaders,,,,0.2,,,,0.88,0.0,,,0.13,0.17,,1.0,0.93,0.73,0.33,,1.0,,,,0.97,0.9,0.89,,,,0.0,0.97,0.83,,,0.1,,1.0,0.38,,0.9,0.63,,0.14,1.0,0.24,0.0,0.86,0.94,0.17,,1.0,0.9,0.97,0.79,1.0,,0.0,0.17,0.06,0.13,0.0,0.88,0.44,0.1,0.07,0.83,0.74,0.0,0.03,1.0,0.0,,0.0,0.62,,,1.0,0.86,,0.07,0.78,0.37,0.2,0.94,0.56,,1.0,0.1,0.11,0.0,0.32,0.97,0.0
11X265,Bronx Lab School,0.0,0.0,0.0,0.11,0.0,,0.0,1.0,0.0,0.17,0.0,0.03,0.19,0.0,1.0,0.97,0.79,0.22,,1.0,,,0.0,0.96,0.89,0.85,,0.83,,0.04,0.93,0.81,0.0,,0.11,0.0,1.0,0.0,,1.0,0.3,,0.11,0.0,0.43,0.0,0.92,0.0,0.07,,0.96,0.93,0.93,0.85,0.96,,0.0,0.19,0.0,0.07,1.0,1.0,0.85,0.15,0.17,0.93,0.85,0.04,0.04,1.0,0.96,0.83,0.0,0.62,0.0,0.17,0.96,0.85,0.83,0.0,0.78,0.22,0.07,1.0,0.33,,1.0,0.1,0.08,0.0,0.08,1.0,0.92
03M191,The Riverside School For Makers And Artists,1.0,0.2,0.8,0.19,0.8,,0.8,0.92,0.4,,0.2,0.07,0.17,0.2,,0.98,0.78,0.22,,0.9,,,0.4,0.8,0.83,0.63,,,,0.04,0.83,0.91,0.8,,0.2,0.8,0.6,0.9,,0.98,0.33,,0.24,1.0,0.48,0.07,0.87,1.0,0.09,,0.93,0.74,0.87,0.76,0.98,,,0.09,0.0,0.22,0.0,0.6,0.57,0.09,0.19,0.91,0.87,0.0,0.2,,0.0,,0.2,0.72,0.2,,0.98,0.73,,0.02,0.87,0.4,0.15,0.86,0.43,,,0.17,0.13,,0.15,0.95,0.0
02M600,The High School Of Fashion Industries,0.0,0.0,0.0,0.09,0.0,,0.0,1.0,0.07,0.22,0.0,0.03,0.13,0.0,1.0,0.99,0.92,0.23,1.0,1.0,0.0,0.0,0.0,0.97,0.84,0.83,0.0,0.89,0.0,0.04,0.93,0.92,0.0,1.0,0.11,0.0,0.93,0.0,1.0,0.97,0.38,0.0,0.12,0.0,0.38,0.03,0.9,0.0,0.07,,0.97,0.89,0.92,0.85,0.97,1.0,0.0,0.08,0.0,0.04,1.0,1.0,0.62,0.07,0.12,0.93,0.88,0.03,0.03,1.0,0.99,0.89,0.0,0.66,0.0,0.22,0.97,0.86,0.78,0.01,0.68,0.34,0.07,1.0,0.41,,1.0,0.09,0.04,0.0,0.12,0.99,0.99
06M462,The College Academy,0.0,0.0,0.0,0.05,0.0,,0.0,,0.29,,0.0,0.0,0.1,0.0,,0.9,0.95,0.14,,,,,0.0,1.0,0.71,0.9,,,,0.0,0.95,0.79,0.0,,0.14,0.0,0.71,0.0,,0.95,0.75,,0.33,0.0,0.44,,0.74,0.0,0.24,,1.0,0.81,0.95,0.67,0.95,,,0.21,0.0,0.05,0.95,0.86,0.3,0.0,0.0,0.76,0.65,0.0,0.0,,1.0,,0.14,0.37,0.0,,0.95,0.85,,0.0,0.7,0.75,0.05,,0.55,,,0.05,0.1,,0.3,0.95,1.0
03M258,Community Action School - Ms 258,0.0,0.0,0.0,0.09,0.0,,0.0,1.0,0.0,,0.0,0.09,0.1,0.0,0.8,0.9,0.86,0.05,,1.0,,,0.0,1.0,0.86,1.0,,,,0.05,0.95,0.86,0.0,,0.05,0.0,1.0,0.0,,0.91,0.39,,0.14,0.0,0.54,,0.89,1.0,0.0,,1.0,0.95,0.95,0.91,1.0,,0.2,0.14,0.0,0.0,0.0,1.0,0.61,0.14,0.23,1.0,0.83,0.0,0.0,1.0,0.0,,0.0,0.65,0.0,,0.95,1.0,,0.09,0.72,0.44,0.05,,0.44,,,0.0,0.06,0.2,0.17,0.91,0.0
10X077,Bedford Park Elementary School,1.0,0.0,,0.22,,,,0.97,0.0,,,0.0,0.03,,,0.92,0.92,0.13,,0.97,,,,0.97,0.97,0.88,,,,0.05,0.81,0.97,,,0.08,,1.0,1.0,,0.97,0.33,,0.05,1.0,0.08,0.03,0.87,1.0,0.11,,0.97,0.97,0.83,0.97,0.97,,,0.03,0.0,0.03,0.0,1.0,0.47,0.0,0.08,0.89,0.78,0.0,0.03,,0.0,,0.2,0.72,,,1.0,0.88,,0.0,0.78,0.31,0.08,0.9,0.47,,,0.13,0.17,,0.13,1.0,0.0
16K681,Madiba Prep Middle School,0.0,0.0,0.0,0.06,0.0,,0.0,1.0,,,0.0,0.06,0.07,0.0,1.0,0.93,0.88,0.07,,1.0,,,0.0,1.0,0.79,1.0,,,,0.07,0.94,0.87,0.0,,0.07,0.0,,0.0,,0.93,0.5,,0.2,0.0,0.0,0.0,0.93,1.0,0.12,,1.0,0.73,0.88,0.79,0.93,,0.0,0.13,0.0,0.19,0.0,,0.43,0.13,0.07,0.88,0.77,0.0,0.0,1.0,0.0,,,0.57,0.0,,0.93,0.85,,0.07,0.64,0.5,0.12,1.0,0.64,,1.0,0.0,0.0,0.0,0.0,1.0,0.0
12X217,School Of Performing Arts,0.0,0.0,0.0,0.54,0.0,,0.0,0.82,0.0,,0.0,0.08,0.45,0.0,0.9,0.88,0.43,0.62,1.0,1.0,0.2,0.0,0.0,0.96,0.64,0.82,0.0,,0.0,0.12,0.67,0.64,0.0,1.0,0.38,0.0,1.0,0.0,1.0,1.0,0.59,0.0,0.36,0.0,0.24,0.1,0.91,0.85,0.17,,0.96,0.64,0.71,0.73,1.0,1.0,0.1,0.36,0.15,0.57,0.0,0.86,0.55,0.25,0.08,0.83,0.86,0.0,0.04,0.9,0.0,,0.0,0.55,0.0,,0.96,0.64,,0.0,0.55,0.55,0.43,0.7,0.5,,1.0,0.12,0.1,0.1,0.05,0.96,0.0
17K722,New Heights Middle School,0.0,0.0,0.0,0.21,0.0,,0.0,,0.0,0.14,0.0,0.0,0.0,0.0,1.0,0.94,0.95,0.11,,,,,0.0,1.0,0.88,0.84,,1.0,,0.0,0.83,0.94,0.0,,0.0,0.0,1.0,0.0,,1.0,0.35,,0.06,0.0,0.42,,0.88,0.94,0.11,,1.0,0.82,0.84,0.82,1.0,,0.0,0.06,0.06,0.16,0.0,1.0,0.82,0.05,0.11,0.89,1.0,0.0,0.0,1.0,0.0,0.86,0.0,0.65,0.0,0.14,1.0,1.0,0.86,0.0,0.88,0.24,0.11,,0.35,,0.83,0.05,0.06,0.0,0.12,1.0,0.0
18K617,High School For Innovation In Advertising And Media,0.0,0.0,0.0,0.06,0.0,,0.0,1.0,,,0.0,0.0,0.19,0.0,,0.88,0.71,0.38,,1.0,,,0.0,0.94,0.73,0.88,,,,0.0,0.94,0.87,0.0,,0.27,0.0,,0.0,,1.0,0.4,,0.27,0.0,0.67,0.0,0.87,0.0,0.24,,0.88,0.73,0.94,0.73,0.94,,,0.13,0.0,0.18,1.0,,0.57,0.19,0.12,0.76,0.87,0.0,0.06,,0.93,,,0.47,0.0,,1.0,0.69,,0.06,0.8,0.27,0.17,1.0,0.47,,,0.11,0.07,,0.15,1.0,1.0
16K025,P.S. 025 Eubie Blake School,,,,0.0,,,,1.0,,,,0.0,0.0,,,1.0,0.91,0.0,,1.0,,,,1.0,1.0,1.0,,,,0.0,1.0,0.91,,,0.0,,,1.0,,1.0,0.18,,0.0,1.0,0.09,0.0,1.0,1.0,0.09,,1.0,1.0,1.0,1.0,1.0,,,0.09,0.0,0.0,0.0,,0.73,0.0,0.0,0.91,1.0,0.0,0.0,,0.0,,,1.0,,,1.0,1.0,,0.0,0.82,0.0,0.0,1.0,0.27,,,0.0,0.0,,0.0,1.0,0.0
02M312,New York City Lab Middle School For Collaborative Studies,0.0,0.0,0.0,0.11,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.08,0.0,1.0,1.0,0.94,0.17,1.0,1.0,0.0,0.0,0.0,1.0,0.89,0.91,0.0,1.0,0.0,0.0,0.94,1.0,0.0,1.0,0.08,0.0,1.0,0.0,1.0,1.0,0.06,0.0,0.14,0.0,0.38,0.0,0.91,1.0,0.14,,0.97,0.86,0.94,0.78,0.97,1.0,0.0,0.0,0.0,0.03,0.0,1.0,0.81,0.03,0.09,0.86,0.92,0.0,0.0,1.0,0.0,1.0,0.0,0.97,0.0,0.0,0.97,0.91,1.0,0.0,0.94,0.14,0.06,1.0,0.14,,1.0,0.03,0.03,0.0,0.09,1.0,0.0
03M180,P.S. 180 Hugo Newman,,,,0.33,,,,0.81,,0.0,,0.15,0.33,,,0.88,0.67,0.48,,0.86,,,,0.91,0.61,0.53,,0.0,,0.09,0.7,0.48,,,0.27,,,0.89,,0.85,0.39,,0.33,1.0,0.5,0.14,0.77,0.77,0.33,,0.88,0.67,0.7,0.64,0.91,,,0.52,0.23,0.21,0.0,,0.45,0.21,0.29,0.67,0.76,0.0,0.09,,0.0,0.0,,0.62,,0.0,0.94,0.66,0.0,0.09,0.7,0.3,0.12,0.76,0.48,,,0.24,0.22,,0.28,0.91,0.0
06M187,P.S./I.S. 187 Hudson Cliffs,0.62,0.38,,0.18,,,,0.95,0.29,0.2,,0.0,0.37,,0.83,0.9,0.64,0.45,,0.85,,,,0.93,0.59,0.78,,0.8,,0.07,0.87,0.88,,,0.35,,0.71,1.0,,0.95,0.39,,0.31,0.95,0.45,0.1,0.95,0.93,0.4,,0.88,0.66,0.87,0.6,0.95,,0.17,0.12,0.07,0.04,0.0,0.71,0.51,0.09,0.15,0.6,0.79,0.0,0.07,0.83,0.0,0.8,0.14,0.84,,0.2,0.95,0.57,0.8,0.02,0.9,0.23,0.04,0.81,0.38,,0.83,0.11,0.15,0.33,0.14,0.98,0.0
03M417,Frank Mccourt High School,0.0,0.0,0.0,0.04,0.0,,0.0,1.0,,,0.0,0.0,0.42,0.0,,0.91,0.91,0.25,0.83,1.0,0.33,0.17,0.0,0.88,0.79,0.88,0.0,,0.17,0.08,1.0,0.92,0.0,0.83,0.17,0.0,,0.0,0.83,0.91,0.43,0.0,0.21,0.0,0.7,,1.0,0.0,0.0,,1.0,0.83,0.96,0.79,0.96,1.0,,0.08,0.0,0.0,1.0,,0.74,0.12,0.04,1.0,0.87,0.0,0.12,,1.0,,,0.71,0.0,,1.0,0.83,,0.13,0.87,0.3,0.04,,0.17,,,0.08,0.0,,0.0,1.0,1.0
06M192,P.S. 192 Jacob H. Schiff,1.0,0.0,,0.29,,,,0.95,0.2,,,0.07,0.11,,0.8,0.93,0.86,0.07,,0.95,,,,0.86,0.89,1.0,,,,0.04,0.89,0.86,,,0.11,,0.8,0.77,,0.96,0.25,,0.11,1.0,0.3,0.06,0.93,1.0,0.19,,0.96,0.89,0.89,0.93,0.96,,0.2,0.14,0.0,0.11,0.0,0.6,0.68,0.07,0.04,0.81,0.82,0.0,0.14,1.0,0.0,,0.0,0.86,,,1.0,0.96,,0.04,0.86,0.07,0.14,1.0,0.36,,0.6,0.07,0.11,0.0,0.08,0.93,0.0
08X301,M.S. 301 Paul L. Dunbar,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,0.95,1.0,0.0,,1.0,,,0.0,1.0,0.95,0.95,,,,0.05,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,,1.0,0.4,,0.05,0.0,0.06,0.0,0.95,1.0,0.0,,1.0,0.95,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.0,1.0,0.9,0.0,0.0,,0.0,,0.0,0.6,0.0,,1.0,1.0,,0.0,0.85,0.2,0.0,1.0,0.1,,,0.05,0.05,,0.11,1.0,0.0
19K639,Brooklyn Lab School,0.0,0.0,0.0,0.07,0.0,,0.0,1.0,0.12,0.0,0.0,0.0,0.04,0.0,,1.0,0.9,0.14,,1.0,,,0.0,0.97,0.93,1.0,,1.0,,0.0,0.93,0.93,0.0,,0.04,0.0,0.88,0.0,,0.9,0.46,,0.04,0.0,0.19,0.0,0.77,0.0,0.2,,1.0,0.96,0.97,0.88,0.97,,,0.07,0.0,0.1,1.0,1.0,0.54,0.0,0.14,0.8,0.75,0.05,0.03,,1.0,1.0,0.0,0.46,0.0,0.0,1.0,0.96,1.0,0.03,0.64,0.43,0.1,1.0,0.46,,,0.13,0.23,,0.31,1.0,1.0
20K112,P.S. 112 Lefferts Park,1.0,0.0,,0.07,,,,0.98,0.0,0.0,,0.09,0.05,,1.0,0.91,0.93,0.02,,0.98,,,,0.96,0.98,0.98,,1.0,,0.02,0.95,0.95,,,0.02,,1.0,1.0,,0.91,0.23,,0.02,1.0,0.4,0.02,0.96,1.0,0.21,,0.96,0.98,0.95,0.98,0.98,,0.0,0.05,0.0,0.05,0.0,1.0,0.75,0.04,0.04,0.79,0.89,0.0,0.04,1.0,0.0,1.0,0.0,0.96,,0.0,0.96,0.98,1.0,0.09,0.89,0.21,0.07,0.98,0.28,,1.0,0.04,0.04,0.0,0.06,0.91,0.0
13K301,Satellite East Middle School,0.0,0.0,0.0,0.25,0.0,,0.0,,,,0.0,0.12,0.17,0.0,,0.75,0.88,0.17,,,,,0.0,0.83,1.0,1.0,,,,0.0,0.88,0.83,0.0,,0.0,0.0,,0.0,,0.88,0.67,,0.0,0.0,0.17,,0.83,1.0,0.0,,1.0,0.83,0.88,1.0,0.83,,,0.17,0.0,0.25,0.0,,0.33,0.17,0.12,1.0,1.0,0.0,0.17,,0.0,,,0.33,0.0,,1.0,0.8,,0.12,0.5,0.5,0.25,,0.5,,,0.12,0.17,,0.17,0.75,0.0
17K191,P.S. 191 Paul Robeson,0.0,0.0,0.0,0.07,0.0,,0.0,0.89,,,0.0,0.07,0.14,0.0,,1.0,0.93,0.07,,0.89,,,0.0,0.93,0.93,0.83,,,,0.07,0.93,0.93,0.0,,0.07,0.0,,0.7,,1.0,0.29,,0.07,1.0,0.0,0.11,0.86,1.0,0.14,,0.93,0.93,0.93,0.93,0.93,,,0.07,0.0,0.07,,,0.69,0.07,0.15,0.86,0.79,,0.07,,,,,0.85,0.0,,0.93,0.92,,0.0,0.92,0.14,0.07,0.89,0.31,,,0.07,0.07,,0.21,0.93,
KADN,Zion Day Care,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10X445,The Bronx High School Of Science,0.0,0.0,0.0,0.11,0.0,,0.0,1.0,0.0,0.0,0.0,0.04,0.15,0.0,1.0,0.89,0.92,0.09,0.89,1.0,0.26,0.11,0.0,0.96,0.93,0.84,0.04,1.0,0.07,0.09,0.96,0.89,0.0,1.0,0.09,0.0,1.0,0.0,1.0,0.92,0.25,0.18,0.07,0.0,0.44,0.0,0.96,0.0,0.11,,0.95,0.91,0.92,0.85,0.95,0.89,0.0,0.11,0.0,0.05,0.99,1.0,0.76,0.06,0.08,0.89,0.9,0.02,0.04,1.0,0.97,1.0,0.0,0.93,0.0,0.0,0.93,0.87,1.0,0.04,0.66,0.2,0.06,1.0,0.34,,0.88,0.08,0.08,0.06,0.23,0.98,1.0
11X016,P.S. 016 Wakefield,0.0,0.0,,0.17,,,,0.94,0.0,,,0.0,0.04,,,1.0,0.96,0.08,,0.94,,,,1.0,0.96,0.91,,,,0.0,0.92,0.92,,,0.0,,1.0,0.83,,0.95,0.5,,0.12,1.0,0.22,0.06,0.95,1.0,0.08,,0.96,0.96,0.92,0.92,0.88,,,0.08,0.0,0.08,0.0,1.0,0.45,0.0,0.12,0.92,0.67,0.0,0.0,,0.0,,0.0,0.5,,,0.92,0.96,,0.04,0.64,0.32,0.08,0.94,0.45,,,0.17,0.19,,0.21,1.0,0.0
15K667,Sunset Park High School,0.0,0.0,0.0,0.31,0.0,,0.0,0.8,0.2,0.0,0.0,0.03,0.27,0.0,1.0,0.84,0.72,0.4,1.0,0.82,0.2,0.0,0.0,0.8,0.63,0.76,0.0,1.0,0.0,0.23,0.72,0.8,0.0,1.0,0.17,0.0,0.8,0.0,1.0,0.88,0.4,0.2,0.33,0.0,0.5,0.1,0.92,0.0,0.16,,0.87,0.77,0.75,0.77,0.7,0.6,0.0,0.2,0.0,0.22,0.93,0.9,0.6,0.23,0.27,0.84,0.6,0.14,0.2,1.0,0.86,1.0,0.1,0.72,0.0,0.0,0.8,0.62,1.0,0.03,0.57,0.43,0.19,0.9,0.67,,0.6,0.36,0.11,0.4,0.29,0.94,0.93
KCLD,Sunny Skies Prospect Corp.,,,,,,,,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0
17K375,P.S. 375 Jackie Robinson School,,,,0.5,,,,0.89,,,,0.0,0.15,,,0.93,0.43,0.15,,1.0,,,,0.92,0.77,1.0,,,,0.08,0.86,0.77,,,0.23,,,0.83,,1.0,0.25,,0.23,1.0,0.22,0.11,0.92,1.0,0.14,,1.0,0.38,0.93,0.85,1.0,,,0.23,0.0,0.21,0.0,,0.92,0.23,0.29,0.86,1.0,0.0,0.08,,0.0,,,0.8,,,0.92,0.91,,0.0,0.67,0.0,0.43,0.89,0.33,,,0.27,0.0,,0.08,1.0,0.0
11X326,Bronx Green Middle School,0.0,0.0,0.0,0.08,0.0,,0.0,1.0,0.0,,0.0,0.08,0.12,0.0,1.0,0.9,0.92,0.16,,1.0,,,0.0,1.0,0.92,0.82,,,,0.0,0.96,0.8,0.0,,0.04,0.0,1.0,0.0,,0.96,0.62,,0.0,0.0,0.43,0.0,0.83,0.92,0.17,,0.92,0.92,0.96,0.96,1.0,,0.0,0.2,0.08,0.12,0.0,1.0,0.46,0.08,0.14,0.83,0.79,0.0,0.0,1.0,0.0,,0.0,0.42,0.0,,1.0,0.88,,0.04,0.46,0.5,0.08,1.0,0.58,,0.9,0.21,0.13,0.1,0.3,0.96,0.0
15K519,Cobble Hill School Of American Studies,0.0,0.0,0.0,0.24,0.0,,0.0,1.0,0.0,,0.0,0.05,0.1,0.0,,1.0,0.65,0.15,1.0,1.0,0.0,0.0,0.0,1.0,0.8,0.84,0.0,,0.0,0.05,0.95,0.85,0.0,1.0,0.14,0.0,1.0,0.0,1.0,1.0,0.45,0.17,0.1,0.0,0.17,0.0,1.0,0.0,0.15,,1.0,0.85,0.86,0.75,1.0,1.0,,0.15,0.0,0.3,1.0,1.0,0.76,0.1,0.05,0.85,0.9,0.1,0.0,,1.0,,0.0,0.68,0.0,,1.0,0.84,,0.0,0.76,0.2,0.1,1.0,0.24,,,0.1,0.11,,0.0,0.95,1.0
17K547,Brooklyn Academy Of Science And The Environment,0.0,0.0,0.0,0.05,0.0,,0.0,1.0,,,0.0,0.05,0.0,0.0,,0.94,0.95,0.16,,1.0,,,0.0,1.0,0.89,0.82,,,,0.05,1.0,0.95,0.0,,0.11,0.0,,0.0,,0.94,0.42,,0.16,0.0,0.25,0.17,0.83,0.0,0.11,,1.0,0.84,1.0,0.84,0.95,,,0.05,0.0,0.06,1.0,,0.53,0.11,0.07,0.89,0.84,0.06,0.0,,1.0,,,0.76,0.0,,1.0,0.82,,0.06,0.58,0.21,0.11,0.83,0.47,,,0.21,0.17,,0.26,1.0,1.0
07X259,"H.E.R.O. High (Health, Education, And Research Occupations High School)",0.0,0.0,0.0,0.06,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.97,0.97,0.03,1.0,1.0,0.0,0.0,0.0,1.0,0.97,0.96,0.0,1.0,0.0,0.0,0.94,1.0,0.0,1.0,0.03,0.0,1.0,0.0,1.0,1.0,0.4,0.0,0.07,0.0,0.22,0.0,0.97,0.0,0.1,,1.0,1.0,0.97,0.9,0.97,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7,0.03,0.06,0.9,0.9,0.04,0.0,1.0,0.97,1.0,0.12,0.7,0.0,0.0,1.0,0.96,1.0,0.0,0.83,0.3,0.03,1.0,0.3,,0.9,0.03,0.03,0.1,0.03,1.0,1.0
06M311,Amistad Dual Language School,,,0.0,0.13,0.0,,0.0,0.83,,,0.0,0.12,0.13,0.0,1.0,0.93,0.87,0.2,,0.8,,,0.0,0.93,0.87,0.86,,,,0.07,0.93,0.73,0.0,,0.21,0.0,,1.0,,0.87,0.36,,0.13,1.0,0.17,0.0,0.92,1.0,0.07,,0.93,0.8,1.0,0.93,0.93,,0.0,0.27,0.0,0.13,0.0,,0.5,0.07,0.07,0.93,0.64,0.0,0.07,1.0,0.0,,,0.54,0.0,,0.93,0.87,,0.07,0.57,0.36,0.2,0.83,0.43,,1.0,0.06,0.07,0.0,0.08,0.93,0.0
